#churner,k,avg(gap17 )
0,1,NULL
0,2,NULL
0,3,NULL
0,4,NULL
0,5,NULL
0,6,NULL
0,7,NULL
0,8,NULL
0,9,NULL
0,10,NULL
0,11,NULL
0,12,NULL
0,13,NULL
0,14,NULL
0,15,NULL
0,16,NULL
0,17,18914.7675
0,18,17246.6737
0,19,15962.5228
0,20,15067.2211
1,1,NULL
1,2,NULL
1,3,NULL
1,4,NULL
1,5,NULL
1,6,NULL
1,7,NULL
1,8,NULL
1,9,NULL
1,10,NULL
1,11,NULL
1,12,NULL
1,13,NULL
1,14,NULL
1,15,NULL
1,16,NULL
1,17,99625.2872
1,18,72301.8843
1,19,46465.0613
1,20,35699.1216
