#churner,k,avg(gap20 )
0,1,NULL
0,2,NULL
0,3,NULL
0,4,NULL
0,5,NULL
0,6,NULL
0,7,NULL
0,8,NULL
0,9,NULL
0,10,NULL
0,11,NULL
0,12,NULL
0,13,NULL
0,14,NULL
0,15,NULL
0,16,NULL
0,17,NULL
0,18,NULL
0,19,NULL
0,20,17489.0627
1,1,NULL
1,2,NULL
1,3,NULL
1,4,NULL
1,5,NULL
1,6,NULL
1,7,NULL
1,8,NULL
1,9,NULL
1,10,NULL
1,11,NULL
1,12,NULL
1,13,NULL
1,14,NULL
1,15,NULL
1,16,NULL
1,17,NULL
1,18,NULL
1,19,NULL
1,20,95147.2184
