#churner,k,avg(gap16 )
0,1,NULL
0,2,NULL
0,3,NULL
0,4,NULL
0,5,NULL
0,6,NULL
0,7,NULL
0,8,NULL
0,9,NULL
0,10,NULL
0,11,NULL
0,12,NULL
0,13,NULL
0,14,NULL
0,15,NULL
0,16,19589.7019
0,17,17961.2703
0,18,16654.2482
0,19,15537.2940
0,20,14673.3294
1,1,NULL
1,2,NULL
1,3,NULL
1,4,NULL
1,5,NULL
1,6,NULL
1,7,NULL
1,8,NULL
1,9,NULL
1,10,NULL
1,11,NULL
1,12,NULL
1,13,NULL
1,14,NULL
1,15,NULL
1,16,94791.8400
1,17,58588.6915
1,18,55693.0750
1,19,44365.7952
1,20,33319.0918
