#churner,k,avg(gap14 )
0,1,NULL
0,2,NULL
0,3,NULL
0,4,NULL
0,5,NULL
0,6,NULL
0,7,NULL
0,8,NULL
0,9,NULL
0,10,NULL
0,11,NULL
0,12,NULL
0,13,NULL
0,14,20914.6483
0,15,18960.3989
0,16,17636.5569
0,17,16507.9816
0,18,15590.0319
0,19,14724.8040
0,20,14068.6957
1,1,NULL
1,2,NULL
1,3,NULL
1,4,NULL
1,5,NULL
1,6,NULL
1,7,NULL
1,8,NULL
1,9,NULL
1,10,NULL
1,11,NULL
1,12,NULL
1,13,NULL
1,14,95664.0472
1,15,68577.7302
1,16,51207.4200
1,17,42433.0585
1,18,32676.6385
1,19,35754.8368
1,20,26955.9516
