#churner,k,avg(gap15 )
0,1,NULL
0,2,NULL
0,3,NULL
0,4,NULL
0,5,NULL
0,6,NULL
0,7,NULL
0,8,NULL
0,9,NULL
0,10,NULL
0,11,NULL
0,12,NULL
0,13,NULL
0,14,NULL
0,15,20237.5777
0,16,18360.6262
0,17,17049.4669
0,18,15934.0179
0,19,14958.1215
0,20,14228.3617
1,1,NULL
1,2,NULL
1,3,NULL
1,4,NULL
1,5,NULL
1,6,NULL
1,7,NULL
1,8,NULL
1,9,NULL
1,10,NULL
1,11,NULL
1,12,NULL
1,13,NULL
1,14,NULL
1,15,90763.5601
1,16,72849.5146
1,17,47793.8723
1,18,40167.5436
1,19,30590.8861
1,20,29811.4330
