#churner,k,avg(gap18 )
0,1,NULL
0,2,NULL
0,3,NULL
0,4,NULL
0,5,NULL
0,6,NULL
0,7,NULL
0,8,NULL
0,9,NULL
0,10,NULL
0,11,NULL
0,12,NULL
0,13,NULL
0,14,NULL
0,15,NULL
0,16,NULL
0,17,NULL
0,18,18329.5714
0,19,16886.0603
0,20,15752.3306
1,1,NULL
1,2,NULL
1,3,NULL
1,4,NULL
1,5,NULL
1,6,NULL
1,7,NULL
1,8,NULL
1,9,NULL
1,10,NULL
1,11,NULL
1,12,NULL
1,13,NULL
1,14,NULL
1,15,NULL
1,16,NULL
1,17,NULL
1,18,100646.4061
1,19,57856.3133
1,20,45641.8027
