gap1=0.589824538703
mean_accepted_answerer_rep=0.202187537584
answering_speed=0.0620070611814
a_post_length=0.0285721149391
time_for_first_ans=0.0259330451238
mean_rep_answerers=0.0244655330496
q_post_length=0.0151835355198
ans_score=0.0143238804575
mean_rep_questioner=0.00842333075425
mean_max_rep_answerer=0.00830703992295
num_answers_recvd=0.00729793661911
que_comments=0.00659472744423
que_score=0.00369223741321
ans_comments=0.00163492526629
qrep3=0.000600774709404
qrep2=0.000566922129604
relative_rank_pos=0.000384859182082
ans_score_stddev=0.0
num_answers=0.0
qrep1=0.0
que_score_stddev=0.0
mean_rep_co_answerers=0.0
qrep4=0.0
ans_que_ratio=0.0
num_q_answered=0.0
num_questions=0.0
