0.00
0.00
0.05
0.01
0.02
0.00
0.00
0.00
0.02
0.00
0.01
0.06
0.01
0.00
0.01
0.01
0.00
0.00
0.01
0.02
0.12
0.03
0.00
0.00
0.00
0.15
0.02
0.09
0.34
