gap18=0.51057548136
gap17=0.199456574031
gap16=0.0976779379504
qrep4=0.0218697342419
num_questions=0.0188035565234
gap2=0.017909066497
q_post_length=0.0167939134513
mean_rep_questioner=0.0152602095618
mean_accepted_answerer_rep=0.0128625574648
qrep2=0.0120382658434
gap1=0.0110635039198
answering_speed=0.00978632397554
gap8=0.00842262568248
gap13=0.00736912596447
gap10=0.00699365628691
gap7=0.00685207677214
gap9=0.00670875663469
time_for_first_ans=0.0048038392645
a_post_length=0.00435980530952
qrep3=0.00421702481677
gap12=0.00375734449616
gap15=0.0024186199524
ans_score_stddev=0.0
que_score=0.0
ans_score=0.0
relative_rank_pos=0.0
num_answers_recvd=0.0
mean_rep_co_answerers=0.0
num_answers=0.0
mean_rep_answerers=0.0
que_score_stddev=0.0
num_q_answered=0.0
ans_que_ratio=0.0
ans_comments=0.0
que_comments=0.0
mean_max_rep_answerer=0.0
gap14=0.0
gap3=0.0
gap4=0.0
gap5=0.0
gap6=0.0
gap11=0.0
qrep1=0.0
