#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15
-1,1,14,3,2,2,2,0,2,21,,8561,4556,2,7.5,606,1586,1,0,1,17248,6319,32,120,821.75,15031,486888,7203,1838,17053,14720,72995,21848,2326,2163,12554,1263,14413,24,197,16
-1,4,11,2.5,1,2,2,2,1,13,,6606,324,111,2.4,428,560,2,2,4,12682,5704,43.25,243.6,1087,,78642,16309,5,1375,8,21,7,20,23,5,62,737,20251,23,19752
-1,0,15,,1,,1,,1,58203,,,1165,,16,300,0,2,,0,,,31,149,919,4063.67,5,88,24,29,6,12,10,4,41,3,5,30,20,36,20
-1,0,15,,1,,1,,1,12,,,3207,,16,394,0,2,,0,,,28.2857,230,946.5,22549,4167,173,92,87,2972,5,1038,80,4,39,142,1066,130,1209,79
-1,15,0,1.73333,,0,,1,,,,4627,,13,0.0625,0,992,,1,15,7959,7772,,,,,1004,29156,26,6797,30270,23036,44,109543,168200,1788,1046,1522,4575,22924,33140
-1,2,13,1,1,1,1,0,1,205,,3322,1315,12,4.66667,649,1454,1,0,1,6394,249,31.75,166.667,634,13302,51,1162,129783,8624,111,91,1033,381,13141,30,5,16,9,18570,6857
-1,13,2,3.15385,1,3,1,3,1,60759,,29383,428,14,0.214286,769,707,0,3,13,43079,34727,,428,,,0,257653,66948,1204,3351,9452,832,4905,5914,271719,146,64961,86077,38912,10013
-1,4,11,1.25,1,1,1,0,1,20046,,5779,241,197,2.4,398,967,2,0,4,6776,7977,11.2,288.5,718,,0,152037,24,455,249,320,18296,18905,27164,1598,12040,2255,5599,3177,6749
-1,3,12,2.66667,3,5,3,4,1,92719,,13942,1326,116395,3.25,946,2443,1,2,3,14473,14056,36.75,327,762.5,3396.75,0,6910,15843,61793,3064,5774,78844,1433,140,10277,8562,14225,177162,20191,15736
-1,8,7,1.5,2,1,2,1,2,235157,,5366,591,23877,0.888889,728,1457,1,1,7,6714,7446,10,198,1052,2284,12,76683,1381,6,48600,7401,34546,47348,24921,80261,17476,1312,7,3088,6948
-1,12,3,2,3,5,4,10,1,24,,21854,6435,151,0.307692,231,797,0,1,11,27993,21806,,,1008,17290,0,166953,7,44609,92201,121,8583,30781,6699,29986,234,24149,15231,10717,4
-1,5,10,1.8,1,1,1,1,1,70830,,7665,276,736,1.83333,631,1037,0,0,5,10214,7210,24.6667,183,810.667,,38794,119,1445,52,2483,41,201,77,28,76,1408,20017,5791,1360,1263
-1,13,2,1.69231,0,0,0,0,1,102113,,9343,275,7929,0.214286,157,852,0,1,12,15062,24138,54,,496,,0,26,9872,1426,3129,7412,3839,4786,5362,269,5519,4595,15889,2518,17615
-1,15,0,1.93333,,1,,2,,,,31417,,422,0.0625,0,472,,2,15,47183,35154,,,,,13190,1328,1465,2567,337,1270,84,9533,1765,1502,1252,444,1206,43049,8742
-1,4,11,2.25,2,5,3,2,1,245391,,17824,1372,52,2.4,607,1007,1,0,4,28745,19636,29,168,509.5,13288,7573,21117,2732,1801,35710,44718,32,5738,15680,90826,68,4160,94,33,15656
-1,0,15,,3,,3,,2,44910,,,1517,,16,685,0,1,,0,,,16.25,198,896.333,3267.17,58,10,6813,38,170,9,68,12,68,64,56,54,453,543,944
-1,8,7,1.5,0,1,0,1,1,99836,,23033,1466,3384,0.888889,717,803,1,2,8,66512,120984,37.5,255.5,652,7559,77452,1,74558,727566,11,160154,151984,3,160234,2844,3,20,2672,25657,1347
-1,7,8,1.57143,1,1,1,1,1,223940,,19374,13164,191,1.125,468,1749,1,1,5,30768,28039,42.3333,171.667,458,104208,15,9965,5,8,1494,51255,50161,7609,10077,3,4,9,1243,3074,9697
-1,3,12,2.66667,2,3,2,1,2,6,,4469,2015,12,3.25,312,545,1,1,3,7114,2389,26.5,238.2,797,7114,2,122618,8530,63414,10252,1291,1165,3,3,3440,1260,6,170,2497,109
-1,6,9,7.83333,7,11,12,12,4,702,,7468,9388,7,1.42857,457,647,1,0,6,25185,14334,,,811.5,11838.3,5,1378,1,1296,4078,87,19,1243,1,297,101,1041,133,1339,4
-1,14,1,1.85714,0,1,0,1,1,2,,21220,920,6,0.133333,185,975,1,2,13,38828,21792,,,920,,7,64417,9195,11075,14535,1226,8011,1240,65,922,157,2923,1586,1149,1542
-1,8,7,3.625,4,3,9,4,2,6512,,7566,3711,338,0.888889,446,1030,1,1,8,21186,22915,6,363,673,11796,158,25599,8864,1883,34007,41943,4045,44886,2743,8549,79365,9,8737,67570,1549
-1,0,15,,1,,1,,1,9304,,,1558,,16,927,0,0,,0,,,21.6667,195,1317.33,6236.67,1,18,13,38,3,503,43,176,201,169,35,96,98,630,137
-1,5,10,2.4,2,2,2,2,2,10118,,38596,2489,236,1.83333,574,726,0,0,5,81973,66559,,144,1303.5,4260.75,32,14,4,146,14101,365,8727,2424,85528,44644,35671,13010,90,17,71831
-1,13,2,2.69231,1,1,0,2,2,8,,28934,75,8,0.214286,294,411,1,1,13,44239,23974,36,114,,,569349,1079,15717,1700,2769,7293,1393,1717,28,950,110,8956,4887,14,15
-1,15,0,4.2,,4,,6,,,,13989,,67,0.0625,0,565,,0,15,47874,30087,,,,,24624,9125,14034,27222,386018,408,5238,499,915,2988,9074,18816,60279,20247,2844
-1,9,6,3.11111,1,18,1,47,1,196,,12782,960,5438,0.7,487,711,1,1,9,30008,5165,,,959.667,,54781,370123,0,61833,1,162841,148599,1,63082,21626,4,34759,1159,292238,20298
-1,12,3,1.66667,0,0,0,1,1,434,,5205,58,271,0.307692,279,862,1,0,10,8290,3596,14.5,144,,,12897,10104,43303,5761,212,89,327,4009,3957,299,987,351,1583,1067,379
-1,11,4,2.18182,0,2,0,2,1,2337,,41146,3294,169,0.416667,540,1055,0,0,11,61540,17290,,,894,10492,0,493,1123,1661,13,98,15794,1032,472,1214,1287,25,5717,1605,8728
-1,14,1,1.07143,0,2,0,2,1,3,,21882,78,49224,0.133333,279,666,0,1,12,23395,30303,,78,,,0,28960,9978,15886,5723,5845,26,2892,4215,6815,428,5793,4174,4366,2878
-1,10,5,3.7,0,1,0,1,1,1342,,18599,8384,460,0.545455,261,871,1,1,10,60969,25602,,,,8384.2,0,1076,6,334,6817,1490,9,7,200,2583,1914,517,7,1137,2936
-1,4,11,5.25,3,6,5,7,3,76057,,6615,939,651,2.4,492,1334,1,0,4,16372,4067,55,238.25,893,2872,1582,13,1252,6559,25021,8669,49719,126007,18253,85645,186707,2561,83879,40862,65372
-1,3,12,5,3,6,4,0,2,619,,8979,3745,11,3.25,343,451,1,0,3,26287,8828,16,258.5,800.333,7001.83,29443,116,7150,528,585,574,1240,5931,1251,60,1242,219,1423,385,5192
-1,1,14,1,0,0,1,0,1,62130,,33,570,5925,7.5,731,988,1,2,1,33,33,16,198.5,509.25,5073,0,8655,67,38745,43,13,25,181,14,1188,189,78,6,68,966
-1,2,13,2,2,3,3,1,1,12966,,3797,1658,67025,4.66667,420,1728,1,2,2,7993,7993,6,265,1027.33,4284.5,4,102389,18560,46011,128,1452,1105,405,7185,123978,112065,2574,16108,123,7299
-1,15,0,1.6,,1,,1,,,,30437,,59,0.0625,0,999,,1,14,36998,27978,,,,,7,90672,2776,17585,5841,25835,6965,47341,17809,12613,34740,20,391653,1591,60
-1,8,7,2.5,4,4,5,6,2,29830,,28224,3319,122,0.888889,741,1155,2,1,8,53334,37256,,170,795.5,5368.5,0,21196,124380,84489,76197,12,2359,5055,20278,18697,12618,1901,9710,57383,18974
-1,5,10,0.6,1,1,1,1,2,1332,,1882,258,10,1.83333,578,651,2,2,2,2303,1268,31.5,122,755.667,,212744,122170,48163,111,2272,7734,1256,129,4,13,92,2696,5180,2798,7669
-1,3,12,2.33333,2,2,2,0,2,74545,,7831,881,88898,3.25,935,1514,1,3,3,19922,6095,18,126,862.8,3031,397602,4,108046,77431,165,3,17,59,1354,29,41,11,1258,38,18
-1,0,15,,6,,10,,3,210,,,1275,,16,832,0,1,,0,,,10,161.333,842.5,3961.67,3408,93,783,693,704,6,5582,208,1797,4,24,22,11,1357,238
-1,10,5,3.2,11,3,21,3,4,22319,,32174,6112,137,0.545455,404,841,3,2,10,93250,43077,,,,6112.2,0,8,13679,27300,43220,77332,68321,25240,4421,100507,2798,49544,16184,4321,149635
-1,1,14,2,1,3,1,0,1,137,,5995,2001,58,7.5,362,1291,1,2,1,11630,11630,9,320.333,1113.33,4736.4,18,150,4,85,4,28,119,38,455,13,8,510,464,2283,1107
-1,3,12,4.33333,2,2,2,2,3,29936,,1169,2545,1151,3.25,751,3032,1,1,3,2365,641,16.5,250.667,767,4830.83,0,127159,5158,31,9,1355,159043,6628,106617,31561,285002,4570,1329,168752,1923
-1,1,14,11,1,15,1,0,2,21604,,19400,2294,11,7.5,1998,707,0,0,1,56364,6213,50,,1152,3296.33,0,1687,1966,3873,48,16102,638,12007,49393,1179,798,2339,2032,1589,10535
-1,0,15,,2,,2,,2,406,,,2485,,16,456,0,1,,0,,,18,271.333,745.833,7987,17824,22340,109779,1498,20058,9926,1878,227,2266,140,322,58,6769,417,818
-1,5,10,2.8,1,0,1,1,1,62,,28556,364,6,1.83333,418,934,1,5,4,75800,,11.75,217.25,555,2172,1851,5526,19822,3310,5844,105121,120,6,7,1087,168,61,5168,447,18
-1,15,0,2.13333,,1,,1,,,,6799,,23,0.0625,0,149,,1,15,14073,1457,,,,,2,1388,8697,8603,20020,112321,25878,9870,13051,10221,1410,20320,17215,1343,7309
-1,0,15,,0,,0,,1,230070,,,8962,,16,537,0,1,,0,,,18,234,782.25,20269.5,45038,66,857,280,28956,7,339556,4,12624,331515,590170,4,3,1321,4
-1,13,2,1.76923,0,3,0,3,1,223,,5380,2152,46027,0.214286,269,431,1,0,12,8432,4539,,118,,4185,625,222,18,228536,2756,3853,904,2541,23431,10057,672,1820,9068,61627,62182
-1,1,14,1,1,1,1,0,1,8083,,301,3978,433567,7.5,631,2279,2,4,1,301,,34,128.833,1081.5,13173.5,15,62044,73436,20,4,58,19,14,4376,962,240,30,41,89,40
-1,0,15,,3,,5,,2,3358,,,7714,,16,536,0,1,,0,,,21,,696.4,13824.7,7,1345,528,830,8,1590,9,7,29160,5690,18979,2473,1288,13038,114
-1,4,11,8.5,5,23,5,23,3,6291,,3481,11153,295,2.4,424,620,1,0,4,14422,3549,35,346,729,17318.1,4191,1013,89,7,10,142,7,1671,437,638,1688,9873,1,9002,7605
-1,14,1,1.64286,1,1,0,1,1,4,,5298,21,12,0.133333,220,554,0,1,14,7384,4567,21,,,,0,267,1051,213,373,1257,1017,9016,5672,1526,3914,1178,372,1582,1414
-1,1,14,1,0,1,1,0,1,73232,,54389,270,5,7.5,500,976,1,3,1,54389,54389,31.6667,258,640.25,,51643,17600,27,1412,17,4608,1404,1183,6,1342,41,112,4,11,69
-1,12,3,1.33333,0,1,0,1,1,298312,,13029,1094,83,0.307692,879,3012,0,1,10,17939,21195,67,381,,2833,0,11155,109274,33078,30318,7051,29072,20,22,22,968,1877,4422,13001,140506
-1,3,12,2.33333,3,4,2,2,2,96170,,3011,1282,22511,3.25,345,1079,2,1,3,7951,1925,18,314.5,671,3803.33,151624,36,5580,34589,70610,119789,42609,606,3865,7,1597,9784,271210,221611,3416
-1,13,2,1.46154,0,1,0,1,1,906,,27243,98,315,0.214286,616,881,1,2,13,29240,29909,,98,,,0,36050,55411,80471,34028,279859,9989,845,80779,125676,1158,20294,114019,967,47709
-1,11,4,3.27273,1,2,1,3,1,155301,,5042,481,5875,0.416667,957,769,0,0,11,15074,718,,160,1444,,6000,49244,6862,4524,64613,110845,23254,59390,1159,29847,52026,1272,307,14383,112104
-1,0,15,,1,,1,,1,31,,,1094,,16,690,0,4,,0,,,19.7143,175,1028,6756,42203,320238,12,69,3,143,87,14,126,59,160,65,45,38,28
-1,14,1,2.71429,3,3,0,4,1,3,,30581,97,989,0.133333,286,707,6,3,14,60680,44046,,97,,,0,7440,4167,613013,17157,30858,162276,6314,77356,104752,152561,8812,14303,4300,31503
-1,7,8,4.14286,1,3,1,1,2,2521,,15520,669,7,1.125,957,808,1,1,7,31348,55728,18,360,986.75,,11280,1358,3970,1417,3184,1849,5,16,469,6,508,10143,1841,31,89
-1,0,15,,6,,19,,2,4248,,,2277,,16,770,0,1,,0,,,46,227.25,927.143,8904.67,33436,8,7246,13,8513,4,867,4426,6158,8959,1258,6,1009,60,1465
-1,8,7,2.375,2,7,1,5,1,3585,,22911,8732,79,0.888889,956,1316,1,2,8,43462,18965,,187,664,15021.2,0,10069,71399,13396,45638,16,6146,1069,21,196,98,337,2373,18925,1103
-1,12,3,1.91667,1,3,0,3,1,23,,38576,3256,45756,0.307692,448,427,1,0,12,72749,36785,,,901.5,7965,0,11828,2544,412,8619,6873,147,8727,90,20,2701,2720,321,54,2465
-1,15,0,2.33333,,0,,1,,,,9853,,1229,0.0625,0,793,,3,14,23127,7262,,,,,0,12434,1789,5853,2482,7663,1064,1371,208,1196,1788,4111,2613,7673,5552
-1,5,10,1.6,16,3,33,3,3,194209,,8240,1735,147,1.83333,2469,1209,4,1,4,15637,8612,,156,686.333,2522.5,232060,195831,47,40616,56053,99372,1051,105362,4,3,52031,32677,299,5452,131171
-1,3,12,3,2,2,2,1,2,447,,4598,3911,1051,3.25,444,649,1,0,3,13875,18774,,331.667,926.667,7193,0,1,34,88,340,10,5,3755,12,89,156,119,59,165,1060
-1,10,5,4.2,1,3,1,2,3,5134,,17928,2277,78,0.545455,839,860,1,2,10,55300,33762,,,864.333,4396,8,17860,7263,1322,907,33059,18,4368,5879,7747,7854,33,3402,1584,15870
-1,14,1,3.57143,0,1,0,1,1,367809,,31136,11,4,0.133333,370,593,0,1,14,80444,61334,11,,,,112153,52403,11800,15328,28,4435,558,904,3685,836,1284,1254,2457,2185,956
-1,15,0,1.66667,,1,,1,,,,12224,,57,0.0625,0,1853,,1,15,23327,19115,,,,,53112,11638,34738,1193,260,1374,1202,333,4051,309,1167,185,1447,214,1295
-1,2,13,1,1,2,1,0,2,11437,,29233,877,276,4.66667,779,895,1,1,2,29233,29233,25.75,112,774.5,3931,106479,20,8,41822,125,7435,5296,366,1135,15,59,2800,192,1544,187
-1,15,0,1.4,,1,,1,,,,26439,,27,0.0625,0,748,,2,12,43208,40711,,,,,1,203543,1705,5430,5516,165,5560,7311,13237,1081,14597,9830,17252,58026,3175
-1,15,0,1.13333,,0,,1,,,,7169,,2116,0.0625,0,7258,,1,12,12425,22940,,,,,38732,8265,6114,7080,3304,3028,6665,1312,648,3955,5306,132,285,464,3841
-1,8,7,1.875,1,1,1,1,2,26262,,37667,768,52,0.888889,274,1063,1,1,8,61872,61816,5,,699,3265,0,77577,218,138203,149601,11668,133571,29,47479,2,15,49,47,1838,20
-1,4,11,2.25,2,4,3,2,1,27673,,32138,10530,27,2.4,605,1369,1,0,4,43025,24605,18,206,1084.33,25450.2,14,44516,17361,11349,2924,40355,14594,33224,1202,62,78,393,842,34747,11702
-1,0,15,,0,,1,,1,100,,,281,,16,254,0,1,,0,,,24.1429,264,748,,4,20186,3,11,15,1406,16,1344,24,3,40,5314,7,119,37
-1,15,0,3.4,,0,,1,,,,12296,,10,0.0625,0,388,,1,15,23761,15959,,,,,9,2316,77,219,8249,4910,11229,51353,856,5888,1570,17086,308,9674,378
-1,8,7,0.875,2,1,3,1,1,212520,,4233,411,5519,0.888889,599,1100,0,1,4,4379,4379,8.5,156.5,,2234,19,15,7535,8169,12,2965,21476,21618,37578,3061,10213,34425,21300,474,10
-1,5,10,3,2,1,2,1,2,309,,43155,1090,3354,1.83333,311,625,1,2,5,78532,22215,,165.333,818,7186,0,4988,57683,51654,201706,12979,53321,5629,461946,2,12945,7164,12897,28601,9302
-1,0,15,,4,,6,,2,174809,,,4485,,16,780,0,1,,0,,,8,143,713.75,8016.38,524190,4399,646,1644,4,236021,859,228916,133667,21790,33333,7,6,195714,169
-1,0,15,,1,,1,,1,49891,,,1117,,16,681,0,1,,0,,,36.5,124,749,3509,0,30220,56,36,51,4106,24,11,26,12,6,1656,5,8,459
-1,0,15,,0,,0,,1,128840,,,1884,,16,718,0,1,,0,,,17.75,211.5,770,8459.33,152884,14414,115,78,2565,14,14,26,21,17,7,14,33,56,893
-1,1,14,1,2,3,1,0,2,41,,1270,1448,5945,7.5,293,499,2,2,1,1270,1270,29.6,310.333,804.5,4395.5,109407,28,2766,87,8626,110,4199,1418,35,79,109,1148,286,4051,34
-1,15,0,2.06667,,1,,2,,,,7897,,2628,0.0625,0,840,,1,15,20814,9214,,,,,13,311,32873,3252,20157,155601,7915,61432,153719,9479,17345,2003,84250,58,1269
-1,0,15,,5,,7,,2,19129,,,2679,,16,927,0,2,,0,,,32.5,238,783.667,7315.8,0,121,28,1024,2438,32,235,1234,72,36,101,12,63,80,167
-1,12,3,1.58333,0,0,0,1,1,3608,,2684,25,1055,0.307692,235,777,0,1,10,4821,15696,25,,,,10331,4180,3281,31152,83982,64484,11787,1353,8386,11630,1100,271,1338,72872,25291
-1,13,2,1.38462,0,1,0,1,1,714758,,44167,10463,2289,0.214286,432,1037,0,2,12,46738,55366,,94,,20832,44877,28591,19983,6327,31872,94316,44767,11577,1720,2770,8790,4495,12243,17762,13935
-1,0,15,,2,,2,,2,1995,,,9549,,16,639,0,1,,0,,,19.6,120,1370.67,55069.5,578,359,51,40,21,281,33,572,296,747,1248,43,1369,2175,14
-1,1,14,2,2,1,2,0,2,111657,,218,1400,160,7.5,392,1489,2,0,1,342,342,12,247,814,3892.5,16,238766,170,1224,7,46,4,290,988,8941,1235,1744,17086,1417,24
-1,0,15,,1,,1,,1,9,,,554,,16,446,0,1,,0,,,34,313.75,1148.17,,14,7,75,23,1693,6,9,6913,4524,7,6,130,145,2921,3
-1,0,15,,1,,1,,1,34,,,1568,,16,672,0,2,,0,,,37.25,166,903.5,20751,10,358,28,630,11,11,37,12,20,25,65,131,121,51,279
-1,15,0,0.8,,1,,2,,,,3267,,20156,0.0625,0,645,,1,10,3740,624,,,,,4,5633,25779,4137,1427,4348,16249,4177,4042,3062,28819,1249,413,17098,11241
-1,3,12,2,1,0,2,0,1,81737,,8560,569,18,3.25,546,1324,3,2,3,10474,589,31.6667,293,1154,2665,0,382764,4,144462,13934,145,7682,229900,124115,1615,3,921,8,7744,8
-1,0,15,,2,,1,,2,955188,,,3403,,16,322,0,0,,0,,,40,72,890.333,6387.14,4,33075,7,17,190,4170,9,31685,371,712,634,783,12,4,7
-1,6,9,2,0,1,1,1,1,148520,,9886,414,749,1.42857,445,1918,0,3,6,22061,2689,7.33333,107,796,,43,5482,1596,2535,1731,3035,17,1047,4,1747,1357,1118,188,139,12
-1,11,4,1.54545,1,1,1,0,2,1303,,5803,374,8553,0.416667,704,1494,1,1,10,6654,6447,,141,1074,,7,6162,31327,11647,76098,55063,26,443,2138,9,518,87051,722,3897,50608
-1,8,7,1.125,1,1,0,1,1,191192,,22097,712,1778,0.888889,677,1587,0,1,8,23114,26395,1,166,1144.5,2199,25,5963,12706,164006,59592,9403,21492,7870,7096,84899,63060,1616,5865,25528,98527
-1,0,15,,3,,3,,1,39491,,,642,,16,673,0,1,,0,,,28.5714,,782.5,2370,6,18929,969,23,7,9965,5663,3506,2542,21560,5417,14,10,1444,54888
-1,0,15,,1,,3,,1,90733,,,2739,,16,400,0,0,,0,,,12,180.5,974.2,17724.5,18356,19711,157534,225804,3380,2271,358,1497,21457,24773,7185,825,53234,34618,4546
-1,10,5,1.4,1,4,1,3,1,105829,,12123,4438,38043,0.545455,1391,1575,0,1,10,16381,12279,,304,768.5,10173.5,238960,103530,1526,10174,13383,2950,1022,10094,10995,1495,1922,6640,55466,2224,28854
-1,12,3,1.41667,0,1,0,2,1,254537,,7652,36,29925,0.307692,437,1677,0,1,10,12209,11594,5.5,96,,,0,62257,133480,321598,2886,55832,50703,14072,49279,28454,2836,8069,11188,47774,0
-1,2,13,2,1,0,1,0,1,53116,,15448,1240,12,4.66667,819,1258,1,0,2,43737,43737,33,219,1145.25,2749.75,8664,10105,3782,2855,1350,295,238,2964,9776,4057,2949,21,5470,4689,103
-1,3,12,21,2,38,2,41,1,285,,9827,6397,5,3.25,484,618,0,4,3,59203,13787,,334,1039,8260.67,2,6427,19,9999,18,415,106,262,4186,1050,1264,2,4486,1173,4925
-1,14,1,2.07143,4,1,0,1,2,211,,12446,253,37897,0.133333,1026,881,0,1,13,22084,13283,,253,,,0,2086,804,667,4188,29,42,32,966,211,1347,1950,21,828,5745
-1,3,12,0.666667,2,1,3,0,2,516010,,36257,2013,58116,3.25,497,984,2,3,2,36257,70800,34,227.667,809.333,6321.67,0,146981,5,14774,9732,107906,11845,77777,86226,53,71,99243,7,7,276
-1,2,13,2,2,2,1,2,1,24,,19746,2984,1210,4.66667,583,1897,1,0,2,30929,30929,23.4,246.5,844.75,17404.5,8512,21,27,1160,97,230,1247,191,8448,28,11352,139,201,75,8222
-1,0,15,,2,,3,,2,4622,,,4658,,16,310,0,0,,0,,,56,226.333,1323.8,10419,57,28,2656,6,159,109,183,164,25,23,10,21,665,747,601
-1,15,0,1.06667,,1,,1,,,,3971,,88547,0.0625,0,924,,1,13,4173,7868,,,,,15,173763,1692,17481,8616,1556,2818,5737,86133,5758,9979,23024,8663,21849,7101
-1,1,14,2,1,1,2,0,2,15364,,8421,7240,467,7.5,553,643,1,2,1,9147,9147,32.3333,191,934,16346.7,671,5394,27,1197,299,1423,1199,34,92,23,59,44,1501,1,1
-1,2,13,1.5,1,1,1,0,1,55517,,396,506,58,4.66667,431,832,1,1,1,979,152,19.4,194.4,727.5,4052,65060,8720,15,43,59,12,5,20,650,23,600,9828,6104,10156,84
-1,1,14,1,1,2,1,0,1,285,,315,1731,540763,7.5,515,659,1,1,1,315,315,4.5,334.143,1123,9256.5,107,58,28,8,23,50,592,795,33,18,395,4302,7,243366,7356
-1,1,14,3,1,-1,1,0,2,8843,,1959,409,10,7.5,1453,385,2,4,1,4265,,27,188.375,669,3439,43,21514,1759,952,535,802,11,854,229,351,100,194,25,2487,2604
-1,2,13,2.5,6,3,18,3,7,52085,,5310,13519,115,4.66667,479,368,1,0,2,7932,7932,,,1085.75,19044.2,5,301,108,66,2,9,1072,15,339,2455,7,75,11,1317,8
-1,1,14,1,1,1,1,0,1,132405,,371,490,76,7.5,562,1123,1,0,1,371,371,31.75,276.5,937.833,,0,126408,302,3861,26,376,62,91,65,1082,8572,76,9,1665,15
-1,4,11,5,3,4,5,6,2,298,,24942,5518,7,2.4,584,1120,2,2,4,52572,37304,48,391,883.25,18878,0,23,7300,22,1035,2868,289,505,1076,3999,307,4000,5735,31609,10257
-1,15,0,1.26667,,0,,1,,,,17314,,22,0.0625,0,1127,,2,12,25647,15242,,,,,4,12846,36,113,1407,2553,386,781,297,69,1801,710,2004,1097,1742
-1,15,0,1.53333,,0,,1,,,,31930,,106,0.0625,0,1063,,2,12,61999,42056,,,,,108663,186,1551,1510,4464,12678,1366,8472,3139,5388,428,2843,15805,1550,3994
-1,2,13,3.5,1,3,1,2,3,27,,43974,1556,17,4.66667,482,865,1,1,2,124457,122648,36,,1029.8,3447,4,36,31,39,54,2193,242,1128,4,1766,1172,413,1578,66,1306
-1,15,0,1.86667,,1,,2,,,,3991,,25406,0.0625,0,688,,1,14,8761,2145,,,,,0,2870,88,1173,205,1003,1352,104057,44573,16051,2900,7252,15721,20022,40310
-1,0,15,,1,,1,,2,1225,,,1230,,16,480,0,1,,0,,,36.4,193.5,1145.5,4655.33,3,48,80,6203,3260,616,3454,14597,13504,300,14,11,33014,31204,185836
-1,13,2,1.84615,1,0,1,1,2,115,,18156,497,34,0.214286,307,359,1,1,13,33871,37636,53,,940,,6,222,4305,31756,84986,1175,34850,11463,21685,152268,4484,5809,35996,74,53410
-1,0,15,,2,,2,,1,89635,,,2759,,16,346,0,1,,0,,,1,146.2,888.2,9054.75,12871,529,13,40,12,4,25,541,19,24,12,29,11,37,1685
-1,15,0,0.866667,,0,,1,,,,30332,,251,0.0625,0,733,,1,10,34058,20312,,,,,2538,3282,3962,2888,7300,1547,12720,8607,1823,1091,8915,17061,1344,260,13048
-1,15,0,2.8,,1,,1,,,,18969,,16,0.0625,0,736,,2,14,36341,24960,,,,,4,7001,24,192,5273,1647,290,17180,57887,6966,3185,7922,2055,2369,16366
-1,15,0,1.86667,,3,,8,,,,31131,,105039,0.0625,0,1024,,1,15,57468,43083,,,,,4,337,138,468629,527,15267,1100,1806,10659,14575,8699,2587,92355,73764,22171
-1,10,5,1.6,0,0,0,1,1,429567,,1598,716,47,0.545455,351,713,0,3,9,2542,1236,14,161.5,,3231,41,3465,3862,2074,7938,3562,1324,1,1502,15694,1335,1913,707,139,1986
-1,11,4,1.27273,0,1,0,2,1,110927,,8944,18,5802,0.416667,682,987,2,1,10,10899,8446,18.25,,,,0,126050,4251,7,1738,1498,14801,7125,2296,13322,53703,18831,8039,1302,1245
-1,11,4,2.63636,2,3,2,4,2,431,,3542,371,33472,0.416667,928,949,1,1,11,11635,7802,,371,,,0,29,60568,1140,167,269456,85401,678,66700,81951,34730,849,11858,77529,14482
-1,0,15,,1,,2,,1,76266,,,1069,,16,401,0,1,,0,,,20,133.5,1081.5,3538,5,11,1076,449,13,63,21,419,56,69,27,29,245,1403,45
-1,1,14,1,4,0,6,0,2,84652,,6184,7137,12,7.5,564,885,2,0,1,6184,6184,40.5,208.5,742,12971.3,34,4345,3117,63415,3967,171,3015,26,1098,10,304,28855,53822,640,165847
-1,5,10,2.8,2,4,1,3,2,69588,,18082,2868,96,1.83333,574,1065,0,0,5,35815,4983,,362,505,5302.5,8499,27487,6,81972,144650,18167,2,2,4,132040,522659,196339,44489,8,12
-1,0,15,,1,,1,,1,915,,,1150,,16,309,0,1,,0,,,18.8333,156.333,1339.5,3498.25,3,23,1637,1248,50,3541,8437,32,1012,371,726,61,682,11,13
-1,15,0,2.26667,,1,,1,,,,25813,,26,0.0625,0,1280,,1,15,42886,23641,,,,,0,11242,41397,5993,37127,29363,12888,17253,4519,11334,33229,11517,18180,68284,11163
-1,0,15,,1,,1,,1,47717,,,2429,,16,507,0,2,,0,,,42,230,942,7859,36207,54,180,2763,234,1351,128,4063,107,3,5676,120,62,32,1192
-1,6,9,2.33333,1,1,1,1,1,98757,,9411,3206,66,1.42857,423,1050,1,1,6,28948,28277,37.6667,,975,5552.4,0,26063,64696,6537,2213,145,7,6,8,10535,22597,127773,46798,51533,13327
-1,15,0,1.93333,,2,,3,,,,34566,,16,0.0625,0,755,,0,15,62862,38488,,,,,1514,2434,1606,517,865,4131,1939,1301,2760,2691,2787,3680,3773,402,1054
-1,7,8,3.28571,2,2,1,3,2,68,,25643,1154,58,1.125,349,1781,1,3,7,73071,63254,,291,718,2670,0,8764,34243,66,18623,81,18587,54732,88,340,34233,1522,11541,12955,271
-1,0,15,,3,,3,,2,169,,,2536,,16,669,0,2,,0,,,,122,753,5736.5,0,1094214,161,124,48,10,14,32,660,6,114,4,17,202,16
-1,5,10,1.8,2,1,3,1,2,380064,,12505,1143,960,1.83333,509,979,0,1,5,21394,11381,13.5,302.667,1042.5,3635,18744,120811,1463,636941,61,829,10130,10319,107,10,6939,2755,5840,142664,7095
-1,10,5,2.7,2,3,1,1,1,28356,,35296,2275,17,0.545455,360,614,1,0,10,68066,44853,,,461,4995.5,21928,11178,8,6035,43183,28589,322,60079,40605,4,1071,20258,25851,494117,1685
