#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14
-1,0,14,,2,,5,,1,2288,,,2035,,15,278,0,0,,0,,,27,281.5,648.4,4926.2,61,57,27,144,54,142,5,17,128,3,587,18,135,3
-1,3,11,2.33333,1,1,1,1,1,5531,,10746,3981,700,3,386,1266,0,0,3,30260,366,,306,512,8350.2,0,14364,2960,1282,3,2392,10,7,15,1,8,101277,3,269018
-1,1,13,1,1,5,1,0,2,146,,185539,3584,9,7,832,800,1,0,1,185539,185539,27,214.4,894,10920.5,1617,2687,9936,1427,121,539,2412,1164,711,4,1560,1436,658,746
-1,12,2,1.91667,1,2,0,1,1,82,,10330,592,88,0.230769,980,2744,4,1,12,14533,9121,,168,1016,,17,106045,7241,147,2856,282731,106113,49041,21689,2570,1442,109620,17745,20081
-1,5,9,1.2,1,1,1,1,1,262832,,4714,1034,60444,1.66667,772,1286,1,1,5,4950,4477,47,252,1602,6346,17261,12637,14,24,28973,1483,24360,1187,50899,175271,5938,41795,51906,20141
-1,14,0,1.78571,,1,,1,,,,26097,,8541,0.0666667,0,1145,,1,14,37153,46743,,,,,15,33082,26225,5460,4600,14160,18803,13119,8486,15916,5654,18762,117753,115695
-1,1,13,2,1,1,1,0,2,16482,,7585,2331,261,7,725,2187,1,0,1,14492,14492,43,106,917.5,3935.17,0,17,12,24,8,11,6,26,34,12,8,21,23,34
-1,2,12,1,2,0,1,0,2,2433,,6090,408,23,4.33333,705,605,1,1,2,6090,7945,19.6,287,509,2626,22,56651,2817,15089,6399,991,1653,6835,10198,10021,2133,3613,3577,20157
-1,1,13,4,1,3,1,0,1,48724,,48471,4989,2,7,581,753,2,4,1,186171,1528,19,,863,8177.86,1250,1668,26,912,163,3507,911,146,111,1122,36,6,8,107
-1,13,1,2.23077,1,1,0,2,1,1749,,68632,500,403,0.142857,375,2186,0,1,13,102343,76011,,,500,,3,2792,135126,314,4012,292,1022,4255,458,997,170,1251,1749,141
-1,1,13,1,0,2,1,0,1,208505,,25834,757,105,7,497,813,1,0,1,25834,25834,16,255.667,888,1876.67,440340,101919,75362,49359,393764,5077,6,25,0,6,9,5,2068,9
-1,8,6,2.5,2,10,1,21,1,191,,4748,7678,184787,0.777778,481,1812,0,2,8,13186,24034,5,,1215,21208.5,31,236,18697,32,73170,31872,5407,90771,14622,12,118151,38747,39021,15681
-1,5,9,1.8,1,1,2,1,2,101039,,8495,3056,4707,1.66667,543,435,1,0,5,11309,11209,22.5,127,1358.33,7751,93632,63244,43549,1109,8542,104345,16,28270,121512,19750,23,10243,20072,17516
-1,0,14,,1,,1,,2,3239,,,2778,,15,433,0,1,,0,,,28.5,183.333,719.75,7082.4,162376,5,11676,193,11,10961,14,4447,262,4027,10,6,5717,1678
-1,0,14,,0,,0,,1,425273,,,889,,15,483,0,0,,0,,,30.2857,292.75,829,5120,0,128472,20,12,11056,11,101,1620,1158,12,26,161,4461,1080
-1,7,7,3.14286,0,1,1,1,1,1402,,12779,1537,40,1,538,1796,0,3,6,41694,21445,,310,,8902,1,2728,1646,1299,1134,228,4288,4169,83,55,482725,1476,65,487950
-1,9,5,1.77778,1,1,0,1,1,15,,19650,876,4492,0.6,950,1485,3,2,9,35599,37244,,221.5,1021,1895,169,8473,2980,77740,83469,66273,3235,41442,303,919,69,6057,2702,7106
-1,14,0,2.07143,,1,,1,,,,51235,,7,0.0666667,0,558,,1,14,80201,67859,,,,,0,1303,72,331,1056,77,5694,1806,1344,177,2441,15811,280,1186
-1,4,10,1.75,2,1,5,1,1,94,,2601,1103,169,2.2,690,938,1,1,4,3727,3398,7.66667,275,992.5,2822.67,50375,28482,13,69,755,696,57,1539,3920,118702,488,7364,63,636
-1,2,12,1,1,1,1,1,1,62046,,1430,4848,10088,4.33333,1414,3448,1,0,2,1430,1430,20.6667,269,1259.33,13449,0,141323,35953,45,29,20092,28989,54478,111281,2519,7823,3863,3042,4
-1,2,12,9,4,17,3,14,2,111674,,4084,6568,5,4.33333,926,426,1,0,2,14722,3393,35.6,297.5,831,19302.2,5,1439,194777,1111749,6988,5,1655,80987,270170,60452,31658,50494,4581,44109
-1,11,3,3.45455,0,4,0,4,1,13,,37333,1360,5,0.333333,283,313,0,1,11,117568,60310,57,,722,3302,657,198,100,13,162,20,176,33,108,778,184,2718,4648,65
-1,4,10,3,1,3,1,3,1,76,,29706,1444,28,2.2,676,1262,1,2,4,64177,52730,8,385,856,2295.8,0,11924,14245,1581,2588,7560,20208,12579,169275,27,761,2004,10219,41094
-1,7,7,3.14286,17,1,36,2,3,278,,38603,613,155521,1,421,1107,2,1,7,72783,2009,28,153,834,2135,983,2616,45,15855,89322,5920,4,5821,7047,13147,82037,3120,269059,187004
-1,14,0,1.14286,,0,,1,,,,2684,,155,0.0666667,0,679,,1,12,3201,3568,,,,,0,9731,14489,114033,11366,67528,39300,21368,10039,4202,8769,17073,27,368
-1,4,10,1.5,1,2,3,0,1,103309,,113726,1391,30,2.2,668,1009,1,0,3,117626,112642,39.3333,344.333,1311,5070,24603,4217,3959,346,3611,628,1604,9654,294,2587,1628,147,11616,6775
-1,10,4,1.2,1,1,0,1,1,34439,,35466,73,1346,0.454545,1304,616,0,1,10,50837,30361,,73.25,,,0,5894,5378,1590,11464,8613,51805,16082,11390,48981,9914,21785,60329,21636
-1,0,14,,3,,4,,3,3022,,,1255,,15,744,0,1,,0,,,,193.75,960,2759.5,17354,35,1601,50,1103,730,840,4328,197,304,688,370,2499,62
-1,5,9,3.2,4,3,8,3,2,1902,,27763,2835,37,1.66667,533,515,1,1,5,62474,16563,,,1246.67,3787.2,0,145,4,2561,4,22,27462,466381,4776,171257,134883,8,19021,13
-1,14,0,1.64286,,1,,1,,,,13290,,23943,0.0666667,0,627,,0,14,18335,14220,,,,,6,261854,3078,147,27640,14001,4125,168,9810,3408,31559,3727,165806,30229
-1,3,11,1.66667,0,1,1,1,1,588381,,6245,8537,493,3,555,412,0,1,3,10328,10328,36.6,170,608,23237.8,70342,131260,479,3705,480,164,998,9989,2712,5792,17752,16523,149964,1452
-1,13,1,1.69231,2,1,0,1,1,533,,64054,178,67,0.142857,267,875,1,1,11,67479,77284,,178,,,0,110,18412,8761,1119,533,11208,13000,7122,1317,70915,2604,3152,60401
-1,9,5,1.66667,1,0,1,0,1,11635,,2380,9214,5339,0.6,913,781,0,0,9,3055,2947,,308,,44839,108,12992,10144,13040,6724,131,14756,16816,1859,4288,1307,4558,24547,2977
-1,13,1,1.30769,0,0,0,1,1,6999,,7561,37,16480,0.142857,111,970,0,0,12,8557,6208,37,,,,0,64925,148003,14481,28943,6032,24377,21715,6999,7075,65040,86315,2688,23164
-1,7,7,1.71429,0,1,1,1,1,783,,4291,521,904,1,272,784,2,1,6,7136,1550,13,242,787,,4368,4345,2789,1503,1395,9115,5366,2922,7313,1382,101,14263,157,3913
-1,0,14,,1,,1,,1,15,,,1685,,15,411,0,2,,0,,,19.3333,86,775.8,4871,17,58,47,5,34,15,19,33,5,91,8,77,19,18
-1,1,13,1,1,0,1,0,2,191,,12548,1026,12,7,353,714,1,0,1,12548,12548,29.6,129.333,1404,4294.5,9,35,28,48,9,1701,28,886,1547,97,38,60,47,70
-1,12,2,2.58333,1,1,1,3,4,27559,,15434,350,60,0.230769,145,580,0,1,12,34010,15471,,350,,,65,27307,49,1620,1361,61984,28286,10174,7144,20114,49039,5704,324,19855
-1,8,6,1.75,0,1,0,1,1,1143,,26592,252,87,0.777778,608,582,1,2,8,37080,31855,1.66667,268,620,,58,122,4,14,9,988,146,220,4465,105,24,4064,1102,162
-1,1,13,1,1,0,1,0,2,3207,,13261,4046,825,7,517,1534,1,0,1,13261,13261,36,234.5,1069.4,11676.8,83342,2585,9,82,252,34,1518,19,1396,2936,5855,10019,18735,6739
-1,11,3,2.63636,0,1,0,2,1,14801,,46777,446,125,0.333333,197,457,0,0,10,53018,52428,,,,,0,4429,1354,31420,53,78,1763,9996,1362,13010,334,22984,29710,544
-1,12,2,1.66667,0,0,0,1,1,6990,,9485,716,2189,0.230769,799,1000,0,1,12,11588,7868,,304,1128,,4320,4262,4751,988,14670,1348,1464,1304,7240,4805,9636,4294,21,1385
-1,9,5,1.33333,0,0,0,0,1,345440,,1820,239,18595,0.6,667,595,1,1,9,3069,1297,13,295.5,,,12794,38401,27335,2987,163,1309,1557,34806,21082,11554,346,27140,28685,1489
-1,10,4,1.5,0,3,1,5,1,68701,,21791,431,425,0.454545,387,972,2,1,10,32767,16023,1,203.5,1314,,0,137099,599,36561,20,252,1103,2866,9358,2427,87570,170051,51914,9268
-1,6,8,1.16667,8,1,12,1,2,60422,,2081,1432,775,1.28571,363,608,1,1,6,2399,2860,6,435,891.75,3724,10,53749,408294,62,3191,335,732,15811,22272,10,9,32383,122,57689
-1,10,4,3,1,3,1,4,1,308,,30400,932,188,0.454545,296,926,1,1,10,62871,21612,,315,1137.67,,2,128023,8847,155574,924,4808,212,1262,3014,2295,584,1172,50,202
-1,11,3,2.09091,1,1,1,1,1,3650,,33907,774,1199,0.333333,726,648,0,1,11,47695,25134,,316,,1691,0,914,18749,21660,18754,222326,310808,21887,23801,95763,14313,6624,4316,4320
-1,1,13,3,5,3,4,0,4,3356,,3509,7737,23,7,586,653,1,0,1,7907,1771,,86,617.5,9926.6,26,2,471,719,2005,10,180,160,2036,343,7,13,146,863
-1,4,10,1.5,1,2,2,1,1,128756,,16949,3048,2664,2.2,521,2593,0,0,4,29077,29077,11,169.333,467,6612.25,206858,6431,19,4,287340,35,5665,21509,160972,170361,52385,996,271474,629
-1,13,1,2.15385,1,1,0,1,1,654,,32521,133,8499,0.142857,212,583,1,1,12,48202,57635,,133,,,0,9233,49667,90693,1218,60723,340,307,32970,654,46307,2974,89339,19892
-1,7,7,2.28571,1,2,1,3,1,28,,26194,667,20,1,277,630,1,0,7,52678,10106,,359,744.25,,0,21,30263,12,141167,107931,140,1429,7,21534,34502,872,6,1479
-1,14,0,2,,0,,1,,,,11956,,43907,0.0666667,0,492,,0,14,21014,2068,,,,,6106,21294,17169,13035,240,2551,5737,2861,1444,438,4169,1140,7377,219
-1,8,6,1.875,1,1,1,1,1,16710,,6591,3626,25368,0.777778,406,1154,1,1,8,13425,1449,1,,1035.5,17615,31641,38539,138,20027,278,1138,11,6,177,1316,26,159,88,4399
-1,11,3,1.54545,0,1,0,1,1,1011,,7981,44,380,0.333333,267,875,0,1,8,14071,3539,44,,,,64,706,4184,20474,626680,1119,4557,14246,11643,1208,23374,25642,7072,2731
-1,0,14,,1,,2,,1,27,,,647,,15,313,0,2,,0,,,47.5,320.429,1095.75,2342,22,69,14,76,18,178,12,15,62,65,108,43,773,31
-1,0,14,,1,,1,,1,23604,,,5166,,15,1108,0,3,,0,,,36.5,260.5,774,65793,20,27,10,18,16,22,61,209,306,8016,10083,1775,1031,31
-1,7,7,1.14286,2,0,2,0,1,260875,,2367,4167,125861,1,810,3635,1,1,7,2447,2634,,190.25,879,13763.5,564699,9638,7932,2426,29970,1895,7430,48500,234650,26110,11534,10077,1426,93677
-1,9,5,1,1,2,1,2,2,376299,,18762,2744,147933,0.6,477,620,0,2,9,18762,39837,,438,1355,3975.67,24577,27907,111912,94450,149725,433671,20325,20164,58146,3,9538,30581,55863,83513
-1,13,1,1.30769,0,1,0,2,1,403,,21610,117,12168,0.142857,44,704,0,1,10,21852,35362,,117,,,12,14084,47525,20431,31653,25560,1507,80520,29142,10140,12500,401,1,1259
-1,1,13,1,2,0,2,0,2,380882,,21085,1658,5,7,373,1111,1,0,1,21085,21085,20,102.25,834.5,16089,281875,65225,364036,42392,32628,10024,17100,148366,40,25880,97892,17473,8,2943
-1,12,2,2,0,0,0,0,1,3419,,8803,31,25278,0.230769,351,503,0,2,12,11625,10570,31,,,,0,1356,51,4023,1669,31,14179,4332,33381,27341,1294,4159,158284,11517
-1,9,5,2.11111,0,1,0,2,1,1380,,4288,607,53276,0.6,392,1191,0,1,9,8579,9247,,,607,,0,300,10,116,5754,19667,110,2,29,1432,2696,70,106,5935
-1,1,13,1,2,0,2,0,1,114,,6747,2438,11,7,315,952,1,0,1,6747,6747,,403,1023,4007.5,25409,1970,2991,2749,1247,29,2025,2402,158,7,88,128,1053,119
-1,11,3,2.09091,1,2,1,2,1,10,,43385,323,43,0.333333,165,632,1,1,11,61476,32070,48,75,847,,0,7327,1267,166,1073,7823,4175,23132,3629,3682,1207,12851,15,1765
-1,13,1,1.15385,0,1,0,1,1,519828,,5319,58850,70699,0.142857,364,925,0,1,9,6895,4911,,,,58850,68555,10450,15628,31275,24517,4163,29036,2973,4752,21722,3490,16046,10126,22790
-1,13,1,1.84615,0,0,0,1,1,17156,,48424,43,2487,0.142857,212,4821,0,2,13,80161,111110,43,,,,0,1363,1289,22,25,4611,33,25753,51863,125092,1724,17156,64820,842703
-1,0,14,,1,,2,,1,25793,,,743,,15,619,0,1,,0,,,23.5,104.5,765.714,3297,3996,30170,232,7,175,696,79,112,9016,891,3449,3837,1889,89
-1,6,8,5,1,3,1,2,1,38857,,65747,2931,42,1.28571,580,1495,1,2,6,284678,165391,,95,787,4712.5,39,5472,1197,526,3648,4556,4366,15,55,25666,32908,204839,4402,5329
-1,6,8,2.16667,1,1,1,2,1,17874,,9202,634,5834,1.28571,352,389,2,0,6,19975,6352,25.5,324.5,893,1954,5,11,2,1217,483735,39518,130444,551276,3888,7107,11174,2277,151251,105420
-1,14,0,1.14286,,0,,0,,,,9721,,6825,0.0666667,0,514,,1,13,10400,10854,,,,,7181,5708,1714,1211,25,1331,1701,1238,1715,1260,1317,28,1562,1489
-1,3,11,1.66667,1,1,1,1,2,8,,7950,881,7797,3,563,1414,1,1,3,17757,17757,21.6667,211,1318.33,4828,6,9712,11444,86,112,123,4059,324,8,2441,121,1458,5917,8
-1,10,4,3,1,2,2,1,1,2512,,20204,4316,30,0.454545,465,458,2,1,10,51926,45197,,,1038,10873,1025,4669,77,332,710,1959,8069,274,11284,1467,1342,327,8653,1133
-1,1,13,1,2,0,2,0,1,99383,,10704,4228,922419,7,512,2666,1,2,1,10704,,33,325,845.5,11846.5,0,891,7238,12,27,38,560,39206,60,11477,15601,12815,12,4860
-1,0,14,,8,,15,,3,198,,,2620,,15,981,0,2,,0,,,,237.75,690.8,6455,0,142692,35907,19475,19601,3143,926,10810,761,2650,22,1113,1229,2484
-1,8,6,1.625,0,1,1,1,1,10086,,29266,4138,17,0.777778,356,1092,1,2,7,56379,58279,,188,,8088.33,37235,3043,2577,11765,1392,24520,22911,1662,6,1492,8651,64,103,9
-1,10,4,1.7,13,1,22,2,3,150853,,20688,3281,77,0.454545,347,687,1,1,10,33134,32038,33,,,4363.67,0,27570,253070,5331,49002,11897,2509,20524,25957,143499,255098,30178,12,4263
-1,2,12,1.5,1,1,1,1,1,391,,3647,578,689,4.33333,527,1086,1,3,1,8156,8156,10.25,139,1073.75,2180,175378,20774,25095,10539,390,10543,2854,47748,69927,602,36031,4257,1516,44912
-1,3,11,6.33333,2,4,2,5,2,53,,33551,3613,8,3,270,1488,1,0,3,100344,13125,6,130,998.333,9087.5,1,52,685,179,13,947,946,2319,32,5182,439,75,53,10677
-1,1,13,2,3,1,3,0,1,78684,,1954,1169,55,7,729,453,2,0,1,3549,,18,167.8,778.8,5222.5,5,133044,9984,29,102590,23,9,1190,8840,689,1361,3139,4737,797
-1,14,0,1.85714,,2,,2,,,,13278,,14146,0.0666667,0,663,,2,14,24988,16471,,,,,2,184,24616,6075,705,3004,33005,78,7840,776,26019,4563,2564,79597
-1,11,3,1.36364,0,1,0,1,1,562,,15448,191,265,0.333333,1536,1094,0,1,10,34124,15581,,191.333,,,263369,192916,41,50348,10336,27552,1388,1192,1755,204,3913,2844,1475,7349
-1,0,14,,1,,1,,2,1974,,,252,,15,627,0,1,,0,,,26.6,177.667,776.333,,15620,788,129948,76771,7159,1129,1681,887,297,25,227,927,174,427
-1,12,2,1.58333,1,2,0,2,1,5,,12067,109,637,0.230769,333,598,1,1,12,19775,7132,48,170,,,30292,40234,369082,2,2402,3340,162762,213,90723,24410,97396,7702,27002,40586
-1,1,13,4,2,4,2,0,2,8052,,3027,2901,15,7,258,1608,0,2,1,8710,1912,39,336,974.75,6824.25,1963,10,280,382,98,7,40,6423,6,9,2011,160,59,6
-1,8,6,2.375,2,2,2,2,2,586,,46463,2159,45,0.777778,686,1297,0,1,8,93552,120745,23,414.5,1554,5272.5,1914,237,2457,1236,6023,165,25585,17900,2976,123476,110844,48504,230709,17461
-1,8,6,3.625,5,6,4,4,2,3625,,51848,1362,197,0.777778,916,2850,2,1,8,102254,79699,,299,958,3157.5,42,1627,6370,9540,635,2933,3114,3,8823,11799,4057,1073,1714,6704
-1,6,8,2.83333,1,2,2,4,1,122968,,13400,1123,21,1.28571,396,541,1,0,6,35156,25553,32.5,235.667,1139,3534.5,9,12,20550,39922,1671,89054,534135,11,3,5,8722,300912,201813,28616
-1,1,13,2,3,2,3,0,2,8822,,38621,6115,125,7,508,3472,1,2,1,76362,76362,63,127,659,9051.12,361,30,884,72,81,1365,4371,201377,8,312850,469132,3200,96053,19
-1,1,13,2,1,0,1,0,1,3315,,207,2742,57,7,767,849,1,5,1,297,297,7.83333,209.333,,8742.25,95,166,2489,9,27,2018,75,18004,255071,32081,901,90655,62588,208859
-1,0,14,,2,,1,,2,35500,,,1772,,15,579,0,1,,0,,,67,193.333,1260.5,2837.57,25,2900,28930,111044,19947,12757,1540,3307,1032,68353,2057,625794,141902,7781
-1,14,0,1.92857,,0,,1,,,,20322,,84,0.0666667,0,495,,6,13,37428,18008,,,,,4,261,74,98,1506,141,631,122,59731,2414,1562,1547,194,2711
-1,14,0,2.07143,,2,,2,,,,19273,,43957,0.0666667,0,981,,3,13,25306,27546,,,,,0,5976,50108,119664,623532,31853,22902,56198,19824,46120,291200,57278,60888,17010
-1,14,0,3,,1,,2,,,,9471,,7,0.0666667,0,953,,2,14,29835,9631,,,,,0,655,3349,195993,23,12924,7188,60,6425,7806,1282,3031,152,5695
-1,13,1,2.53846,2,2,0,2,2,18,,18838,414,22,0.142857,95,341,1,0,13,36519,18642,,414,,,0,2422,6683,1141,809,1501,343,3007,3859,213,10710,10683,12058,18
-1,0,14,,2,,2,,2,4976,,,2202,,15,1263,0,1,,0,,,41.5,235.5,935.25,6613.5,4,18951,47,3072,11,23,61,750,373,404,12596,1269,1375,394
-1,0,14,,1,,1,,1,168575,,,928,,15,852,0,1,,0,,,31,179,1032.75,3936,534568,10994,3168,1905,1523,2012,4578,1287,13103,1890,1328,14491,1237,3095
-1,3,11,1.33333,1,0,1,0,1,507398,,3777,5033,2086,3,483,761,1,0,3,4838,,21.5,203.667,1468,12050.8,1,4,9,17,4756,3,1013,1443,8681,341,1114,10339,8347,72049
-1,6,8,2.5,6,2,10,2,2,21,,9677,13144,35696,1.28571,449,1460,2,0,6,17620,1602,,,819.5,18073.2,22952,1854,4140,6980,18749,3179,5,12617,17309,5668,56589,118884,39328,2374
-1,0,14,,1,,1,,1,50281,,,834,,15,514,0,1,,0,,,11,232,755.5,1974.6,11,67588,226072,109662,8,7,5700,5,4102,5,29,5707,6,1380
-1,2,12,1.5,1,3,1,0,1,41951,,4167,355,124,4.33333,825,1143,1,1,2,4916,6667,21,169.6,1109.67,,16,1479,32869,128,360,6557,3065,28953,28,1636,8361,35876,1593,377
-1,6,8,2,3,6,7,12,2,84997,,13011,3153,1353,1.28571,581,808,1,1,6,17476,16987,7,161,1334,10277,0,11579,178287,13152,4364,1033,1515,321429,46,11154,158537,106555,8864,48916
-1,8,6,2.375,7,1,11,1,4,73962,,39892,1474,13,0.777778,486,767,3,0,8,83674,81579,63,,1183,2616.5,41921,4830,3724,60,17519,4808,509,1642,474,6,358,10928,3293,8171
-1,4,10,2,1,6,2,4,2,552,,134662,961,66,2.2,1260,2261,2,3,4,220775,106194,15,245.5,1375,2474,2,392649,439473,20,73,1037,9,254,52,1400,48802,285,61,183846
-1,3,11,2,1,1,1,0,1,12,,12627,759,10,3,328,441,2,0,3,36385,36385,39.2,286.667,1067,5159,5,1378,15,1083,1481,3,130,257,4536,502,8,3,18,18
-1,3,11,2.66667,1,2,1,0,1,27627,,7253,5134,142,3,905,928,2,0,3,15830,2079,,191.333,987.6,16986,14,16,14,3,74,1044,69,19,16,1638,20,10,2789,2766
-1,12,2,1,1,1,0,2,1,5937,,6159,97,25819,0.230769,308,2593,0,1,12,6159,7272,,97,,,28,2823,1544,18436,7183,1866,32879,38934,28662,21590,17408,60676,15479,8792
-1,9,5,4,2,5,3,7,2,548,,14814,70,11,0.6,489,692,1,1,9,35003,31526,4.66667,167.5,,,41284,3633,107972,554,849,643,11,10383,12698,148821,21609,11445,10,89314
-1,0,14,,1,,1,,2,34061,,,1469,,15,522,0,1,,0,,,8.5,209,896.857,4198,0,537,10438,46,21504,7,5508,10058,7,1799,8534,2868,5,1331
-1,9,5,1.22222,0,0,0,0,1,123805,,2259,77,9445,0.6,338,466,1,2,9,2610,2044,11,120.333,,,33786,48474,482116,93435,5,17253,188,32709,1504,15855,2901,572,7,692
-1,10,4,3,1,3,1,6,1,1959,,20825,472,158,0.454545,621,1251,0,0,10,61278,12406,,323,521,,93,27552,2917,1028,37466,42116,6794,20178,10,4352,5629,11786,21794,31363
-1,6,8,1.5,1,1,2,1,1,66817,,6444,359,6227,1.28571,508,906,1,1,5,10749,3259,21,174.5,819.333,,3,30237,932252,32,83374,89310,222,76,11574,27251,8523,21,6007,1306
-1,1,13,10,2,3,2,0,2,35602,,5666,3523,4,7,1178,1046,1,0,1,30011,2910,,179,831.667,5367.75,1,121476,374,50,10,1230,189,810,358,26,19,2840,174538,107552
-1,11,3,2.18182,2,2,0,1,1,62869,,26091,326,52935,0.333333,754,505,0,2,11,50850,623,,326,,,56250,33,11577,169650,4780,4318,948,33,14833,4094,5652,2711,7243,10480
-1,7,7,2.85714,1,3,0,4,2,1145,,19122,1859,86,1,688,912,0,1,7,33465,32503,60,,907.333,3410,119566,1243,4672,55796,30335,36286,22045,53856,148568,12794,23,5674,21449,59240
-1,0,14,,2,,2,,2,13,,,5713,,15,344,0,1,,0,,,57,288,,7098.62,3503,17,9,18,6,542,9,114,12,1896,157,24,74,563
-1,11,3,1.63636,3,1,3,2,2,913,,25291,368,17016,0.333333,2142,1395,0,1,11,28691,27327,,368,,,930,281,11306,21599,19051,7192,9652,1492,11614,49308,9977,965,15,505
-1,9,5,1.88889,1,1,2,1,2,232265,,9439,1314,332,0.6,607,476,1,1,9,17304,9810,13,,529,2750,8473,1552,17082,1395,10513,683745,45071,67514,31607,79451,6074,1018,1282,317
-1,2,12,2.5,3,6,3,4,2,52103,,35401,3105,26,4.33333,1326,1331,1,1,2,44975,38049,32,154,950.5,4826.5,409061,5915,11018,90,48,22,6,42,334,1333,5812,1255,64,11
-1,14,0,2.07143,,1,,1,,,,16441,,64,0.0666667,0,292,,2,13,32346,27873,,,,,6,12525,1027,3224,2171,1461,221,3896,599,27,24,1455,6297,4039
-1,11,3,2.27273,1,2,1,2,2,3709,,25643,658,92174,0.333333,997,1153,1,0,11,80866,58512,,340,817,,1210,11788,5315,1845,7,2700,9887,7468,9817,388,2441,438,1102,20
-1,3,11,1.33333,2,1,2,0,1,205688,,8383,1523,20,3,1098,1044,2,2,3,8792,8792,41.6667,223,1409.5,3341.5,89521,11,1541,821,3379,174,5102,3069,16,20163,24380,4693,57,1464
-1,0,14,,1,,1,,1,502,,,2822,,15,536,0,1,,0,,,13.1667,126,723.75,12133.7,28,1510,90,60,36,7,90,197,409445,18767,741,5442,569897,42575
-1,1,13,6,1,10,1,0,1,180,,54822,2925,21,7,328,491,1,0,1,325797,325797,,326,1346.4,5022.8,6,11788,11,18,16,291906,4,9030,3,9,28,617,253,5
-1,0,14,,1,,2,,1,555791,,,2654,,15,796,0,1,,0,,,41,178.75,774.5,8316.25,0,410616,326946,19234,21029,8799,30477,65593,46752,39725,8601,11563,10,17353
-1,0,14,,2,,2,,1,38641,,,509,,15,484,0,2,,0,,,15,267.6,826.5,1929,4,472,8,18,823,7,116,4,4212,3,4,3,8,1311
-1,0,14,,2,,2,,1,37255,,,2901,,15,414,0,2,,0,,,,182,1005.75,5148.57,1448,1553,122,2602,3644,3504,4217,2151,661,24493,6085,2872,1480,4348
-1,8,6,2.75,3,2,3,1,2,163340,,13970,3718,35743,0.777778,983,3110,1,2,8,26714,21080,,230,1586,9338,0,202,34,1409,502,10800,221904,452358,10637,4067,3,39,24114,27072
-1,14,0,1.21429,,1,,1,,,,7895,,168522,0.0666667,0,1410,,1,13,10167,8077,,,,,0,5681,2845,8303,3301,8245,1479,1757,3995,1476,1370,38,230,22724
-1,14,0,1.57143,,0,,1,,,,11253,,11,0.0666667,0,1687,,3,8,23030,31976,,,,,3,62982,71137,51507,52,120923,11537,6823,138,228,1133,1347,81,332
-1,2,12,1.5,1,1,2,0,2,21992,,61134,4219,26,4.33333,890,1649,1,1,2,61549,61549,4.25,131,1003,9694.8,0,1092,201714,103,32,1253,231,32,1022,103,11,25,60,124
-1,2,12,1,1,2,1,0,1,43004,,2580,354,35,4.33333,283,271,1,0,2,2580,2580,17,102,965.25,,306605,17,399,7117,3,2812,8863,9827,4,10,1200,1283,4550,1873
-1,4,10,1.25,1,4,1,1,1,235745,,3328,211,2612,2.2,1181,1570,2,2,4,3366,4321,18.5,184.333,1445,,131979,217,18269,206,28691,9991,7675,2493,7111,1571,1310,1676,9221,2128
-1,1,13,1,1,0,1,0,1,4158,,6571,1710,56,7,483,834,1,0,1,6571,6571,,160,1150.25,3433.25,8790,3164,304,14057,24,25606,72315,27593,11275,2953,2252,130,14,10379
-1,2,12,1,1,2,1,2,1,296288,,1785,262,81,4.33333,1306,10793,2,4,1,3100,469,21.4286,183,875,,9,418,34618,32729,10312,31991,67354,145355,5,7,55,24,15,15
-1,11,3,1.45455,1,2,1,3,1,262924,,26783,1706,45934,0.333333,317,709,1,3,11,30668,27889,,332,946,3840,8,79340,9607,7478,8348,33261,1353,5959,1373,20438,43210,37478,57725,73299
-1,0,14,,1,,1,,1,24747,,,373,,15,778,0,2,,0,,,6,266.857,835.5,,267953,12,11,1505,11,5,8,140,7,201,1103,14,183,340
-1,3,11,1.66667,1,5,2,5,2,167817,,45981,3998,20,3,556,529,1,0,3,75704,16259,,92,676.5,6062.57,5,161,5548,20462,33136,40031,27601,43224,69240,1149218,3822,17645,148214,14551
-1,14,0,2,,1,,1,,,,5650,,44762,0.0666667,0,472,,0,14,7754,2449,,,,,0,6990,396,2791,1484,6871,4663,4014,5937,77,4196,1514,1189,2835
-1,6,8,1.16667,1,1,2,1,1,292159,,11344,7754,16715,1.28571,1184,1223,1,0,6,11965,7518,26,,1043,11983.4,7976,432074,92162,1925,44,48217,72132,655,52,14317,12095,9392,3832,33
-1,8,6,3.375,1,2,1,4,1,313,,8568,4893,467,0.777778,316,1596,1,1,7,21326,1257,,138,1527,13554.5,4666,14,12,5395,0,1623,129467,1771,109462,225799,103,289222,7298,73
-1,1,13,3,3,2,7,0,1,15122,,20495,2181,5,7,465,438,1,7,1,54926,5407,3.33333,220.2,800,8549.33,0,112342,143911,10,9980,13451,3921,4734,5133,5039,37,4129,47029,4331
