#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16
-1,15,1,2.73333,0,1,0,1,1,1404,,18709,378,171,0.125,761,1308,0,3,15,48428,21504,,378,,,8,15817,411,118101,1371,90,1120,141,45,5720,1140,28,1404,2,247,78
-1,2,14,1,2,2,2,0,2,4272,,2787,1675,991,5,643,1350,1,0,2,2787,2787,31.3333,217,875.8,6107,13341,31,9,38,942,752,1049,405,3783,15499,65406,2845,1204,37534,40,2959
-1,5,11,1,1,1,1,1,1,199322,,25162,833,5615,2,311,355,1,1,4,25658,34091,37.6667,253,731,3048.5,278623,189263,40513,76993,3,3,8,192129,3,3,1380,63472,135375,119646,8,7
-1,12,4,1.58333,1,2,1,2,1,1773,,4423,275,616,0.384615,345,905,0,1,12,6393,5075,,275,,,33412,3835,14778,7128,1225,7203,14871,912,4526,200,929,249,11425,1299,447,1030
-1,10,6,2,1,2,1,1,2,111138,,17042,546,9,0.636364,550,1058,1,2,10,31061,13822,34.5,251.5,1352,,0,20,1305,60508,5306,1421,20696,34,65502,55990,425,12789,67884,23042,598,25023
-1,13,3,1.15385,1,1,1,1,1,349,,6218,698,9419,0.285714,352,893,1,1,11,7104,7699,34,154,,1906,158573,43154,13165,8339,29169,24146,5701,1785,2713,1191,1541,13273,5511,18962,2478,14725
-1,14,2,1.35714,0,1,0,1,1,895838,,8574,853,4429,0.2,719,1187,0,1,13,10349,10123,,,853,,47,8582,590,30511,1967,4231,1279,174,2662,11783,966,6321,5751,150485,97661,19004
-1,1,15,1,1,0,1,0,1,147712,,761,752,127,8,623,1293,1,0,1,761,761,6,176.167,944,2745.5,6196,5283,143,13,22,8,10,407,4,106,7,681,751,6,5711,6
-1,0,16,,1,,2,,1,346,,,4436,,17,632,0,1,,0,,,32,122,797.8,9538.71,0,17186,223,638,15,200,425,226,843,118,24,1141,183,2,438,1325
-1,3,13,1,1,0,1,0,1,21,,6635,172,24,3.5,860,1463,1,1,3,6635,6635,16.2857,234,947,,119682,82180,305121,733,5011,6,11,10,10,95,98,2522,9,13,31,143
-1,10,6,1.9,1,1,1,0,2,1098,,4951,236,28,0.636364,972,665,2,0,9,7884,6413,58,280.25,,,11,11500,96,117,1237,1929,15,18274,95,13,87,4301,13200,21311,7362,2978
-1,1,15,7,2,7,3,0,2,8,,11415,844,2,8,322,1985,4,3,1,56204,1850,26,175.2,873.857,2821,0,13872,31,95,8,25,24,32,49,4,1056,49,2,20,18,11
-1,3,13,3,3,2,4,1,3,73088,,19545,5065,419,3.5,630,393,1,0,3,47075,730,28,158,986.5,12306,21,58462,307599,18699,9,10216,33194,27027,99,248,1441,159535,242221,171415,2801,4
-1,10,6,1.8,2,2,2,5,2,2345,,40188,3174,852,0.636364,409,440,1,1,10,45562,36599,,86,1044.33,7912.5,0,1339,13346,8,7,8482,9037,9568,1678,5537,2918,1185,35,393,1400,8650
-1,15,1,2.26667,0,2,0,2,1,122,,29062,1438,475,0.125,217,1316,0,0,15,41590,31335,,,1438,,0,4314,336,1063,167,79,49,48,1043,94,1494,133,122,1059,41,216
-1,16,0,2.0625,,0,,2,,,,13923,,12,0.0588235,0,1379,,3,16,27302,16279,,,,,58,4930,187,5602,2864,4187,17415,2824,10122,830,21592,35980,1509,21519,584,774
-1,8,8,2.125,3,5,3,6,2,364512,,21571,1848,7197,1,1523,1735,1,1,8,24128,38999,38,118,962.25,5390,452487,33044,5082,21886,78498,61043,92608,37769,25682,83757,68997,33283,84441,67926,2542,42438
-1,3,13,1.33333,1,1,1,0,1,606,,44108,198,496,3.5,483,1773,1,0,3,44158,66009,19.5,215.8,689.5,,11629,1232,29,342,98,2700,2433,3333,6,15868,12,1155,149743,37271,11,25
-1,14,2,2.35714,1,1,0,1,1,64,,11794,165,23,0.2,432,1099,1,2,12,27953,16302,20,310,,,6,57514,23127,8287,1098,748,8626,2516,15806,93937,8690,6970,1609,8495,5,20107
-1,13,3,1.84615,0,4,0,6,1,28585,,46829,433,115334,0.285714,372,1534,1,0,13,62026,62740,,263,518.5,,46544,2237,9980,170,7453,11108,34480,33154,107923,1494,108437,1411,62214,48821,34454,16961
-1,14,2,1.35714,2,0,1,2,2,40,,5099,242,6689,0.2,943,2114,5,5,13,7070,6252,1,,483,,181,11885,1056,7277,3295,1536,5647,2488,566,4831,207,1976,31826,2267,17901,9725
-1,2,14,3.5,1,5,1,0,2,3691,,3080,7748,170534,5,490,577,1,3,2,5723,5723,24,148.5,1317,17359.3,12,35,76,168000,122676,19,12759,5,237561,262843,13,8,4109,230337,17,8
-1,12,4,2.08333,3,2,1,2,2,14115,,13914,1081,38170,0.384615,388,1104,1,2,12,15930,19891,,257,762.5,2542,2607,7427,17160,211676,5541,16197,13008,92122,18851,17055,90569,20280,1554,12775,8555,1432
-1,4,12,2,2,2,1,3,1,14053,,2699,1521,4059,2.6,1181,1363,2,1,4,4883,11832,20.6667,209,586,5395.33,2,5,25626,986402,24,245,66429,40012,29219,66401,15517,48518,1464,40897,15462,40145
-1,11,5,1.54545,1,1,1,1,1,159706,,19569,461,607,0.5,1388,4211,0,1,11,20334,20036,,116,,1842,26,13142,5518,2844,27472,171,11322,591,8186,241,2321,1790,1898,4249,538,405
-1,7,9,2,0,1,0,2,1,274118,,8252,249,28020,1.25,821,5498,1,3,7,17214,2620,27.5,262.667,670,,1684,121028,1223,267,8339,320,1050,17244,412,11507,12559,8734,1222,14690,2862,1362
-1,1,15,1,3,2,3,0,2,25,,7483,3851,101,8,327,1243,2,3,1,7483,7483,2.66667,185.25,847,8024.86,24492,7,1878,93,24,3,34,707,54,189,7162,37,2948,9,27,2447
-1,14,2,2.21429,0,1,0,1,1,896,,19646,383,137,0.2,345,1398,2,3,14,40411,16668,,383,,,4,672,1288,72,41,85,593,824,6394,934,2668,27611,1216,158,1198,41
-1,16,0,1.8125,,1,,1,,,,20399,,42,0.0588235,0,1801,,2,15,26222,21753,,,,,13,131243,67496,4225,11381,14533,1595,10280,9537,13221,20201,11681,31625,5592,2724,16125
-1,4,12,4.25,1,5,0,1,1,107245,,50034,947,6,2.6,197,295,1,5,4,140284,113836,,308.5,791.167,2694,26,4,5,5,470,4,8,491,407,13,455,4,784,11,1418,33
-1,8,8,2.375,1,2,1,1,2,144623,,48947,1698,6202,1,757,1748,0,2,8,109873,72179,,292.333,1400,4252.5,0,102,28,1788,2745,1184,7312,2832,7122,22977,1637,2642,19174,12540,7563,18
-1,7,9,2.57143,3,2,3,1,2,4942,,10712,6390,70983,1.25,443,1022,1,1,7,21326,21752,,164,1025,13310.8,131208,6,53243,158333,63287,57699,10,43340,47403,295540,0,3,8458,1200,128,21627
-1,0,16,,1,,2,,2,23,,,8320,,17,313,0,0,,0,,,,99.25,691.6,20157.5,13,521,3,9,250,8,13,10,6,460,1,116,10,211,68,433
-1,8,8,2.125,2,2,1,1,2,48,,17237,1740,339,1,479,873,2,2,7,36132,33362,9.5,293,1445,3040.25,801,624,506992,11062,2096,25261,55686,6099,24490,49,34612,1330,148,520,21143,14398
-1,5,11,3.4,0,1,1,1,1,598,,13352,4252,33,2,521,922,1,1,5,30841,40950,40,112,865,8796.6,12,191,856,42081,713,1234,1643,4395,1479,3691,181,1811,1382,14560,3961,222
-1,0,16,,2,,2,,1,55,,,14040,,17,356,0,1,,0,,,12,,1256,18508.2,0,40,40,39,42,21,33,59,699,61,78,42,357,48,87,749
-1,0,16,,4,,11,,2,1116,,,1514,,17,825,0,1,,0,,,8.33333,122.8,999.4,6197,18,945115,644629,94,15,41,115,199,2829,1368,171,162,5256,1296,40,1405
-1,0,16,,0,,1,,1,1342,,,507,,17,697,0,1,,0,,,16.3333,261.714,716.4,2646,59719,25,185,1172,511,159,852,4195,135,21763,1210,27578,100526,1558,182,86
-1,3,13,0.666667,0,0,0,0,1,14120,,847,276,12888,3.5,376,631,0,4,2,847,847,23.1667,116.4,1435,,17339,7081,1366,157,4094,14473,38,11227,102640,21575,42,5763,14485,1282,78911,82328
-1,1,15,2,0,0,1,0,1,5779,,2919,316,74,8,450,1649,1,4,1,5806,5806,17,160.5,1305,1645,4,2937,7612,7,3674,13276,542476,14,155,4,25,448,133,23,485,784
-1,7,9,1.71429,1,1,1,1,1,364,,88135,636,1493,1.25,278,1203,2,1,7,122050,83630,45.4,161,1564,3614,3161,34603,2716,138325,198,2468,30,102611,1169,25704,3203,8579,221859,32968,10171,30229
-1,0,16,,0,,1,,1,31,,,844,,17,405,0,2,,0,,,9.75,160,869.25,3060,2,41,319,102,670,126,25,51,6,443,7,1133,29,95,19,2537
-1,13,3,2.61538,1,1,0,1,1,30,,10647,2771,10,0.285714,466,808,2,1,13,24690,15987,16,,997,7301,0,32563,24,200491,35953,73426,5491,180,1682,21672,10101,62814,13476,9770,1627,7416
-1,6,10,2.83333,2,4,2,7,2,5532,,20784,2952,86521,1.57143,1036,618,1,2,6,67139,3481,,328,1317.25,5243.5,36,9,1050,34,7,1658,88,2901,20,16,80,959,9,10,1218,148
-1,5,11,1.8,1,1,1,1,1,7995,,8464,1315,17342,2,347,1645,2,1,5,10258,9989,,198.667,1069.4,2841,21,86164,47744,46127,35937,110828,6984,29,39,115,6,8,16,6,28,3
-1,4,12,1,1,0,1,0,1,1697,,1519,815,390,2.6,277,783,0,1,3,1871,5364,43.2,235.25,1017,3804.5,6,79012,1296,3091,15918,16,1241,43021,55096,6,2994,1116,41795,4219,3129,27174
-1,2,14,2.5,3,3,4,0,2,1686,,13799,2018,159,5,455,526,2,0,2,38940,3194,23,230.286,1011,7861.67,0,20,14,110,575,12,4,8,153,2030,8,1601,14,988,1100,24
-1,1,15,1,0,3,1,0,1,196917,,1823,631,310,8,470,736,0,0,1,1823,1823,24,,1478,3122.5,46,5,469,756,9,1495,596,1293,7179,78077,270399,6,14,3,3,3
-1,16,0,4.0625,,2,,2,,,,22837,,18,0.0588235,0,330,,1,16,51486,32242,,,,,0,289,38,43,2390,732,22931,13785,44,83,84110,66080,152,636,1654,125
-1,3,13,1,2,3,2,2,2,155827,,23289,2900,328,3.5,1099,736,1,0,3,23289,23289,24.75,263,783.667,8682.5,0,768,1274,266,76,17,76,8377,35869,63,212,335,205340,553,999,43
-1,0,16,,1,,1,,1,1020,,,320,,17,449,0,0,,0,,,23.0909,366,866.5,2400,1529,16,96,24,561,435,266,14,31,765,8,108,187,13,24,4579
-1,1,15,1,0,8,1,0,1,223698,,588,599,187131,8,524,1471,0,5,1,588,,29,177.4,948.333,2555,117939,70805,38620,170,17235,11361,3484,48305,15,5,1746,3,6900,7168,27861,2574
-1,1,15,1,1,0,1,0,2,386,,376,497,180,8,701,105,1,0,1,376,376,22.5,224,1251,2360.5,16,27,14,9,18,18,20,46,894,544,57,1359,31,991,1529,180
-1,8,8,2,1,0,1,2,1,83494,,8140,191,725,1,513,702,0,1,8,18427,15539,20,199,525,,9,99479,2807,5699,1359,3265,1269,16085,1314,6,38,1157,257,11954,9,27
-1,14,2,2.35714,0,1,0,1,1,5215,,49109,97,73,0.2,251,879,0,2,14,70342,65427,,97,,,11,20014,205,4276,39217,77196,91536,9632,22,26819,55408,104490,121676,36190,798,648598
-1,0,16,,1,,1,,1,81262,,,1607,,17,1010,0,0,,0,,,25.5,252.333,805.25,7194.33,36,24,19,930,449,73,24,1046,74,115,122,44,42,263,507,212
-1,15,1,1.46667,0,0,0,1,1,1326,,15507,757,29171,0.125,869,377,2,1,15,18835,3499,,,757,,6,7049,1174,1738,74,1326,1736,18549,4347,2925,2709,3708,90,214,1477,1391
-1,16,0,2.3125,,1,,1,,,,20165,,6109,0.0588235,0,726,,1,16,41492,24309,,,,,21654,5787,15379,10125,27252,2499,4997,4592,2516,14708,1321,17975,12437,19697,36236,152874
-1,1,15,1,2,2,3,0,1,100097,,130734,3613,8,8,732,810,1,0,1,130734,,24.25,248.6,988,16631.3,0,27821,591744,3,1353,225377,101600,633,13873,18753,2898,409,1101,290,1108,153
-1,3,13,2.66667,1,2,2,2,1,14821,,10690,863,6,3.5,269,617,0,1,3,23130,14018,43.3333,320.5,1078,5275,0,161,11841,1143,4,68977,23,120899,1453,6,9,116,3,10,345,33
-1,4,12,1.75,1,0,1,0,1,45,,855,713,2275,2.6,607,1746,2,0,4,1937,1937,34.6,210,744,3130,2887,11640,86305,10196,189,65,4145,1379,226,437,2302,78,364,137,717,631
-1,12,4,3.08333,0,2,1,2,1,20,,46164,1183,62,0.384615,277,1954,0,1,12,90602,56740,29,310.5,,4081,0,45519,41666,38844,66,31892,181641,39845,38921,72231,14468,46024,63816,97144,13110,286592
-1,2,14,1.5,1,0,0,0,1,5879,,156,309,11226,5,681,2481,1,0,2,191,191,24.4,154.714,1304,1813,5,10866,53,143,2863,3,14,6055,44745,7973,8949,7,94683,19387,4,8296
-1,16,0,3.25,,2,,2,,,,80034,,4,0.0588235,0,317,,4,15,133654,91262,,,,,49058,2518,221,60738,92799,28900,16284,20247,2686,7225,10058,21496,202,1414,206,24337
-1,1,15,4,2,3,2,0,2,4983,,34871,9467,2,8,848,1970,2,4,1,136425,136425,9,140.5,1229,21680,798,14264,950,6479,14,150,1582,3796,94,241,358,833,1612,1534,48,234
-1,11,5,2.09091,0,0,0,1,1,4388,,13838,131,335,0.5,450,1290,0,2,9,34651,10996,57,241.5,,,10,3224,37141,40609,31765,31260,12290,2816,12302,1645,37202,319,11405,1605,67281,1320
-1,16,0,2.0625,,1,,2,,,,7668,,9013,0.0588235,0,494,,4,15,16734,8627,,,,,6,1052,6227,1273,2781,2971,14143,11911,1266,1582,1015,65105,74946,15947,4028,1568
-1,16,0,2.125,,0,,1,,,,43300,,32,0.0588235,0,505,,2,16,66504,59095,,,,,6,70,23076,5854,4356,201,101,24272,1228,21373,47708,1270,3040,65,27412,1433
-1,1,15,1,0,2,1,0,1,46636,,2396,402,330392,8,481,1799,1,0,1,2396,,13.5556,278.5,775.5,1900,13,14,18,46,93,103,5,175,69,3,703,128,14,1498,9,49
-1,9,7,1.33333,2,1,2,1,1,260930,,37795,1781,105416,0.8,499,2090,1,1,9,54835,22898,41,369,883.5,4254,224484,3118,55010,40179,88051,160712,170185,3365,6852,49960,68,12248,17287,961,89393,11285
-1,3,13,2.66667,2,4,3,4,2,2590,,19577,2133,14,3.5,488,534,0,0,3,56021,18479,,261.5,902.75,8336,7612,1296,7083,35,11687,14010,14,32,4562,78,544,32581,130687,141596,37329,33710
-1,0,16,,1,,1,,1,54680,,,2596,,17,444,0,1,,0,,,21.6667,248.4,650.5,6489.17,5,9,9,7,10,6,23,71,603,11,34,123,1293,90,9,46
-1,0,16,,1,,1,,1,326,,,2480,,17,534,0,1,,0,,,16.5,264.167,621,7240.4,4201,382,2541,1621,93,32,102,28,987,16,6387,19,2323,690,72,922
-1,0,16,,1,,1,,1,104900,,,1778,,17,1168,0,1,,0,,,23.4,96,954,5627,77,52871,283,799,354,1632,1236,842,1426,1631,770,8,487,127,1400,2058
-1,3,13,3.33333,1,1,1,0,1,112,,17598,342,4,3.5,366,368,1,4,3,52120,17456,27.8,251,825.75,,10,322236,285,683,48,1119,8,11634,27,10,47,6,173,29,11,157
-1,1,15,3,1,0,1,0,1,110342,,11241,1569,4,8,581,993,0,4,1,28169,116,7,241.75,1095.2,5168.33,22,7037,33,2465,660,14,18093,1436,4564,35536,9,8791,441,18561,143,11192
-1,9,7,3,1,1,2,2,2,263,,80970,1287,5944,0.8,238,359,1,1,9,167694,62725,16,91.3333,833,7051,11542,19073,5270,14645,4076,89,245,10117,5697,25,1534,7225,5834,1400,6870,7
-1,0,16,,1,,1,,1,182,,,1595,,17,787,0,3,,0,,,12,267.667,1048.5,18353,1050,368,21,1231,112,446,61,641,7230,64,1380,13,10,250,42,1189
-1,1,15,1,2,2,2,0,2,310757,,3426,1721,3571,8,773,652,1,2,1,3426,3426,18,143,890.5,10069,259433,25,48,363,19501,32990,1,3,6108,1308,2763,1,14192,31,53189,1595
-1,2,14,1,0,1,1,0,1,114,,2163,321,11,5,515,1231,1,2,2,2163,2163,18,179.75,526,3111,35,28982,1257,7,3,5,5,11,12,5,9,7,11,6,81,32
-1,4,12,2.75,3,2,5,2,1,73093,,9498,3742,3519,2.6,789,1299,1,1,4,25574,14239,6.33333,,727.25,9557.5,14,15739,1172,17,1365,21242,246260,12474,7,287632,62825,2414,230649,106218,8849,51924
-1,2,14,1.5,1,1,1,0,1,2627,,1403,534,47467,5,755,2444,2,1,2,2291,2291,24.3333,172.4,760,2746,446899,15966,11252,87,54,7,52,1294,64,87,1171,1611,5,1679,2860,5
-1,5,11,4.4,1,2,2,1,2,41284,,9412,5903,2479,2,976,1981,1,2,5,24272,8248,28,,1460.5,8011.43,12,2864,10,33,7,1335,256,10015,4275,183,31703,9693,1885,2665,7415,22984
-1,16,0,2.5,,0,,1,,,,6586,,6676,0.0588235,0,1834,,3,16,16115,26851,,,,,21,223452,53,1137,7457,73472,6969,8918,20101,1328,1295,8486,439,234,12684,50129
-1,0,16,,2,,2,,2,94416,,,1284,,17,658,0,1,,0,,,42,286.286,970.333,4751.67,7,342300,18,384360,1477,3716,586,103918,6770,35,30462,53260,6442,1303,29748,7750
-1,15,1,1.53333,1,2,0,1,1,2802,,24489,746,743,0.125,1874,1396,0,2,15,29418,21923,,,746,,126852,2535,269,2809,4154,7629,2802,1174,215,1187,10633,2555,4432,1605,2661,1170
-1,2,14,2.5,1,3,1,2,1,31353,,2719,1996,6633,5,785,766,1,1,2,3808,3041,8.5,117,1038.33,5367,413407,1509,7588,841,49,1372,5,249,87772,33013,63448,104,71,52,4102,1864
-1,15,1,2.13333,0,0,0,1,1,5,,3633,10,10,0.125,104,1245,0,1,15,4481,3801,10,,,,10012,5596,31994,4032,46754,6752,35697,17634,75,36571,9316,20141,1278,4411,7280,9922
-1,3,13,1.66667,0,1,0,0,1,109228,,659,485,1095,3.5,544,928,0,1,3,1185,335,9,282.5,801.5,1937,7,1245,18745,7562,34458,7048,4092,120,163,1233,15,10,17,1242,1995,93622
-1,1,15,2,2,4,2,0,2,609,,4882,6779,1553,8,648,484,1,2,1,5642,4122,,289,961.8,16489.4,158410,175,176,3140,5730,5567,988,26138,4256,4415,3353,2134,7333,817,2234,17277
-1,10,6,4.3,4,11,3,16,4,5171,,15361,3882,54,0.636364,1562,934,1,2,10,41957,17288,,299,,5076.67,43,1340,2741,916,1456,8505,623,1103,93,45,5606,552,726,6,92,3056
-1,4,12,1.25,2,2,1,1,2,1825,,902,902,137482,2.6,465,244,1,1,4,914,1730,38,221.667,1056.4,2399.5,13146,134,50,1372,164,31430,8802,10210,21168,33,158,21,23,24,1297,40474
-1,16,0,3.6875,,5,,15,,,,12856,,521,0.0588235,0,1349,,2,16,19816,10787,,,,,3,30046,112418,141901,10210,10838,3025,2471,11445,9508,24575,68501,301465,2134,231814,132410
-1,0,16,,1,,1,,1,195029,,,1729,,17,1013,0,2,,0,,,16.5,,959.5,3640.5,342525,222,200506,44937,4206,31,445,2992,5886,56062,50,8026,30,2003,19,68
-1,4,12,2.25,1,1,1,1,1,18692,,12320,369,14,2.6,865,1685,1,1,4,28697,4161,23,121.667,794.2,,0,7876,130331,1447,339939,50480,1294,1397,18732,1223,372,1204,1945,214,81,95067
-1,2,14,4,1,1,1,0,1,7276,,2864,1141,50,5,337,1079,1,0,2,5755,3987,30.6667,187.667,658,4008,0,1429,276455,5,4,11,1047,8,1429,288,25845,1292,3,64,13,16
-1,14,2,0.714286,0,1,0,2,1,43833,,4407,57,1626,0.2,401,1122,0,2,9,4456,3092,57,,,,123688,207,22765,24439,40041,31726,13378,1297,4243,1548,166,1218,201,24,100,994
-1,1,15,3,1,7,1,0,2,37,,12943,5725,2,8,553,849,0,0,1,34844,2813,,78,858.4,10008.3,17,24,18,89,16,6,13,20,1342,395,21027,1493,1439,11912,1102,23983
-1,16,0,1.5625,,0,,1,,,,2809,,81,0.0588235,0,1283,,1,15,3746,4028,,,,,4,1574,25855,23109,2711,8667,15717,71,2931,6974,2830,41,9938,135,3007,4358
-1,1,15,2,0,0,1,0,1,8482,,1114,400,56827,8,1196,796,1,4,1,2047,181,16,156.75,898,3448,3,269,1009,174,1259,173,1260,468,96039,73616,25733,1462,116,1293,323,19930
-1,7,9,1.57143,1,0,1,0,1,134634,,8435,105,3346,1.25,524,606,1,2,6,16116,3575,10,109.25,468,,47778,49106,8685,2827,21457,45874,23459,2637,15609,370,3938,4443,3078,1141,326,1393
-1,3,13,1.66667,0,0,1,0,1,51,,2309,607,31,3.5,479,357,1,1,3,4159,5556,3.2,208,869.6,2707,8,182,12,4053,15,4,82,115,2649,83,3234,1043,62,3173,72,2583
-1,16,0,1.5,,1,,0,,,,12532,,13088,0.0588235,0,490,,1,16,15240,15240,,,,,1,3617,20,125,72,3087,96097,187,53,63,11323,233,84,9991,1619,24
-1,4,12,1.25,1,1,1,1,1,124156,,8735,247,6509,2.6,916,1286,1,2,3,12158,3590,30.8,300.6,653.5,,39590,7,17611,885,1481,120,32,5898,396,9801,1502,1015,17400,1561,40046,59834
-1,16,0,2.625,,1,,1,,,,17267,,20,0.0588235,0,1235,,1,16,32288,18243,,,,,4,39111,109,20343,18362,549,1000,30310,5489,69,183,1119,70,199,1151,87
-1,13,3,1.30769,1,1,1,1,1,286689,,33005,2107,1667,0.285714,383,1644,0,2,12,46679,26759,,129,913,5279,66,7214,29828,10025,380,19894,69354,20209,19927,5621,18802,92416,4288,35912,4304,194210
-1,3,13,2.33333,2,3,2,1,1,577,,18155,18966,39,3.5,338,1412,1,2,3,35101,2820,26,376,777.5,34720.9,201699,18,142736,61,17260,2457,153078,17304,53415,4189,35782,166,109223,17,335976,6755
-1,1,15,2,1,5,1,0,1,31,,325,632,57,8,745,22533,3,2,1,609,41,18.125,249.667,1079,3217,142537,50,77,102,621,7,248,120,26,37,14,340,18,5,6,28
-1,1,15,1,0,4,1,0,1,84793,,383,2092,94,8,248,1318,1,2,1,383,383,23,344,1098.75,8824.33,0,24809,243,24,9197,19,1659,4,440,9522,11,11,15,50,16,9
-1,7,9,2.28571,1,3,2,3,2,14970,,11992,309,127,1.25,272,269,1,2,5,35843,6397,24,314.5,724,,21920,20,4163,3085,1297,15,5,121,23,1,939,1737,2549,326,3,30356
-1,0,16,,2,,2,,2,3566,,,36251,,17,1303,0,1,,0,,,52,106,735,52251,3298,48,66,72,651,869,77,1414,187,2530,2440,613,14,2808,3555,2015
-1,3,13,8.33333,5,2,8,1,4,724,,4316,8200,30,3.5,877,418,1,0,3,14681,4937,,440,943.5,10427.9,9,57,10,64,18,34,236,185,898,64,19,118,5,538,618,166
-1,0,16,,0,,1,,1,86,,,148,,17,533,0,2,,0,,,35,231,544.5,,12964,18784,19,7,30,2706,492,786,96,3,47,348,158,11183,70,51
-1,3,13,2,1,2,2,1,2,263,,12409,502,46,3.5,249,343,1,1,3,19560,19560,22.5,171.429,606,4631,18,552357,16,6578,11,2835,8058,11829,31,82974,1956,217888,2,25385,4205,96
-1,9,7,2.22222,1,1,1,1,1,165571,,39734,2779,15,0.8,941,1878,1,1,9,52039,48944,6,244.667,,6237.67,0,3212,2710,1939,2666,3950,16,24,2391,49,4342,7,4023,2172,2270,2782
-1,8,8,2.375,1,1,2,1,1,314125,,4396,444,4734,1,281,2666,0,2,8,9300,10340,33,114.6,1057,1889,113320,197156,51,3,178504,114,1516,11175,28913,1682,11378,30317,10002,28825,1402,2809
-1,0,16,,1,,1,,1,5,,,707,,17,337,0,0,,0,,,25,195.667,873.4,3106.5,4,3,36,32,28,1016,5,7,6,13,30,26,18,19,7,98
-1,16,0,2.125,,0,,1,,,,9842,,782,0.0588235,0,783,,1,16,18720,21393,,,,,6,1334,1128,217,231,203,89,97,730,809,4895,4756,1354,3158,4979,743
-1,3,13,2,0,23,1,31,1,51253,,7667,2589,2261,3.5,446,593,1,0,3,16256,16256,4.5,102.333,750,5850.4,32610,14665,79306,201393,97775,44743,259,14,3118,694,60,28,6,3,25,30
-1,4,12,1.75,2,2,1,1,1,37487,,2998,351,1413,2.6,1858,1115,3,3,3,6101,2705,42.5,243.333,667,1888,0,136323,8869,7870,5409,31816,8590,610,1926,22002,17,103,877,3973,123212,4
-1,0,16,,1,,1,,1,7,,,1103,,17,223,0,1,,0,,,39.3333,224.25,799,2372.33,0,6,11294,5,17009,1268,3,3,11,9180,35651,951,6636,12689,73003,4
-1,1,15,3,1,1,1,0,1,2729,,11712,1449,4,8,317,743,1,0,1,23198,11908,24,130,685.2,3595,279,4048,113,889,1470,1761,21580,26920,12941,245,2769,3183,31606,19874,17342,16101
-1,2,14,2,1,1,1,1,1,2982,,19952,882,44,5,330,747,1,0,2,24817,23108,30.8,233.2,696.5,4814,396328,386744,662604,10259,1211,11,135,45,12,44,24,51,68,65,6,617
-1,0,16,,3,,8,,2,270,,,3657,,17,392,0,1,,0,,,,335.6,620,6112.25,47,23,21,33,79,6,10,701,5,7,21,57,4,2,93,106
-1,13,3,2.38462,0,0,0,1,1,17,,12263,55,384,0.285714,242,1213,2,3,13,22868,9459,17,132,,,1,3382,5464,6967,38161,3983,18522,5822,11132,514,37516,11164,1806,1421,7,109
-1,7,9,2.85714,1,1,2,1,2,54378,,43207,6808,9,1.25,2615,377,1,0,7,87981,6931,,148,816.5,9915.17,7,18,92,101,951,145,12,3116,23,18,1486,1081,44,313,770,54
-1,1,15,2,1,2,1,0,1,30,,5523,1230,16,8,386,843,1,0,1,6379,4667,,172.8,876.571,3816.33,0,318284,17,30,41,169,345,665,26,3,3,11,15,16,5,357
-1,9,7,1.22222,1,1,2,1,1,352,,8209,641,712,0.8,1023,1871,1,0,9,8775,9312,6,252,611.333,2141,25391,4095,1702,64,4113,306,190,1752,8,9,13,1364,33,2932,7,2243
-1,15,1,1.73333,1,0,0,1,1,859,,16232,146,2547,0.125,513,1171,0,2,14,34016,14643,,146,,,16,892,3122,166,29,29,6758,262,2723,1334,3245,2815,1277,139,1678,859
-1,4,12,1.25,0,0,0,0,1,54879,,1871,673,6240,2.6,545,1380,1,7,4,2694,2694,18,196.667,701,5979,86,140,9920,132,4392,5518,172,16,7093,54,16,2682,26,57,241,5661
-1,3,13,0.666667,2,1,2,1,1,171263,,4736,984,48,3.5,575,1075,2,2,2,4736,4736,35,246.6,1082.5,3582,160955,60540,1439,140037,43330,1689,1210,59,5,28,14,11,21,23,24,88
-1,9,7,2.55556,0,1,1,1,1,1580,,10655,1507,493,0.8,535,435,1,0,9,20559,20679,24,297.5,663,9220,39,380,946,2464,20,8677,812,2228,4289,1425,1690,10471,3,7963,4248,20
-1,11,5,3.90909,2,3,2,2,2,716,,16304,4026,3528,0.5,399,831,0,1,11,46090,31564,,,987,6052,19,7588,9727,15677,2913,7162,23540,44082,6122,2,43000,24843,73276,220391,2586,191481
-1,2,14,1,1,1,1,1,2,67385,,16190,1121,4517,5,1295,388,1,1,2,16190,16190,56,307,1048,2070.25,31,3,1759,4,19,20,14,34,11,59,42,120,65,24,2356,11
-1,3,13,1.66667,0,1,1,1,1,57,,46129,850,22,3.5,471,437,0,0,3,91354,91354,17.7143,107,830.333,4164,0,8776,2516,22,652,2168,19,1723,2787,1256,1505,1464,7407,2604,231,27103
-1,13,3,0.769231,0,0,0,0,1,2993,,13987,53,1200,0.285714,539,1011,0,1,8,15474,3303,53,,,,7,287,3359,3638,23177,34200,855,74,659,2876,4487,274,95,111,173,1026
