#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16
-1,16,0,1.5625,,1,,1,,,,15137,,242,0.0588235,0,264,,1,15,20107,11697,,,,,13,1663,1044,4723,1210,7134,395,1227,1208,1377,3021,2919,1619,1372,2978,80
-1,1,15,1,0,1,0,0,1,366641,,8013,528,22,8,1278,535,0,0,1,8013,8013,31.2,249,1098.5,1851,9945,452256,61,6977,21959,20180,18,169552,61994,53,51,4165,4298,3605,1560,4286
-1,7,9,4.57143,1,4,2,6,1,4567,,9159,2903,22585,1.25,218,641,1,0,7,41973,11500,,138,1099.5,5186.5,39459,28161,19947,293,94,38,18689,34,1100,1627,270,2,3,20,10,4435
-1,8,8,4,0,1,1,1,1,2387,,13896,843,1407,1,304,759,0,0,8,44708,5400,,262,,4908,31835,11,100,11,9972,36282,42881,17439,2779,263,2,5,29818,7306,4548,1099
-1,2,14,7,3,15,3,12,2,22126,,6519,2778,114237,5,389,306,1,1,2,40553,36645,47,153.5,913,6211.2,39,99,4,4,1426,3,18,20,78,5731,4169,18803,5954,2531,11708,77829
-1,0,16,,1,,1,,1,69245,,,2519,,17,1006,0,1,,0,,,43.5,255,963.143,10818,87916,20258,21555,7,46,23,125,8566,1147,1274,364,8389,88,7012,56,266
-1,16,0,2.6875,,1,,1,,,,16173,,26,0.0588235,0,533,,1,16,36462,7993,,,,,5662,1048,8394,28753,17706,2972,944,1739,3987,223,15154,1262,11192,58557,3044,14704
-1,16,0,0.8125,,0,,0,,,,5972,,17,0.0588235,0,2004,,2,11,8249,9341,,,,,0,260,30,828,1740,126,158,1189,123,6884,7451,283,1138,1542,7312,1107
-1,0,16,,1,,1,,1,159805,,,5360,,17,844,0,1,,0,,,3.5,146,1053.33,19711.2,30,6,13,10106,99,60,11,13,41,173,778,121,27,1428,7174,325
-1,5,11,3.4,1,7,1,12,2,6898,,7811,2048,1912,2,649,1218,0,1,5,14458,12563,,309.5,886.5,3015,2863,1388,60623,30198,15892,4205,5775,1318,10235,34521,37628,2838,5666,1365,50329,29088
-1,9,7,2.77778,0,1,1,1,1,32541,,6876,26720,9,0.8,996,2212,1,2,9,12587,7287,2.33333,,1617,61804.3,40,168527,19789,50,79,8,1483,140686,13075,491,36,17,35984,5065,3385,2693
-1,5,11,1.6,1,1,2,1,1,73436,,3836,1786,1109,2,475,801,1,5,4,6401,6401,21,214.5,939,7806.5,0,36775,773,1,1074,19723,13264,1290694,1950,5365,3,233,730,116,289,31773
-1,16,0,1.375,,0,,1,,,,27071,,251,0.0588235,0,673,,3,14,28283,5113,,,,,105253,11359,4464,1370,1492,203,1198,4247,2903,44,1354,1606,1350,69,121,2686
-1,5,11,4.6,0,3,1,2,1,505,,19983,1769,29,2,319,488,0,0,5,97975,2919,,,943.429,4658,0,35,1380,62,167,10,350,807,4,98,1236,68,639,21,70,55
-1,15,1,3.93333,4,3,0,3,1,29,,14203,1835,63,0.125,299,342,0,2,15,40658,27101,,,,1835,2774,1472,749,808,578,168,680,165,326,1016,412,29,4353,126,29,728
-1,0,16,,1,,2,,2,14,,,104,,17,333,0,1,,0,,,12.3,207.6,505,,4,1098,1405,257,1312,208,1287,2746,1764,67,29,1180,237,980,116,247
-1,11,5,2,1,1,1,1,1,2806,,7526,383,2655,0.5,225,425,0,1,11,12551,6634,7.33333,,947,,54649,5604,69,2923,1104,7598,2982,5810,102069,51697,81,75,27255,5512,53,3154
-1,16,0,1.4375,,0,,1,,,,7712,,87675,0.0588235,0,1129,,2,14,13016,3916,,,,,0,1613,1185,15540,5816,10098,4585,31691,2982,11343,28951,127813,171553,29124,2586,79023
-1,0,16,,2,,2,,2,48,,,1327,,17,382,0,1,,0,,,32,134,1073.29,2419.6,19,77,231,78,213,16,10,732,146,119,73,30,147,1096,190,4843
-1,11,5,7.63636,2,16,2,20,3,55386,,11355,1253,5,0.5,1010,890,1,0,11,40941,16833,,253.5,537,2609.5,3294,9817,6005,38638,83,66,12946,18736,30244,28639,1539,12912,25888,4499,18,1431
-1,14,2,2.5,0,0,0,1,1,1331,,24340,475,695,0.2,154,1142,0,1,14,48948,21610,,,475,,51010,8675,2704,22764,30737,1193,4398,2665,4365,283,2563,1188,6374,94,11280,2567
-1,9,7,4.11111,1,1,0,2,1,158252,,19206,9619,38,0.8,259,1063,0,1,9,39931,31036,32,,1000.5,23030.5,552,6725,366,107,184,11,1559,5673,836,475,2541,2991,21758,1034,106629,4517
-1,4,12,0.5,1,0,1,0,1,35,,3239,657,53,2.6,253,455,1,1,2,3239,3239,10.5,209.333,841.667,2345,7,30068,3422,867,205,194,17,1229,389,8445,18,11,6,2853,20,54
-1,13,3,1.61538,0,1,0,2,1,54105,,19039,2044,28637,0.285714,269,895,2,1,13,22967,17850,34,,1490,4609,68688,18788,9986,5848,3394,2926,296552,3305,21312,9945,1065,30707,14391,23,14,37
-1,1,15,1,3,2,5,0,2,35529,,163898,13476,9,8,684,1454,1,0,1,163898,163898,,,1535,15466.1,0,218334,39317,25450,1891,1663,82,20,755,2221,1000,83,920,2033,1443,7145
-1,8,8,2.875,1,2,1,1,1,56,,20416,469,22,1,214,640,2,2,7,52430,47707,8,321.667,694.25,,1593,53285,11735,20236,12573,24461,54725,214815,6975,4215,341,63,12,40,478,45
-1,0,16,,1,,1,,1,116825,,,10559,,17,657,0,1,,0,,,29.6667,,760.5,18423.8,12,168,4,1002,481,9646,10,1612,9,7112,17,7,5,6,10132,11390
-1,13,3,1.84615,0,1,0,1,1,6931,,8325,513,6156,0.285714,257,739,0,0,13,9317,9209,6,,767,,0,24760,708,7787,4980,46,2104,4347,1645,2,5505,1118,4136,6304,64,1654
-1,5,11,1.4,1,1,1,1,1,87948,,97673,494,7,2,769,374,1,1,5,101148,126014,21.1667,192,932.333,2315,29649,1439,19998,384,4248,1379,2684,280,7,10,12,8,10,90,1534,1184
-1,13,3,1.61538,1,1,0,2,1,1926,,9998,405,40302,0.285714,559,1066,1,0,13,14772,17234,,405,,,39,2669,14932,51775,2916,9823,8955,20101,25355,4618,1251,2845,192,5756,74759,368
-1,8,8,6.125,0,3,1,2,2,4776,,29724,3202,11,1,1551,3799,1,5,8,97615,34688,,,,3202,0,33230,132,313,67,847,211,3,22,31,69,18,124,49,56,28
-1,6,10,2.83333,0,1,1,2,1,5,,35038,543,5,1.57143,261,516,1,1,6,80364,34997,15,193,1110,2400,81946,11,436579,976,1603,6110,88869,3,6,2871,23,17,284293,137,10,5
-1,0,16,,0,,1,,1,57170,,,1275,,17,727,0,1,,0,,,15.3333,212.6,1327,17864,681199,90,248,37,15,661,71,48,59,201,188,962,32,65,25,45
-1,16,0,1.5625,,1,,1,,,,19177,,433,0.0588235,0,625,,2,14,27216,24194,,,,,29,23074,206,1125,22,902,8557,4975,5591,10300,4309,23,10026,1486,1630,39943
-1,8,8,2.875,3,3,2,2,1,640,,16902,4366,137,1,1182,779,1,1,8,40670,5220,33.5,361,1050.75,30293,31563,2688,323,342,4148,18607,339199,301313,226,168,86,1966,1,4812,14947,10050
-1,3,13,4,2,5,3,4,2,882,,5443,3856,1548,3.5,872,2199,0,0,3,9447,5294,43,,926.75,5798,44860,5,11,4010,26,42,1345,1704,10,1446,1106,362,3,4058,14646,15573
-1,11,5,2.27273,0,1,0,2,1,565,,19192,1338,39924,0.5,484,893,1,1,11,51763,6495,,,1338,,0,601,7160,9620,21314,580,2293,121,165,390,747,122,113,24,1475,1126
-1,2,14,2,1,3,2,2,1,36140,,6075,13504,4653,5,465,689,1,2,2,7132,4972,3,,1037.6,28671.6,0,52785,81,14,9243,2679,652,10054,293,4464,6673,3818,6112,6958,12881,27276
-1,7,9,2.14286,3,4,3,3,2,125490,,42207,1649,11280,1.25,1011,1412,2,1,7,42922,58462,50,157.333,686,4316.33,25,299186,83485,6173,9667,14995,8524,3013,3708,155,1462,1671,1037,66,7591,2671
-1,14,2,2.28571,1,1,0,1,1,739,,19072,103,53,0.2,559,784,0,1,13,36726,32381,,103,,,0,18856,21156,6517,17142,66,7334,5604,475041,192,417,489,20401,68,989,321730
-1,0,16,,1,,1,,1,101817,,,2654,,17,311,0,0,,0,,,11,199.833,896,9195,3,4457,6,1510,6077,1435,2460,4262,4544,4532,6872,37,6945,41,123,78
-1,12,4,1.25,1,2,1,2,2,1407,,7019,218,24755,0.384615,922,1065,0,1,12,7722,4488,4,197,453,,32,169926,105620,3278,8167,60620,34845,4483,35710,48309,735,11320,1307,3836,39179,39208
-1,0,16,,0,,1,,1,25,,,1055,,17,254,0,2,,0,,,35,188.333,1021.25,3854.67,0,205,1239,20,18,22,238,78,9,991,74,3,7418,16,15,1124
-1,5,11,3.8,5,4,8,4,2,86,,56212,1478,31,2,395,2333,2,0,5,152704,73766,43.3333,294,778,4241,8,4560,10074,61,108,5875,1070,188,5356,85,311,2769,7070,40166,125,14432
-1,3,13,1.33333,0,0,0,0,1,70995,,6396,369,22,3.5,271,1153,1,0,3,8536,4256,15.75,83,789.667,2217,2,369112,60063,9,9,14,4454,16,1154,7650,17,20,50446,4,11240,10090
-1,13,3,1.92308,1,1,0,1,1,13,,44286,545,18021,0.285714,463,1706,1,2,12,62162,47532,3,359,1274,,0,791,76,655,7,701,1514,36891,333792,31275,16075,1469,139650,11278,7382,42161
-1,9,7,2.44444,0,0,0,0,1,204425,,7604,142,19668,0.8,489,908,0,1,9,15318,12307,21.3333,134,531,,70866,70184,18,1405,373,5672,7442,10903,143,2742,41523,7765,102,2370,43173,97645
-1,15,1,1.33333,0,1,0,2,1,4093,,20334,464,582,0.125,1518,742,0,1,15,21754,26960,,,464,,478297,20276,8383,29,15729,2869,7589,4354,11543,4093,20151,9929,10306,2678,2968,6006
-1,2,14,3,2,3,3,2,2,62871,,4213,2592,32,5,300,1036,1,1,2,4697,,,219.333,851.75,4603.29,34278,1227,120,1251,16,579,891,280,2531,166,820,113041,53,198845,914806,272955
-1,4,12,6.75,0,7,1,8,1,16208,,32551,2114,21,2.6,297,667,1,1,4,56790,33333,13,,616,3388.5,0,7208,32061,4226,2630,7371,14154,54,104,18,3043,1412,45,5608,1654,9991
-1,16,0,2.375,,2,,3,,,,36916,,271,0.0588235,0,996,,1,16,73873,82807,,,,,14035,5879,7046,47490,64788,21547,15072,67757,4760,681,8302,119541,20432,4087,5983,21164
-1,12,4,2.75,1,3,0,6,1,11382,,14427,1230,625,0.384615,667,578,1,1,12,27545,16057,,303,567.5,3481,149866,12118,22136,132087,17659,49727,75562,583120,10459,12874,13,2010,11637,9939,4,6544
-1,0,16,,2,,2,,1,33820,,,471,,17,450,0,2,,0,,,16.5,295.167,826.5,1929,4,472,8,18,823,7,116,4,4212,3,4,3,8,1311,2882,6
-1,0,16,,1,,1,,1,479,,,1728,,17,457,0,1,,0,,,32.3333,252.75,912.2,5496.5,1626,35,1281,2194,2218,2009,21067,2858,1654,9029,1516,12,80032,9883,4346,4695
-1,16,0,1.875,,0,,1,,,,7005,,21,0.0588235,0,2600,,3,13,13347,6791,,,,,18,12337,42419,16469,19629,7190,27,21508,60342,278208,225,22726,1198,130,20516,1242
-1,1,15,3,1,2,2,0,2,15,,1927,299,5417,8,481,660,1,0,1,4266,1359,25.3333,204.2,,3237,118,26,2211,14441,131237,1608,1504,4064,1236,1678,4119,2804,59,21,50,1558
-1,0,16,,7,,10,,3,1464,,,6810,,17,422,0,1,,0,,,,362,447,7724.86,1468,115,190,1095,140,19,135,1361,33,37,1218,200,7,119,35,4
-1,13,3,3,2,2,4,2,2,486,,11540,1142,81,0.285714,604,396,1,0,13,29516,15617,,,607,2211,0,11531,95,5495,299,7,108,1047,310,1098,6027,1268,1260,720,15952,2132
-1,9,7,3.77778,0,4,0,3,1,1278,,19039,871,171,0.8,983,1387,1,1,9,45487,30045,53,237.5,963.333,2680,9599,5895,11917,14029,20052,44659,37206,31921,7663,14273,4304,34598,28441,1397,7076,2879
-1,8,8,2.375,0,1,0,1,1,140748,,29496,280,24528,1,319,1256,2,2,8,72861,10584,13.6667,160.333,859,,0,60784,232470,127939,121806,105,78982,1891,1151,15899,31657,4,34,8407,63,95072
-1,10,6,2.3,1,2,1,3,1,421510,,7135,240,23064,0.636364,529,1324,0,3,9,12398,10592,28.5,118,513.5,,9,276583,216185,18671,53,111,140728,47781,103790,4636,25421,6319,42778,33,3105,35332
-1,7,9,0.857143,1,1,1,1,1,9369,,3216,521,23979,1.25,614,1928,1,2,6,3216,3828,,235.8,876.75,,8,3,7,19,37829,3,11149,107913,77826,17521,48819,82073,135479,30,24,186798
-1,8,8,1.5,9,1,12,1,2,80942,,52687,8731,17059,1,677,847,2,0,7,89404,55988,57,,1422,11394.3,11,111033,203662,81222,60797,44032,30687,28479,34318,12226,11,6,60,96323,4528,946
-1,5,11,1.8,1,3,1,2,2,338640,,6537,729,1187,2,651,3458,1,1,4,12289,11660,21.5,144,1060.75,3403,109341,1533,103804,6537,3199,10531,9,14050,4746,4859,4715,17900,5479,2474,4676,1722
-1,3,13,3.33333,1,2,2,0,1,47685,,31169,1465,9,3.5,406,595,1,1,3,85025,103795,18,207,1044.57,2875.5,1205,14,7385,366002,5663,288287,46647,6015,2391,1262,5671,1490,11741,4,50361,3307
-1,2,14,1.5,1,4,2,3,2,157280,,611,4957,3168,5,646,326,1,3,1,1719,1719,13.5,89,756.25,9464.43,121182,63,15500,541752,50362,105,67,1220,11472,54957,9980,4072,102,8,2007,3715
-1,1,15,0,0,0,1,0,1,7941,,,755,,8,1060,2019,1,0,0,,,5.75,275.167,926.333,3434.5,7,339633,152,14,11,18,3563,8,168,3925,407,7,5,7,7,6
-1,1,15,3,1,2,2,0,1,148388,,6739,1891,180,8,1542,3131,2,0,1,16359,3857,24.2,268,1135.5,5034.2,0,1228842,1016,69,1253,17,139,510,8052,236,71,2842,86,25,995,69
-1,14,2,1.42857,0,0,0,1,1,5042,,13356,26,130,0.2,179,909,0,4,11,21344,13890,26,,,,0,14628,15604,9023,7193,15838,10353,35358,5687,1793,1061,4741,341,170562,20269,20007
-1,15,1,1.93333,0,1,0,1,1,47,,40978,160,19933,0.125,698,1185,2,0,15,70231,85525,,160,,,0,21235,33058,47,21,8995,292327,34798,41481,56000,17325,11288,82389,20290,181125,122
-1,16,0,2.0625,,0,,1,,,,12397,,19485,0.0588235,0,441,,1,15,20705,16403,,,,,3,38,1201,151,129,1119,461,1023,90,76,76,4277,111,53,1064,1457
-1,13,3,1.23077,0,0,0,1,1,1291,,18099,39,1677,0.285714,1076,661,0,1,11,18207,1135,39,,,,14396,1264,9768,10528,5710,2678,20,207,1072,6161,2543,11,26151,7008,13014,7368
-1,0,16,,1,,2,,1,23289,,,3534,,17,687,0,1,,0,,,1.66667,144,903,7628.71,3146,7300,82114,1038,60622,3,55169,11,2888,82544,18714,16344,45056,38,4,28
-1,14,2,1.57143,0,0,0,1,1,3125,,9392,49,590,0.2,848,4370,0,1,12,14125,8371,49,,,,1348,378,2018,37,364,23074,36,475,1341,2813,784,666,72,3693,628,38
-1,3,13,2,1,1,1,1,2,63082,,1646,399,2742,3.5,520,2469,1,1,3,3036,1555,34,238.8,667,2490,58113,1004,26,1315,2749,68,93,252,223,856,5719,1945,41,26015,16970,1056
-1,13,3,1.69231,0,3,0,4,1,602,,36794,2135,12899,0.285714,502,454,0,1,12,57160,53098,23,,,4246,43381,2954,13347,118,2332,439,1420,12676,4734,5322,981,57147,7082,8198,471,2644
-1,11,5,1.90909,1,2,1,2,2,21058,,34784,676,985,0.5,2254,1852,1,2,11,64700,36573,,236,,2436,0,115,599,3208,1213,131,1281,237,513,421271,5794,742,2665,8328,55065,7149
-1,0,16,,2,,2,,2,22,,,2255,,17,390,0,1,,0,,,32.25,137.4,800,6733.4,580980,169,358,39,851,61,116,399,738,60,184,58,28,5698,1855,223
-1,0,16,,1,,2,,1,4711,,,697,,17,265,0,1,,0,,,26.25,188.143,801.5,2709.33,160602,24,369156,14,771,18,12,187,1239,47,264,17,29,989,406,89
-1,0,16,,1,,1,,1,95982,,,1695,,17,557,0,1,,0,,,1,157.2,886.143,9217.5,64739,99442,8,102,10,9,92,42,272,10,22,628,9,50,445,10
-1,16,0,1.625,,1,,1,,,,7508,,456,0.0588235,0,953,,1,16,13115,11522,,,,,0,1638,355437,1435,1756,139749,41234,47495,199,11513,287910,51987,5600,1510,28929,279
-1,7,9,1.85714,1,1,1,2,1,436767,,32322,884,48,1.25,1184,862,2,2,7,78364,7675,36.6667,275.5,723.5,4966,25,11705,9,20,12,5,52808,60466,30356,4420,11476,100489,175860,125579,61836,87580
-1,3,13,2.33333,5,6,9,6,2,42946,,9962,1063,439,3.5,760,1076,2,0,3,15120,11645,46,301,1132.4,3050.5,164961,17241,40311,21487,4353,16,51,684,3622,176,4212,580,3581,37546,221,2702
-1,2,14,8,2,62,2,50,2,1011,,5588,8473,1385,5,656,880,1,3,2,16794,1583,,,,8473,0,11575,11,5,21,60,22,9,14,195,862,88,15,8,610,19
-1,11,5,1.45455,0,1,0,1,1,68131,,20163,4760,2981,0.5,231,1671,0,1,10,30986,15978,,88,,23447,0,29,4628,89,6767,42,9896,3510,3613,17389,1,74537,2930,308142,567554,11616
-1,2,14,1.5,1,2,2,0,1,369828,,172125,2079,6,5,1966,1209,1,0,2,172641,171609,18.25,240.5,1305.5,10359,839948,33209,1130,9713,85099,66497,23242,21600,24917,1027,1271,3022,8346,1345,89549,69176
-1,16,0,2,,1,,2,,,,25112,,7940,0.0588235,0,970,,1,14,41275,47814,,,,,0,554,1011,1416,4746,697,193,7044,4481,3108,1282,13252,2772,1604,1492,4433
-1,16,0,2.25,,1,,2,,,,21194,,47,0.0588235,0,1242,,2,16,44047,12532,,,,,265,1311,32,36,191,1283,866,90,456,5097,171,55,124,98,3065,1010
-1,0,16,,1,,1,,1,12,,,363,,17,491,0,1,,0,,,22,194.375,810.667,1728,78,84,1029,76,39,282,61,3018,19,11,13,11,11,29,4,3
-1,3,13,1.66667,1,2,1,1,1,5382,,8160,6972,3768,3.5,358,575,0,0,3,9013,7306,8,78,948.2,15768,0,12,3717,22773,11,2,2422,462600,15275,18,164634,28682,7,45,4275,3
-1,2,14,2,1,2,1,1,2,23853,,3433,2649,8,5,704,958,1,1,2,4887,3470,22.3333,209,921.75,5519.33,82416,16835,14,1922,486,43,464,281,1490,4582,31,2817,21,2621,75,7173
-1,1,15,0,3,1,4,0,2,173731,,,1412,,8,556,888,1,0,0,,,6,210.833,827,7470,74425,57460,12,12,33,68,34286,1398,6189,14791,633015,174804,3,1,5,57304
-1,1,15,4,1,1,2,0,2,66566,,118510,4559,3,8,464,888,0,0,1,465166,465166,58,109,848.333,10802.6,38042,99,9,32,2399,17,1778,14,142,16,1322,711,10,589,22,5
-1,12,4,1.08333,0,0,0,0,1,340,,18079,575,9966,0.384615,167,1689,1,2,11,18170,19643,37,257,1003,,2,315,4785,25,1123,37,1859,1123,7383,789,854,19526,28,1209,142,9193
-1,5,11,2.6,1,0,1,0,2,306,,26190,475,7,2,259,631,3,3,5,86754,18155,34.5,177,580,3223,43164,1369,12832,47818,5976,1285,1249,3551,746,672,2312,50569,14263,20,1224,64
-1,12,4,3.08333,1,4,1,3,2,3130,,20611,828,31719,0.384615,507,1108,0,1,12,50902,35117,,70,1080,,0,14694,6867,4422,4353,22,1386,53606,37033,52346,9455,73486,7484,37356,12833,10251
-1,10,6,0.9,0,1,0,1,1,21141,,6701,413,15509,0.636364,636,1501,0,2,8,6716,7595,49,174,564,,151006,24769,7161,3994,13,172,105300,8322,5921,4470,165256,1562,5557,115,64,1251
-1,3,13,2.66667,0,2,1,0,1,131931,,21626,7570,1465,3.5,508,1699,1,2,2,40764,19758,21,226.667,760,13846,0,26,285,3064,7,6950,16,5,4,1204,14860,24070,4,10,6,1331
-1,0,16,,4,,4,,2,245760,,,2588,,17,728,0,1,,0,,,,172.75,666.333,6826.2,370446,10,14,11,21123,51,4412,5641,35,329,1527,22585,8,6,29,20
-1,0,16,,1,,1,,1,308598,,,2679,,17,722,0,0,,0,,,22,213,647.4,7785.8,718,304,29,41263,2663,515730,154033,208,4116,31731,4185,1519,55202,148261,11581,21394
-1,11,5,1.45455,0,0,0,1,1,83166,,2369,335,186,0.5,390,1374,1,2,11,3537,4417,31.5,,1551,,11,6833,1630,225,12755,5776,13107,8315,8770,1198,30247,1531,342,22,31713,11481
-1,0,16,,1,,2,,1,69,,,616,,17,318,0,1,,0,,,15.8571,265.667,638,3754,9,75,69250,1037,8733,86,21,7075,87,2970,5775,85,15494,40385,75048,15711
-1,9,7,1.66667,0,1,1,1,1,75,,4939,1235,726,0.8,332,267,1,1,9,6384,4447,24.5,140,1075,3153,1440,19,636,2176,1561,67,4265,3119,1398,2629,8662,2295,592,699,4179,1728
-1,0,16,,2,,4,,2,26634,,,2534,,17,799,0,0,,0,,,38.3333,319.333,1076,6818.8,1920,27,847,4,25,8,56,36,28,4127,18,4041,4,22,333,3
-1,3,13,5.33333,1,3,1,1,1,14775,,10732,2632,7,3.5,358,576,0,1,3,23118,21645,,187.5,1211,4630.5,14,475,978,8661,103,124,120,1009,1708,15,67,367,9,87,4980,944
-1,0,16,,4,,4,,2,653,,,3273,,17,1013,0,2,,0,,,18.5,186.667,1007,11673.8,507,2042,1010,1257,906,117,568,776,1080,1111,297,937,26,75,101,1876
-1,1,15,0,2,0,1,0,2,681,,,752,,8,343,616,1,0,0,,,8.8,173.2,1329.67,3188.5,719,9,6,163,7748,14,101,188,1084,196,1465,744,2609,148,23,3999
-1,16,0,2.25,,1,,2,,,,55717,,32,0.0588235,0,1282,,2,13,82954,54761,,,,,6,1639,14544,39,4587,721,7908,4136,3908,21635,4172,15999,220,972,30664,2978
-1,5,11,2.6,1,3,1,3,1,159911,,40200,1708,194,2,1073,790,1,1,5,81978,20836,27.5,330.667,546,15006,0,274,37361,930,51,5854,5807,192,56,60373,1160721,4565,7117,960,19105,29686
-1,0,16,,5,,7,,3,985,,,4947,,17,1060,0,1,,0,,,,326,830,6490.09,0,2383,313,225,567,12,141,67,66,48,281,11,1201,364,1975,1013
-1,4,12,2.25,2,2,1,1,3,1945,,5970,3281,24009,2.6,482,409,0,0,4,8535,3360,35,238.75,1095.5,8228,46,2,46068,2,8440,3248,15480,4357,3010,2920,8,1427,9,27,9055,1169
-1,5,11,2.6,1,1,1,1,1,522,,39070,519,43,2,370,963,1,1,5,57523,68328,19.8333,100,775,2308,4703,1141,18552,1381,8748,97191,39026,37004,5561,206391,2287,11693,338383,79605,11,22
-1,0,16,,2,,2,,2,3490,,,2159,,17,261,0,2,,0,,,37.3333,136.333,914.167,7133,1501,5768,344152,471,8174,284,24138,70831,29074,49892,37,294,1254,15645,303,14335
-1,3,13,4,0,2,3,1,2,19258,,9696,11327,37,3.5,240,373,1,0,3,23696,21947,,,808.2,17901.9,1720,5,3789,3528,5741,1075,18656,4280,9,368,1254,11363,4414,12023,4052,16996
-1,10,6,2.1,1,1,2,2,1,166697,,12888,8172,63980,0.636364,839,675,0,0,10,20883,19855,,,587,15757.3,0,49010,242,6762,21863,25,134033,8636,10059,28687,81,192713,77681,12,2865,2887
-1,2,14,1,1,1,1,0,1,1968,,360,2963,3135,5,514,979,0,1,2,360,303,16,201.6,1166.67,7391,0,80,25,132,1870,2229,1386,29151,5735,71658,143906,340,60,39890,187680,1091
-1,3,13,3.33333,2,2,3,1,2,22,,10225,692,51,3.5,390,571,0,4,3,22254,11635,20.75,189.667,655.667,2841,146846,20472,1310,457,6072,2272,79,32927,138025,82042,87,5726,87,336,861,3725
-1,16,0,3.6875,,2,,2,,,,35435,,21,0.0588235,0,942,,1,16,79915,56494,,,,,84,59166,6776,1674,12755,7135,154,27555,2678,30486,31710,273425,17096,132511,19050,128342
-1,4,12,1.5,1,1,2,0,2,183,,7451,1179,16562,2.6,332,1649,1,1,4,9121,7754,7.75,117,1284,2855.5,0,11303,1509,38,71,516716,30055,41138,489,4,8,15,5,1563,1347,49
-1,16,0,1.75,,0,,0,,,,18381,,30,0.0588235,0,1608,,1,15,21050,3801,,,,,6,1614,8732,59,513,2070,3163,5446,12429,9363,120779,67,47622,2635,2946,11270
-1,10,6,1.8,1,1,1,1,2,467204,,10873,327,419,0.636364,488,653,0,2,10,17086,14702,1,108,818.5,,251766,21646,32828,28,5,37345,1363,57776,1688,4270,15812,44584,3,16110,7149,25981
-1,3,13,6.33333,6,20,13,14,3,12216,,3315,4826,29685,3.5,939,1387,3,1,3,9142,2060,63,192.667,1341.67,12106,-574,1635,203,121140,176700,238,121148,26476,4112,1053,65,99349,58051,669,594,1512
-1,15,1,4.66667,0,3,0,7,1,72,,42034,1056,4,0.125,560,917,1,2,15,110261,70261,,,1056,,7863,698,303,72,66,226,8460,2399,2153,197,12487,9647,11782,6829,240,1309
-1,9,7,2.22222,0,1,1,1,1,266889,,73761,909,590,0.8,242,534,0,1,9,139550,125720,13,,705,3520,0,17212,68,39,233,3860,800,3149,515,1854,8,322042,4643,5239,5,30771
-1,0,16,,1,,3,,2,259127,,,3764,,17,456,0,0,,0,,,14.5,358,1003,5257.45,0,10,131075,66,668,1047,1156,4,9987,305162,11,431401,17434,39754,10119,260310
-1,3,13,1.33333,2,2,1,0,2,130,,56436,3522,10,3.5,1100,878,2,3,2,89782,63500,39.5,201.667,1004.5,20500.5,29,1451,13,110,1008,248,16,1621,250433,289206,1922,44429,54788,10197,1411,1605
-1,13,3,1.61538,0,2,0,2,1,202585,,3021,73,48986,0.285714,329,630,1,1,13,3847,3539,24,172,,,6,365911,2090,9367,1416,1469,18493,55,4345,1576,34314,22434,10051,4347,51075,96416
-1,4,12,2,15,5,37,3,3,7292,,3779,8145,405,2.6,594,818,2,0,4,4227,3886,,388,596,11409.9,19045,43723,16507,244,218,3785,111003,699,908,178,1878,903,11454,3034,7162,132494
-1,0,16,,1,,1,,1,102684,,,987,,17,621,0,1,,0,,,14.5714,195.75,680,4518,153322,23,27313,8168,14,70,24,10289,14,99,73,12200,101,36258,3,28
-1,0,16,,1,,1,,1,38834,,,688,,17,326,0,1,,0,,,28.3333,171.833,969.167,4079,130912,12,1208,1789,5,3,3,1277,10,53,1122,439,202,46,533,1914
-1,16,0,1.1875,,0,,1,,,,8485,,474,0.0588235,0,770,,2,15,10535,11034,,,,,1,1696,2367,326,28,44692,54328,646622,7582,2878,6825,1954,1110,1076,6038,2892
-1,1,15,1,2,0,3,0,2,21,,5503,4740,3,8,218,362,1,1,1,5503,5503,,193,1445.33,6182.6,44315,12,78,137,4068,450,249,5,688,134,9970,6186,1752,655,7,449
-1,16,0,2.9375,,1,,1,,,,19775,,10293,0.0588235,0,1416,,1,15,48823,26732,,,,,0,6023,2708,7405,1457,9769,8892,10661,3727,1167,5822,297,169879,53183,21733,17213
-1,0,16,,2,,3,,2,20865,,,3416,,17,856,0,2,,0,,,28,156,729.667,12431,13,268124,5503,30214,399191,1145,8681,24704,56,187098,2810,71751,8781,72194,7,50232
-1,11,5,2.18182,0,1,0,2,1,496911,,16347,1042,71,0.5,1354,1804,1,4,11,28611,12889,,83,,2481,48,17191,112725,4356,9696,307,11378,4107,248,1543,6755,99,26018,14631,2584,7245
-1,6,10,2.66667,2,1,2,1,1,409,,22460,5620,86,1.57143,648,1608,0,1,6,46985,15641,,,748.75,10491,17706,383,20135,10767,24,21869,27264,1351,335,76527,942,1919,49,1349,993,291
