#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9
-1,6,3,3.66667,0,3,0,1,1,105,,101800,628,2,0.571429,512,388,0,2,6,234713,106573,,,628,,4,58,1298,187,30,4358,169,69,1236
-1,9,0,2.33333,,0,,0,,,,7434,,22,0.1,0,553,,1,9,16389,20622,,,,,13,4914,321846,568,2926,5006,2243,9425,14495
-1,1,8,3,2,3,2,0,1,344676,,1167,5456,28657,4.5,456,365,1,2,1,1696,1696,,192.333,1556,13689.7,0,1294,439,3990,99,1739,871,840,2634
-1,9,0,2.44444,,1,,3,,,,49330,,5,0.1,0,441,,2,9,78826,48167,,,,,12698,1178,702,121,5560,6914,4768,5068,2531
-1,4,5,1,0,0,0,0,1,5581,,3625,296,9249,1.2,307,514,1,0,3,5127,2124,28,442,490.5,,0,24745,2952,10,3128,4,5798,19,5
-1,1,8,1,4,1,9,0,2,10346,,12755,859,11123,4.5,562,1107,1,0,1,12755,12755,25,168.5,803,2828,19,9,64,209,115,18,806,7,8
-1,2,7,4.5,2,1,3,1,2,100404,,30115,5190,6,2.66667,899,974,1,3,2,120289,89939,55,,709.5,8713.5,0,30085,3626,20,27061,32659,10597,5827,37
-1,0,9,,1,,1,,1,7014,,,604,,10,720,0,2,,0,,,30.4,280,1102,2801,0,21645,4295,1625,1205,321,6,6889,208
-1,1,8,2,2,2,4,0,2,7830,,2045,10773,40,4.5,495,661,1,0,1,3361,3361,8,80,1481,24120,23,16,22,25,3389,3307,30480,11285,23067
-1,0,9,,1,,1,,2,11233,,,3013,,10,450,0,2,,0,,,,263,810,7785,2,2622,8,7,4,5958,390,4,4
-1,3,6,2.33333,1,4,1,2,1,241582,,4075,573,46115,1.75,541,670,1,1,2,11919,11359,62,270.333,,1992,85,84661,3113,4612,18295,26,94,50510,15491
-1,4,5,3,1,3,0,1,2,2800,,14382,942,62,1.2,445,446,0,1,4,40865,40865,35,211,1197.5,2070,10,266,3,5318,5,8,96,1758,4222
-1,1,8,2,2,0,2,0,2,117,,1824,1962,11,4.5,291,1953,0,0,1,2303,2303,1,179,981.5,4516.33,0,10029,496,7,3,1007,349,1085,399
-1,2,7,1,2,1,2,1,2,14711,,1000,6914,868162,2.66667,465,1104,1,1,2,1000,,,404,466,9506.2,13379,12,6,9898,41,41,2578,14973,9955
-1,1,8,1,3,0,2,0,3,11,,2491,4864,13,4.5,663,1953,1,2,1,2491,2491,,142,,6752.4,114,24,197,43,112,248,583,75,8
-1,0,9,,1,,2,,2,36008,,,3846,,10,575,0,0,,0,,,62,156.667,,6817.2,0,2768,37,599,53,3,122,5,3
-1,3,6,1.33333,0,1,1,0,1,10,,92967,693,18,1.75,321,304,1,0,3,93425,93425,15,,1032.5,,0,5844,1242,4769,4,108,782,190,9
-1,8,1,2.25,0,1,0,1,1,9,,13961,122,7,0.222222,428,632,1,1,8,21204,18374,,122,,,21762,14262,6059,15963,2381,26226,9,14155,175
-1,0,9,,3,,3,,2,9643,,,9837,,10,312,0,0,,0,,,,270,565.5,15459,141,224,2089,11,105,908,6582,1664,71
-1,0,9,,1,,1,,1,349,,,597,,10,604,0,0,,0,,,21.1667,335,1395,3512,24199,259977,2315,2176,792,598,24,92,74
-1,0,9,,1,,1,,1,13,,,489,,10,355,0,1,,0,,,36.3333,93,840.6,,2611,73,47,19,6,1127,64,133,40
-1,5,4,1.6,1,3,2,6,2,4239,,44822,368,17532,0.833333,282,465,0,1,5,44847,103201,45,352,723,,158499,10023,72189,8498,22851,2745,8610,1621,66041
-1,8,1,1.875,0,2,0,2,1,4113,,4614,125,85651,0.222222,594,801,0,1,8,6560,6518,,125,,,0,26,101,4012,231,66,15545,4639,53
-1,2,7,2.5,1,1,2,0,2,1910,,28566,1426,6486,2.66667,550,1965,2,1,2,96477,1634,26,,603.333,2714.33,18,54264,6,97,7,12839,9,17,260
-1,2,7,3.5,0,2,1,0,1,1194,,3576,307,7,2.66667,659,1314,2,2,2,14072,26688,37.6667,130.5,889,,8,5716,1138,10,105,63,65,23,5
-1,7,2,2.71429,0,2,1,2,1,1309,,34547,5758,17,0.375,90,348,1,1,7,78064,46374,,167,,11349,8601,28937,78105,2751,2609,29153,24173,12925,109705
-1,3,6,2.66667,2,2,2,2,2,165571,,3623,398,1468,1.75,763,350,1,0,3,4390,3742,,121.333,674.333,,24,534348,23484,701,337,37322,40,79935,158022
-1,5,4,1.6,2,3,3,2,1,136391,,13455,2959,15851,0.833333,106,493,1,0,5,20978,10903,3.5,343,,11487,0,34,234662,46769,10853,8322,117845,49,28973
-1,7,2,1.14286,2,1,2,1,2,481010,,100009,782,42,0.375,386,657,0,2,5,103356,121170,,106,1457,,14,6847,88362,70189,33310,6919,275,14702,6655
-1,3,6,2.33333,0,1,0,1,1,149756,,2350,324,496,1.75,397,794,0,1,3,4326,1034,50,175.25,1193,,614673,39152,28567,47381,15140,1270,1373,238,4935
-1,0,9,,2,,3,,1,10468,,,602,,10,469,0,1,,0,,,15.5,252.5,726.25,1973,1046779,45,142,42,727,512,140,246,3993
-1,4,5,2.5,0,2,0,2,1,273098,,15993,1107,5980,1.2,708,769,0,2,4,41735,5554,,250,775,1866.5,130618,26207,1092,1487,89466,82570,10,62,70085
-1,8,1,2.125,1,0,0,1,2,61977,,4391,103,5653,0.222222,2846,545,0,1,7,8046,1460,,103,,,2,7771,23773,323,71729,53326,2948,5702,1793
-1,0,9,,1,,1,,2,1332,,,613,,10,415,0,1,,0,,,24.6667,250.5,976.667,2015,10412,18,20,8,7,2294,4,4,3
-1,1,8,1,0,0,0,0,1,61,,16,363,868,4.5,574,1131,1,1,1,16,16,13,,485,2339,747083,1670,2447,48,4553,313,88,1610,49
-1,8,1,1.375,0,1,0,1,1,379,,12788,743,746,0.222222,168,429,0,3,7,19426,10064,,,743,,5,29108,13,13292,18909,28321,5494,100806,117274
-1,6,3,4.33333,1,1,1,1,2,949,,23192,634,18,0.571429,444,763,0,0,6,68958,23178,,371,766,,77713,2758,70470,6074,38726,104969,52061,8507,28927
-1,4,5,2.25,1,4,1,2,1,86722,,2782,399,22898,1.2,591,2445,1,0,4,5406,2873,,245.333,630.5,,30379,75363,9225,716,25522,1140,135786,57236,9060
-1,4,5,3.25,0,3,0,2,1,202048,,22352,561,8,1.2,332,358,0,0,4,60660,58799,11,283,837,,323084,71595,271,188,91,3820,5876,216,3914
-1,6,3,0.666667,0,1,0,1,1,1906,,3753,53,1432,0.571429,630,1857,0,3,4,3753,3753,53,,,,13,31627,1661,10369,1134,65063,2923,26980,1650
-1,1,8,1,1,3,1,0,2,12,,1434,3485,31,4.5,426,724,1,0,1,1434,1434,21,393,841.5,12051,8,7,19,346,6,9,4110,5181,5
-1,0,9,,0,,1,,1,3462,,,442,,10,392,0,0,,0,,,22.3333,170.333,773.5,1855,23198,17,2804,12,9,35293,7,30,539
-1,1,8,2,1,2,1,0,1,3035,,17043,3177,11,4.5,210,3693,3,0,1,34085,34085,,211,1221,5149,36,4255,1862,9621,2927,1552,4162,1533,4
-1,4,5,4.5,4,13,6,8,2,88608,,4106,5679,11,1.2,370,231,0,4,4,10634,7085,26,,620,9249,28909,1593,948,1511,8712,1190,24643,11698,538443
-1,3,6,1.66667,0,2,1,0,1,528,,40874,403,20,1.75,272,2208,1,2,3,57174,57174,16,184.5,676.667,,7,97575,15806,1301,10,3,6,4,5
-1,7,2,1.14286,1,1,0,1,2,696,,979,46,5135,0.375,252,363,0,3,7,1531,428,46,,,,172260,70783,41,385784,8530,7416,1351,4154,55041
-1,3,6,1.66667,0,1,0,1,1,135213,,20294,632,25589,1.75,363,967,0,0,3,35068,14759,24.6667,,766.5,2184,9,136270,1646,13034,4020,7200,9292,274873,5691
-1,1,8,0,1,0,1,0,1,614552,,,1463,,4.5,1706,706,0,3,0,,,,187,909.25,3847,5504,33121,31433,100856,20191,1481,90558,25843,60592
-1,1,8,1,1,2,2,0,2,24,,378,909,15,4.5,687,1741,1,0,1,378,378,46,147,897,2590.5,191690,11013,3047,740,7828,29,6,10226,63199
-1,1,8,2,2,6,2,0,1,1947,,30504,2442,4392,4.5,946,1380,2,0,1,57436,3572,34.5,304,1408,8573.5,73832,19,3425,24,5711,2739,5177,2620,3764
-1,5,4,4.4,4,3,6,3,2,5515,,17398,1824,8,0.833333,682,1070,1,0,5,58132,26335,,85.5,,3562.5,17,8864,12956,27,102,943,363,1380,2505
-1,2,7,1.5,5,3,6,1,2,1003,,10938,383,48679,2.66667,1338,1427,2,0,2,11908,9968,33.5,306.5,667,,8,8622,20139,16104,6,93,5336,7,7278
-1,0,9,,1,,1,,1,110457,,,781,,10,530,0,1,,0,,,24.6667,210.5,938,3719,0,106694,19,20789,12,42,590,72,62
-1,2,7,3,2,5,2,0,2,5163,,8527,5008,9,2.66667,1589,845,0,0,2,22876,5834,,316,757.333,10822.7,58,2653,7,4773,8798,1399,1136,300,17
-1,1,8,9,0,6,1,0,1,5054,,60392,4287,5,4.5,242,897,1,1,1,465166,,,157,1429,6749,22,3688,558,2337,5754,3563,681,12,11721
-1,1,8,1,0,0,1,0,2,4,,1815,280,230,4.5,441,846,1,0,1,1815,1815,20.6667,332.333,589,,0,97,1664,9,4,5,7,8,5
-1,8,1,2.375,0,1,0,1,1,508,,35997,1288,9,0.222222,606,603,0,0,8,59288,42039,,,1288,,0,508,12709,143448,7263,1948,885,811,1092
-1,8,1,2.5,0,1,0,1,1,807,,5882,216,121,0.222222,1337,863,2,1,8,16795,16114,,216,,,10,6125,2938,293,857,6215,3142,778,29
-1,8,1,2.375,1,3,0,2,1,915,,14780,1290,534,0.222222,418,693,0,1,8,24215,18722,,,1290,,0,27621,13536,7786,134193,106559,153655,274179,21
-1,2,7,4,1,5,1,2,2,411,,14829,4249,10,2.66667,657,574,0,1,2,27612,15473,13,,511,8318.67,0,45,1466,395,619,72485,17,1321,20
-1,0,9,,3,,5,,4,27,,,2886,,10,342,0,1,,0,,,,192,905.5,6425,0,21487,18517,32232,152554,61548,70475,73,45051
-1,6,3,3.16667,0,1,0,1,1,62250,,48521,13707,18,0.571429,418,573,0,1,6,72641,50279,,,1191,19965.5,0,719,513,136,45,2,5945,650,935
-1,0,9,,5,,9,,2,310268,,,1056,,10,1154,0,1,,0,,,6,200.333,1158,2710,8,3,64,62874,155318,26501,5,1,253766
-1,1,8,2,1,0,1,0,2,20,,2202,797,415201,4.5,206,571,1,1,1,4213,,11,176,891,2447,12442,409299,113,20,5,3,26,3017,3
-1,3,6,5,0,4,1,4,1,68,,24572,4926,32,1.75,415,678,0,1,3,135320,1539,26,,,7376.5,0,102097,11270,115076,100392,4243,15,32446,487412
-1,1,8,2,1,5,2,0,1,13725,,1959,3224,13,4.5,518,2503,2,0,1,2653,,8,220.5,873.5,11792.5,388690,251,2676,1389,4422,1339,29,7,1403
-1,1,8,4,0,3,1,0,1,7221,,4799,197,1,4.5,233,184,0,0,1,8581,,33,212.25,630,,7,3,10,3,3,122,41632,1907,3
-1,2,7,1,1,0,1,0,1,15,,29817,1486,58,2.66667,489,1495,1,0,2,29817,29817,13,122,1532,4245,5,1312,632,16,18,9437,15,34,45223
-1,0,9,,2,,2,,3,114700,,,6886,,10,869,0,0,,0,,,,,1155,8796.5,7,27,1118,15,14,8,10,298,3948
-1,2,7,3,1,1,1,0,1,616,,32137,4058,56,2.66667,458,387,1,1,2,110332,,,268,1121.67,8257,167696,27643,44,5381,217,39,27,1279,4787
-1,7,2,2.85714,2,6,1,5,1,98751,,18158,5438,65,0.375,538,577,1,2,6,55657,14345,,,1068,9807,0,198524,85525,185160,44474,4811,1121,4154,4517
-1,7,2,1.57143,2,3,2,2,2,44003,,2669,443,10716,0.375,752,1182,1,1,7,3634,5702,,316,570,,60272,112,2771,26,19040,8528,2900,197,4015
-1,0,9,,6,,7,,3,8016,,,1510,,10,918,0,1,,0,,,,134,921,3769.5,0,7092,4223,2322,7,349,1089,569,132
-1,7,2,1.42857,0,1,0,1,1,267,,22914,173,304,0.375,1100,3047,1,0,6,27449,27075,,173,,,0,90,38,22,444,1495,48963,106,22
-1,7,2,2.14286,0,1,0,1,1,15229,,2941,647,1297,0.375,893,3453,0,2,7,6156,1285,,,647,,4934,279,1759,913,15939,23120,3432,796,2828
-1,1,8,1,1,2,1,0,2,28589,,214774,2033,34,4.5,268,1644,1,5,1,214774,214774,,310.5,931,3170.25,0,35954,7,54251,310,28,48,567,792
-1,1,8,3,2,0,3,0,2,93,,27110,1654,5,4.5,561,1768,1,0,1,69440,9779,,210,523.5,3370,0,12,2,1588,25,1072,11,1752,1238
-1,4,5,1.75,1,3,0,2,1,361257,,26276,1807,80,1.2,775,1963,0,0,4,42883,17169,16,128,765.5,7362,325599,69125,54265,44871,106938,5477,279469,19265,258900
-1,9,0,1.22222,,1,,1,,,,7409,,4086,0.1,0,475,,1,9,7991,11761,,,,,23,291,2561,40,237147,774,11696,11975,8827
-1,8,1,1.875,0,0,0,1,1,5,,29335,5,52409,0.222222,200,560,1,3,8,39656,39656,5,,,,2373,3491,132636,51825,5292,272,52682,183631,321691
-1,1,8,2,0,2,0,0,1,32864,,137847,1371,362,4.5,557,9076,1,8,1,271982,271982,14.5,203,838,4111.5,16,7,10,12,29,19,32,11,47
-1,2,7,0.5,1,0,1,0,1,156317,,171,671,1059,2.66667,622,953,1,3,1,171,171,,228.6,1163,2393,21,185242,41753,54156,1059,90580,61,21,998
-1,0,9,,1,,1,,1,672,,,469,,10,327,0,1,,0,,,13.5,101,798,,4,34,187257,11369,1413,34,8,23,17
-1,1,8,1,1,0,1,0,1,81766,,31,1194,8,4.5,234,490,2,3,1,31,,59,241.5,1071,5734,44,4547,66185,74,138,727,33567,10141,1179
-1,6,3,1.66667,0,1,1,1,1,16,,28789,1766,3,0.571429,274,609,0,2,6,57308,30775,,73,564,4661,0,101899,19493,62029,65594,71948,50927,21180,7
-1,0,9,,2,,2,,2,32,,,14133,,10,277,0,1,,0,,,,280,1120.5,22108.8,1072,10,67,6,82,52,5,3031,9978
-1,1,8,3,3,16,4,0,2,39254,,10273,6498,334,4.5,582,1456,2,4,1,25943,25943,,99,,7778.2,42,169,1134,1589,60393,18718,136,1165,50636
-1,1,8,1,1,2,2,0,1,26,,133,1515,17,4.5,531,1089,1,2,1,133,133,11,84,,2970,15,74,65,66,237,4754,681,17,611
-1,0,9,,5,,6,,3,532,,,7731,,10,867,0,1,,0,,,,88,1203,13176.6,0,107,41,25,1222,22,35,1021,1630
-1,7,2,2,3,4,0,6,2,195916,,41599,1116,70,0.375,301,1830,0,0,7,83567,62380,,,1115.5,,0,469594,1221,7863,43678,48,426,11257,379
-1,9,0,1.11111,,1,,1,,,,20624,,15,0.1,0,1024,,0,9,23174,21028,,,,,0,15725,71990,87,19066,1613,831,305700,40
-1,0,9,,2,,3,,3,299,,,4162,,10,313,0,1,,0,,,,,943,5235.5,255,800,405,12,3073,712,149,3381,549
-1,9,0,2,,0,,1,,,,1915,,42457,0.1,0,371,,3,7,3105,3622,,,,,0,11491,1369,194,110,67,2558,16153,1097
-1,2,7,2,1,2,1,1,2,48,,5603,75,9,2.66667,476,1112,2,5,2,6688,5679,16.6667,428,,,2713,4304,993,758,3547,9321,69,1315,2503
-1,9,0,1,,0,,1,,,,21338,,12,0.1,0,1976,,1,6,28498,,,,,,38,1174,3033,4343,5616,1597,5427,1495,5025
-1,8,1,2.125,0,1,0,1,1,810109,,23320,1769,52,0.222222,714,490,1,1,8,32948,19568,,,,1769,0,276534,30647,3804,143,20367,21539,8628,89077
-1,6,3,0.833333,0,0,0,0,1,489,,2166,44,1576,0.571429,348,1735,0,1,5,2166,2166,44.3333,,,,9025,86319,5176,4647,319611,1204,7147,2894,83465
-1,6,3,2.33333,1,1,0,1,1,31769,,22956,249,15,0.571429,600,1716,0,2,6,38019,20762,,249,,,382,1073,32,52,223,66,1177,2818,220
-1,5,4,1.2,0,0,0,0,1,531700,,5543,2248,103083,0.833333,272,1212,0,1,5,8699,8699,,86,,3328.5,2,190483,42810,13203,336224,362260,150868,934,34005
-1,9,0,1.66667,,0,,0,,,,11645,,64,0.1,0,992,,2,9,16713,13274,,,,,0,138,74907,4730,2582,5924,25678,89267,1152
-1,1,8,1,2,4,2,0,2,15819,,531,4914,40,4.5,751,1672,1,0,1,531,531,,147,1044.33,10372.7,192016,646,5123,1461,20,1157,45835,124371,16
-1,9,0,2.77778,,1,,1,,,,29568,,14,0.1,0,543,,2,9,65731,66037,,,,,0,1424,14523,7065,3876,1836,5443,2156,20981
-1,8,1,3.875,0,2,0,2,1,1243,,34317,40,27336,0.222222,243,524,0,0,8,50551,25389,40,,,,0,1205,36,1,26717,39055,17172,526030,918397
-1,3,6,2.33333,0,1,0,0,1,140927,,20952,3529,6,1.75,677,799,1,1,3,56941,44258,1,362,766,10020.5,9750,420370,3,1447,33181,9634,10435,11,1457
-1,9,0,3,,2,,2,,,,24290,,2854,0.1,0,654,,1,9,52289,32413,,,,,10,45967,39371,1003,16315,52624,9852,2467,596
-1,8,1,2.5,0,2,0,5,1,2,,9367,117,5,0.222222,451,1317,0,2,7,25413,5286,,117,,,176255,8958,60146,1322,5632,65,2831,2,411457
-1,9,0,1.11111,,0,,0,,,,6330,,40619,0.1,0,1317,,1,8,7599,5692,,,,,19829,1407,10180,56088,11620,38136,16478,270,1825
-1,4,5,2.5,2,6,2,7,4,52740,,12488,1656,100,1.2,738,1926,0,0,4,28294,3313,,243.667,,3775.5,1,702855,7,317235,25142,36791,4367,89310,16580
-1,9,0,1.88889,,0,,1,,,,6232,,6,0.1,0,731,,2,8,9084,30678,,,,,4,268,706,1631,1689,1026,3331,108,80
-1,5,4,2,2,2,2,1,1,56732,,5978,584,17893,0.833333,516,1490,2,1,4,19953,19953,24.5,,1143,,12,67428,17172,113936,2328,888,9982,274,47334
-1,2,7,2.5,1,0,1,0,2,9713,,12308,4909,7,2.66667,158,714,1,0,2,29176,17248,16,199,1227,8230.5,53,304121,14147,90570,20251,4,283698,155936,16
-1,9,0,1.66667,,1,,2,,,,30454,,294,0.1,0,637,,2,9,35520,30142,,,,,12,110,25,105,11189,5247,4882,1510,29374
-1,2,7,26.5,8,35,10,18,2,48986,,19938,10068,6,2.66667,289,375,1,3,2,146744,26597,,287,1152,22245.3,30520,6997,2854,231,8332,1411,42,2990,5
-1,1,8,1,1,1,1,0,1,29719,,1362,138,2420,4.5,1306,1064,1,0,1,1362,,10.25,142.333,638,,56,3462,176,9363,551,67,31,49,48
-1,9,0,1.55556,,1,,1,,,,23842,,19437,0.1,0,443,,1,9,29836,34645,,,,,0,18417,5699,364,5708,8338,2909,1794,35992
-1,4,5,2.5,0,1,1,2,1,151,,19172,3634,17,1.2,272,972,0,1,4,40178,,,331,753,5696,0,1082,1387,434,11577,973,12,7575,20059
-1,9,0,2.44444,,1,,1,,,,17479,,14,0.1,0,1378,,1,9,41682,13579,,,,,5,38847,8955,12547,38854,37,3573,11613,879
-1,0,9,,18,,39,,5,3540,,,9024,,10,681,0,1,,0,,,,,1156,10007.2,31,5606,715,754,17,10,6,63,3112
-1,2,7,1,1,1,0,0,1,1984,,1752,569,5547,2.66667,546,1446,2,4,2,1752,1752,66,194,1144,1999,93219,3032,9397,28,42,4,38,57,11
-1,9,0,1.11111,,0,,0,,,,18992,,16,0.1,0,526,,0,7,20304,23002,,,,,4,43228,4187,1838,6911,1341,3049,5766,87
-1,5,4,2.2,1,1,0,0,2,232899,,3471,224,97,0.833333,1161,579,1,0,5,4850,4439,6,,660,,4,2099,4633,13006,7603,2919,8714,5714,954
-1,2,7,1.5,7,3,13,2,2,237166,,489,3317,118,2.66667,713,1605,1,1,2,502,840,,,784,9649.5,33954,177005,53807,86153,58,119229,419,34745,25570
-1,3,6,2.66667,4,7,4,8,1,255123,,21740,3084,690,1.75,1266,1523,1,1,3,43785,593,,92.5,862.667,15732,96767,229351,209345,16349,10874,11257,50743,86,121143
-1,9,0,1.77778,,1,,2,,,,6079,,2689,0.1,0,1012,,1,9,9037,5627,,,,,59179,2409,439,1549,1192,2641,2972,26,1724
-1,4,5,2.75,2,1,2,1,2,98,,14347,1004,1896,1.2,680,1488,0,2,4,24194,5546,,241.5,997.5,2542,34455,488044,4245,371,108996,29208,18823,58523,63435
-1,3,6,0.666667,1,0,1,0,1,270703,,61,1153,4231,1.75,1437,2333,0,2,2,61,61,54,243,,3163,353331,16,21450,58908,76561,967,161617,58766,74821
-1,9,0,1.11111,,0,,1,,,,70721,,40,0.1,0,1011,,2,7,72213,8057,,,,,7,90828,38687,20314,50428,155088,137,101066,6892
-1,0,9,,1,,1,,1,22,,,3557,,10,451,0,1,,0,,,,168,586,5146.25,51125,791,47,73,224,3310,25,4,3546
-1,0,9,,0,,1,,1,369,,,75,,10,464,0,1,,0,,,24.1667,178,,,22833,5,6,10,6,213,5,40,40
-1,9,0,2.22222,,0,,0,,,,4652,,18,0.1,0,2536,,3,9,6901,7674,,,,,8312,2812,1618,7223,315,2576,236,1024,89
-1,9,0,3.33333,,3,,3,,,,39707,,3,0.1,0,404,,1,9,78408,,,,,,0,40339,52968,9770,10178,2735,6996,22038,1392
-1,6,3,3.33333,2,3,1,2,1,967,,19129,214,180,0.571429,228,681,0,1,6,81170,13775,,214,,,0,9633,66328,2870,184583,29,8746,311020,2539
-1,7,2,3,1,3,0,4,1,70,,26746,110,53,0.375,131,716,0,2,5,65102,178995,,110,,,1,38775,68061,35,333757,28833,85185,766881,80065
-1,6,3,1.66667,1,1,0,1,2,19,,6249,859,6247,0.571429,547,3954,5,2,5,12315,3163,34.5,,,2507,16,28656,51953,50786,161153,49043,38466,243562,128431
-1,3,6,3,1,0,1,0,2,1530,,5336,3598,18,1.75,691,889,0,1,3,12563,360,11.6667,360,,20832,2,1371,80,1503,6802,53,21,1702,1126
-1,1,8,2,2,2,3,0,1,26,,8591,980,5,4.5,573,3654,1,0,1,15985,1197,33,154,,7363,42,28,38,200,1386,2675,62,3210,1012
-1,1,8,1,1,0,1,0,1,15,,31,577,499,4.5,212,443,1,0,1,31,31,13.3333,327,1130,2213,162953,9720,4813,5,15891,992,3,40218,99919
-1,4,5,2.25,2,2,3,3,1,6928,,41716,322,106,1.2,486,1013,3,2,4,92430,136074,22,125,1316,,319513,292075,34473,16138,37087,10,252372,44,2588
-1,1,8,13,1,2,1,0,1,1882,,4637,6664,17,4.5,305,1091,0,1,1,22365,,,136,909.6,24315,2597,14380,30,17,4021,6,19288,162668,77966
-1,0,9,,0,,1,,1,73450,,,1094,,10,426,0,1,,0,,,15.5,135.5,828.5,2630,11,305365,24,612,13,10,8,382,7
-1,2,7,4,0,0,1,0,1,553,,12616,1033,4,2.66667,486,1135,3,1,2,26484,1944,1,193.333,478,3087.5,2723,12,1197,47,194,12,12,1144,53
-1,4,5,3.25,2,4,3,2,3,177567,,44464,1230,24,1.2,351,468,1,2,4,95764,74809,21,300,1382,3063,31,50689,3368,9315,9997,55082,998,1875,245
-1,3,6,3,2,1,1,1,1,576,,22921,2387,18,1.75,317,2064,1,2,3,70664,67801,,271,689.5,6199,4,7618,2487,1059,4649,1164,3034,105,4604
-1,2,7,1.5,2,2,1,2,1,201963,,3059,241,15,2.66667,1092,358,1,2,2,3807,,9.33333,147,1218,,0,1272203,4559,3997,3840,6,849,1189,222
-1,3,6,0.666667,2,1,1,1,2,647760,,26092,2698,5200,1.75,577,314,0,0,2,26092,,,104.5,1021,6968,1074254,2322,10391,1569,4432,107893,7,13126,65990
-1,0,9,,1,,1,,1,43494,,,914,,10,1211,0,1,,0,,,7,198.5,652,6110,4,2911,37415,407966,862550,8,65,80035,545
-1,5,4,2.8,2,2,2,2,2,75200,,3716,3562,522,0.833333,512,1020,0,0,5,9563,1757,,,1208,5915,62495,132,2605,4467,37,146,194,564,724
-1,2,7,1,1,1,1,0,1,45,,479,1646,81,2.66667,323,1665,2,3,2,479,479,6,,1188,6298,3,18,47,242,427,20,524,83,202
-1,9,0,2.55556,,2,,2,,,,21897,,21,0.1,0,813,,1,9,37901,38359,,,,,0,26859,6027,49060,8297,62131,21361,20144,5006
-1,0,9,,0,,1,,1,4187,,,819,,10,204,0,2,,0,,,22.5,202.75,,6469,2,18,5,611,155,78,201,137,193
-1,8,1,1.75,0,0,0,1,1,1567,,11782,30,267,0.222222,88,832,0,5,7,19472,14356,30,,,,0,18844,30522,6471,1567,88017,6197,10099,35891
-1,8,1,0.875,0,0,0,0,1,37686,,11378,90,246,0.222222,213,570,0,0,4,16355,6164,,90,,,0,13324,115992,112450,2100,20,25212,36286,13209
-1,5,4,2,0,0,0,0,1,7,,8375,447,6,0.833333,746,1561,2,2,4,16757,3268,13,130,821.5,,110,32,56,31,403,2351,7114,65034,18427
-1,1,8,5,1,0,2,0,2,81,,63367,278,1,4.5,567,552,0,0,1,239042,239042,18,177,849.5,,5787,5,1003,26,173,93,41,1088,3
-1,1,8,3,1,1,1,0,2,68606,,911,266,5,4.5,404,442,1,1,1,1595,1595,19,182.6,596.5,,5,890,227,187,162,3,1477,94,621
-1,9,0,2.44444,,1,,2,,,,25497,,61,0.1,0,1159,,2,9,43034,44559,,,,,43,188,94,31,2542,1479,1316,115,2838
-1,9,0,3.88889,,4,,8,,,,24999,,132,0.1,0,893,,3,9,49382,36469,,,,,10,3860,286853,100842,13496,159382,158259,73342,8837
-1,1,8,2,3,3,7,0,2,78555,,23141,2045,44,4.5,581,852,1,5,1,45762,45762,6,85,519,4566.67,4434,10661,12,24,5316,12,38,3175,23070
-1,8,1,1.375,0,0,0,1,1,34,,15673,40,153,0.222222,979,3953,0,1,7,18129,17254,40,,,,3,34,20079,41590,151217,43455,1463,7188,40029
-1,1,8,5,6,1,8,0,4,14292,,10913,4478,49,4.5,661,962,1,2,1,34495,34495,,,1319.5,5531,0,30,27,17,33164,8783,6229,22661,355449
-1,8,1,2,0,1,0,2,1,201,,12546,157,5205,0.222222,2049,402,0,1,8,25396,8174,,157,,,138,69160,5758,214142,190519,13992,15918,18819,201
-1,3,6,1.33333,1,1,1,1,1,71,,68925,705,383,1.75,672,1138,2,3,3,69034,68815,25.5,227,1317.33,,6466,1336,20258,26,142401,114,1846,984,68
-1,7,2,1.14286,5,7,2,4,3,123685,,1357,243,192,0.375,279,663,0,1,5,2725,,,242.5,,,5501,123807,16291,44227,46175,49292,2,21527,43065
-1,6,3,2,0,2,0,2,1,18,,12925,13403,113992,0.571429,510,2529,1,1,5,43645,3281,,89,581,39540,0,11322,36520,21369,260458,27847,72998,1892,19576
-1,0,9,,1,,2,,1,159,,,171,,10,728,0,1,,0,,,33.5,185.25,667,,15,19,38,1598,27,5602,10,8614,3392
-1,5,4,2.4,2,3,1,2,2,120111,,25407,1489,8607,0.833333,2100,3302,0,1,5,25911,25492,,338,1323,3956,396,4437,5467,8573,58070,42865,167060,37341,1422
-1,3,6,1.33333,1,3,1,3,1,30080,,84632,395,34,1.75,345,795,1,1,3,85082,84182,16,191.667,888.5,,0,14156,29108,13260,1233,2769,91,5788,2740
-1,0,9,,2,,3,,1,41163,,,1869,,10,608,0,1,,0,,,,225.667,1050.67,4329.67,44819,5856,20,36,76,74,4,8,349
-1,3,6,2.66667,5,6,6,4,2,3759,,2233,1560,62,1.75,323,467,1,1,3,4688,9273,,136,,2509.67,0,150549,181467,25032,38284,1016,88959,38147,54679
