#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17
-1,17,0,1.29412,,0,,1,,,,6715,,87,0.0555556,0,598,,1,16,8710,7245,,,,,20304,1594,1461,5721,4236,189,1532,38395,5752,166,10136,50493,2924,1223,2521,260,487
-1,0,17,,3,,2,,2,920,,,4208,,18,491,0,0,,0,,,23.25,146,644.4,11322.2,1727,1606,7156,9939,7237,1150,21713,139810,70,90612,94895,46373,109235,5740,79050,141344,39982
-1,2,15,1,0,3,1,0,1,121100,,952,1450,13240,5.33333,302,475,0,2,2,952,445,18.7143,185,545,5131.25,61726,3,149814,11,96246,8,5,2927,15,2646,21937,75061,1559,50447,58931,156867,9
-1,2,15,1.5,3,1,4,1,1,2709,,2274,1714,611,5.33333,685,1089,1,1,2,2354,1485,28.5,255,886.833,6586,5,2957,675,247,4504,328,4237,105174,90514,97780,5789,972,245,17,30,1282,12
-1,1,16,3,2,2,2,0,2,15914,,4924,2293,169,8.5,793,1517,2,1,1,5813,5813,,245,781.667,5249,0,227733,25,60,47,18,1259,1918,938,30,1350,1385,1614,46,11,1174,0
-1,0,17,,1,,1,,1,47,,,1401,,18,807,0,1,,0,,,18,189.5,1061.2,4421.75,10067,1455,75,18746,1398,1357,7217,1816,5,2469,4497,123,1094,398,1098,256,1283
-1,14,3,1.42857,0,0,0,0,1,437,,9562,308,276,0.266667,296,760,0,1,14,16506,5344,,173,578,,1,33089,14256,14237,1632,12,108,6784,39198,18864,24166,8707,1169,501,1157,76403,52102
-1,7,10,0.571429,1,0,0,0,1,2588,,4309,136,33821,1.375,567,1502,2,1,4,4309,5742,9,126.5,524,,454921,6062,1930,2668,25761,2827,17038,2782,856,17103,4101,409,2310,4029,4701,8720,75
-1,17,0,1.88235,,0,,1,,,,3525,,8,0.0555556,0,573,,2,14,6412,3548,,,,,16,3061,44487,56,2641,49,2871,145,1117,1485,147,53558,6033,109,22372,98360,110570
-1,11,6,2.45455,2,1,1,1,1,130746,,3446,2176,235,0.583333,779,594,1,1,11,6376,3208,,306,863.25,9295,1347,443,9984,6795,366,2597,8772,1642,28395,7581,24425,6806,11619,13316,97828,85,108935
-1,1,16,1,7,3,8,0,2,424197,,127,3395,59,8.5,834,4931,1,0,1,127,127,16.5,139,1098.4,8062.83,3,151426,4949,38156,3,75526,8,411,8,34,5,7,8,184,7928,12358,4
-1,0,17,,1,,1,,1,4990,,,366,,18,838,0,1,,0,,,21.5,236.333,773.667,2984,28574,165,115,3026,28,2336,59387,290,142,40,826,79,308,20250,8290,11587,3945
-1,17,0,2.41176,,3,,2,,,,14516,,40,0.0555556,0,541,,1,17,32131,10120,,,,,0,6688,906,2055,24,2901,7068,3,16,2778,54,319,295,256,635,57,140
-1,6,11,0.833333,6,2,11,1,3,176902,,2042,762,46701,1.71429,2629,927,3,0,5,2042,2042,49,284.25,819,3096,0,41,275,41678,7,90794,12511,8563,1927,45647,6102,115171,40159,142407,354,18623,1191
-1,12,5,1.83333,0,1,0,1,1,269086,,12386,195,450,0.461538,357,743,0,2,12,22909,16792,5.75,,951,,34529,73400,144895,407,93548,6,2219,313,2715,41902,537,26855,1132,23195,220,8436,9969
-1,17,0,0.764706,,0,,0,,,,6819,,2160,0.0555556,0,943,,0,11,7199,8644,,,,,0,7043,13105,7167,1362,6892,3141,17032,1733,2452,7362,50379,8964,1381,11248,11736,8767
-1,11,6,1.09091,1,1,0,2,1,287330,,9097,362,15999,0.583333,793,1705,1,1,9,12585,13817,,142.25,800,,46,12782,9883,15268,24221,7203,23470,7102,4881,1186,16930,8585,1434,11790,1267,17447,1616
-1,0,17,,1,,1,,1,127,,,291,,18,516,0,1,,0,,,43.3333,208,689.4,,26,18,128318,41,17,23,17,7,64,22,92,982,24,50,28,10,12
-1,0,17,,3,,3,,2,6501,,,5399,,18,568,0,1,,0,,,,107,1013.75,9576.25,38922,4,5617,67137,2820,9850,2640,1732,9719,496,122,79,778,2856,247,296,920
-1,5,12,3.2,5,3,7,5,3,2855,,6215,3295,3978,2.16667,372,993,1,0,5,14593,10625,28,196,993.8,11317.7,0,12383,6441,7406,40553,2285,8,177495,66730,701,33362,14135,18,7,3,9,3
-1,0,17,,1,,2,,2,7056,,,4389,,18,318,0,1,,0,,,21,232.75,851,6842.6,3937,76,141,7,284,1319,4,186,635,1809,2659,234,91,1,1364,47,1
-1,2,15,3,24,4,80,0,4,483,,12368,5573,25,5.33333,600,1220,1,1,2,16852,8371,24.3333,420.667,878.333,13270.3,0,5691,17533,21076,542,3883,19436,775,60,6900,419,4240,1282,256,6754,574,103
-1,4,13,5.5,34,6,101,2,4,6256,,96392,43472,8,2.8,281,501,2,1,4,161069,83564,,,538,47050,155,7028,3,2727,24,2115,881,4516,12700,371,1602,10,21,22438,4,1898,3836
-1,8,9,1,1,2,1,1,1,38065,,44632,1465,39113,1.11111,681,1730,1,1,6,52905,36359,28,80,608.667,11171,0,260053,69400,26681,2994,14274,23830,1361,1357,914,2198,966,63,1143,558,3,8
-1,1,16,3,0,6,1,0,1,39,,9095,143,1,8.5,679,879,1,1,1,15705,15705,10.4286,208.25,548,,31,13050,30,55,402,59,13,20,248,579,416,102312,16,17370,23631,6697,23
-1,1,16,9,2,2,2,0,2,70,,7053,5983,4,8.5,574,639,1,3,1,35018,35018,,,745.5,7729.08,471,8,22,15,3,7,7,12,4,2,1,1340,17,4,4,11,775
-1,7,10,1.71429,1,1,2,1,1,43005,,11620,366,379,1.375,365,676,1,2,7,17183,13273,21,92.3333,829,,1157,4158,6274,6847,212,3404,895,6931,31802,301064,231743,43453,105013,183,70,750,217
-1,1,16,1,3,2,3,0,2,173040,,2079,953,507310,8.5,561,527,1,1,1,2079,,40.25,219.4,1018.5,3304.67,160104,11807,6571,1238,30726,9908,102,34,11,39953,90,18,35,288,1580,3,134
-1,1,16,5,2,4,3,0,1,161254,,14412,1717,13,8.5,431,632,0,0,1,30143,15858,,185.143,939,5371.75,39,108660,60402,20514,2355,1646,4754,4,6,3,3,3,37000,14975,8642,2843,7314
-1,1,16,6,2,3,1,0,2,23959,,75560,4298,8,8.5,1032,1435,1,0,1,271982,271982,39.5,174,873,12039.4,6142,4340,57322,38777,26320,8379,162,11291,1410,30593,9829,1419,11495,39,8734,25800,357
-1,13,4,2.92308,1,2,2,4,1,3983,,21242,257,2328,0.357143,564,1893,0,2,13,56343,7383,,257,,,21,24378,657,12951,23895,2961,133,1495,2713,1447,1287,1533,18674,2992,1239,7266,2885
-1,13,4,1.61538,0,0,0,1,1,209377,,33123,71,30772,0.357143,639,463,1,0,13,49149,41967,49,135,,,4184,12827,14281,5805,5,39664,12410,186,1049,151,17499,20034,440575,4607,1454,622234,97777
-1,3,14,2.33333,4,1,10,0,2,10745,,2890,10695,2639,3.75,517,1234,1,0,3,5629,2800,51,168.667,1050.75,26855,0,4130,3187,2349,171,24343,3229,146,7050,5446,5898,62002,31610,5,5670,21459,3050
-1,4,13,1.5,2,1,5,1,1,173020,,2574,569,1141,2.8,672,334,1,0,4,3199,2635,17.3333,366,980.833,,533678,120124,1205,12859,11160,36443,2976,24365,350,11033,258,9683,18419,14944,3840,23795,26513
-1,16,1,1.5,1,2,0,6,1,207,,11404,203,10938,0.117647,480,756,0,1,14,20509,19794,,203,,,4,15415,2149,33977,255921,4218,70221,28858,47620,184337,22924,43735,64625,41486,207,67660,7105
-1,9,8,7.11111,7,10,15,14,2,5687,,8613,3367,5,0.9,351,837,2,1,9,25380,11044,,,1204,4088,4,7001,8841,267,936,199,13433,15,2207,199,1233,2,2143,2748,33,6673,210
-1,0,17,,1,,2,,2,76,,,7532,,18,736,0,0,,0,,,,154.25,936.75,13741.9,29,1621,205,6,2578,76,112,4,105,14,776,6,458,5429,353,24,825
-1,15,2,2.46667,0,0,0,1,1,483,,14124,176,373,0.1875,224,682,0,1,15,32750,4729,,176,,,0,232,16,1518,6592,3587,950,1,63252,14295,256,26293,33024,61565,9755,184,627
-1,2,15,0.5,1,2,2,2,2,22043,,4613,3008,3209,5.33333,1077,3167,1,6,1,4613,4613,36.6667,240.25,1032,6996.5,35,18,17,41,25,86,100,1093,217,2718,4386,323,686,4854,68,22,980
-1,2,15,3,1,2,1,0,1,22656,,236439,4190,4,5.33333,447,2099,1,1,2,247948,233353,,285.667,736,6949,0,7,80,197,808,420,1918,3,6,4,4,6,921,4,263,34,106
-1,5,12,2.4,2,5,3,4,2,45178,,16090,1167,59665,2.16667,552,551,1,2,5,31701,28886,6,192.75,944,3462.67,14230,86317,23679,16611,1898,69,875,3,18,1539,7058,287,1485,282,20,4,4
-1,10,7,2.6,1,2,4,2,2,131339,,15957,3216,7199,0.727273,1126,540,1,1,10,30012,5932,43,316,1202,6968.33,0,27408,230,2263,34840,14474,35651,18828,7111,4794,18465,11727,28741,71719,5941,1141,7487
-1,16,1,3.0625,0,2,0,2,1,4,,38586,702,9,0.117647,23,1136,0,1,15,78835,73033,,,702,,0,4528,2593,1860,1202,1666,302,985,3073,505,1454,47,5227,247,217,824,3621
-1,13,4,1.76923,1,1,1,1,1,327,,91098,282,509,0.357143,747,1087,1,2,12,131695,99965,9,,1099,,7053,91894,184,8162,37803,12487,10334,6038,25,10169,32860,13,24664,146800,211661,131050,167913
-1,11,6,1.90909,1,1,1,2,1,3421,,8804,334,6309,0.583333,563,905,0,0,11,14110,1347,5,136,466,,10,4258,118,24225,10370,102767,5,14298,23035,33313,6261,7414,54535,75,91789,14845,9867
-1,14,3,1.07143,0,1,0,1,1,3180,,7511,54,993,0.266667,789,1080,0,3,12,8496,6942,54,,,,8,33,236,1169,1460,672,767,175,242,1002,37,1520,61,3403,2064,4847,859
-1,17,0,1.64706,,0,,1,,,,7078,,6645,0.0555556,0,1386,,1,17,8450,6594,,,,,19,4163,3224,48555,1723,188,976,282,126,943,4236,2045,1198,2889,2623,2234,9319
-1,2,15,2.5,4,3,5,0,1,12,,20525,6925,5,5.33333,183,234,1,4,2,30167,20353,19,174.5,776.8,16600.5,40622,7242,1059,129,2932,247,5383,1416,31,3,85,307,2462,177,1665,4006,1661
-1,1,16,3,2,4,2,0,1,189987,,151,942,257,8.5,692,1220,1,1,1,174,136,19.5,184,830.5,2735.5,8746,51,21528,21580,21038,14936,11459,4392,10035,18735,24607,801,1464,6993,10,83,15119
-1,16,1,1.1875,0,1,0,1,1,103,,22942,341,358,0.117647,241,447,0,2,13,24952,21965,,341,,,0,3032,8511,8793,36,18525,4500,8450,28872,4500,5646,1433,8877,2642,10033,136,103
-1,11,6,2.45455,1,0,1,1,1,29,,28422,962,8,0.583333,398,1035,1,2,11,49596,53505,4.5,222,984,4333,57217,49,38,55,79760,32,3,3,2636,99,41,45,60,1479,934,3458,4217
-1,1,16,2,1,4,1,0,2,404994,,1225,2782,10,8.5,833,2047,1,9,1,2343,2343,23.1429,118,1134,20241.5,17126,20180,1377,115403,41561,201636,3608,6193,505,13,1136,30,220,965,3271,148,1424
-1,2,15,1.5,1,2,2,0,1,370,,549,295,40,5.33333,501,407,1,0,2,1011,1011,20.4167,127.5,,3929,2,30248,31557,7291,241,6,953,140,171,138,22,958,3,2,68,77,84
-1,0,17,,0,,1,,1,47251,,,3795,,18,477,0,0,,0,,,24,190,875.75,8647.14,4,6,108,5,5,164,5,3,8,21,502,14892,10,5752,18,7326,18825
-1,17,0,1.94118,,0,,1,,,,14956,,24,0.0555556,0,1305,,2,15,28114,23773,,,,,9,15168,19373,14156,24148,16436,3536,3225,8569,63552,4507,4488,5725,4423,751,159,164
-1,5,12,2.6,2,0,3,0,1,282655,,9926,4569,17569,2.16667,362,587,1,3,5,25049,620,11,233,624,10371.2,10765,2815,43,418190,24418,10,264435,25860,11,1085,1364,220340,38798,19,0,204194,89468
-1,0,17,,1,,1,,1,57641,,,1834,,18,164,0,0,,0,,,35.25,213.333,846.5,4501.83,5841,29143,10056,44279,5761,56168,7,7189,8,39023,2577,3,1429,14986,1483,5,8706
-1,5,12,2,1,3,1,1,2,60,,9687,4022,89,2.16667,567,778,0,1,4,25553,2886,13,265.6,682.333,14956.7,15,17357,70,11558,5591,34865,2180,9001,26398,11658,6381,1711,5898,8698,4599,692,1988
-1,4,13,2,1,1,2,1,1,25430,,5890,1397,6,2.8,476,1518,1,0,4,10532,2665,20.3333,247.8,582,7559,21388,15,123233,2753,100,5565,8,1419,5,3057,5504,10,5876,7,5638,1583,313
-1,9,8,1.22222,0,0,0,0,1,164733,,641,25,25106,0.9,472,1090,1,1,8,1379,1721,24.8571,,,,13,14333,7,2369,23054,2813,1791,31752,4467,2411,23256,4034,2867,1484,7165,1740,20302
-1,2,15,10,2,20,2,16,2,1300,,34412,5433,5,5.33333,600,767,1,2,2,194580,17083,,217,889.333,11715.7,1062,8,25,28,6,131,6,13,72,51,20,33,334,571,5,3,93
-1,3,14,7.66667,2,7,3,6,1,50,,20680,3695,7,3.75,449,962,1,1,3,99274,34314,8,154,1087.5,9413,20473,508,14,10,591,1755,2535,1871,178,885,2923,1254,6619,786,742,912,1242
-1,2,15,1.5,0,1,1,0,1,1565,,1763,567,1907,5.33333,506,1305,2,0,2,1867,1658,18.5,199.8,,2156.33,16,22,36,98,22,58,12631,1399,353,1051,521,1167,31905,3997,5,8,3064
-1,17,0,2.23529,,3,,3,,,,31288,,91,0.0555556,0,476,,2,16,44137,31386,,,,,3,64361,108209,136403,592097,43,49221,45722,60436,13369,1225,2705,13178,7745,24168,8523,44375
-1,1,16,1,1,0,1,0,2,657,,2148,3479,1717,8.5,520,1389,1,0,1,2148,2148,35,166.667,1057,12783.7,15,10178,8871,29,42,988,1464,32,8611,10241,5544,50399,13,258,4374,15928,14
-1,0,17,,1,,1,,2,238,,,1544,,18,815,0,3,,0,,,28,223.667,1162,3841.17,3,222,54,24,1258,137,774,2977,65,19,1073,8,273,3172,118,20,5
-1,1,16,6,0,11,1,0,2,5309,,732,11162,225,8.5,341,1708,0,0,1,2027,2027,22,269.25,,17240.2,0,4599,25166,166,6,206,10403,3028,3,1367,3632,1312,115,23729,1456,1468,1388
-1,13,4,1.30769,0,0,0,1,1,4313,,12037,608,1374,0.357143,238,622,1,2,13,13764,14730,3,164,,2099,3,90,1494,8833,3480,2252,13690,539,1676,496,127,495,16806,2984,43611,16011,10067
-1,3,14,3.33333,1,4,1,4,1,69,,4936,3078,27,3.75,867,465,1,1,3,13188,13188,,,642,6489,4308,589,282344,278,2591,34,162,92,405,1154,4060,1358,312,5,193,13,2668
-1,9,8,1.55556,0,0,0,1,1,3912,,1537,275,2641,0.9,517,835,1,1,9,2680,2680,24,266,532,,149799,16347,86540,5074,560,2305,25858,4,27,1818,2620,1356,250,5540,81,7238,3025
-1,0,17,,0,,0,,1,251816,,,473,,18,742,0,1,,0,,,39.625,248.5,906.667,1790,15415,52180,199725,279234,22132,40436,93511,6,944,9,6,8,6263,1021,16,6,1753
-1,1,16,1,2,2,4,0,2,60401,,214467,2603,12,8.5,1302,1061,1,0,1,214467,214467,26.5,309,712.2,5345,0,2903,46,29,28,194,43,3973,750,2050,1455,19,354,1130,4261,307,1178
-1,4,13,12.25,4,12,5,8,5,489,,10785,3872,4,2.8,604,813,1,2,4,46619,6366,,,856.5,5211.56,1323,87,8433,397,1064,400,5454,17,1722,1121,20,204,72,0,7046,4475,8619
-1,0,17,,6,,11,,3,617,,,4628,,18,1290,0,0,,0,,,,,737.143,8031.62,153,43,282,148,645,50701,1289,19433,28,1516,4033,1330,973,1599,598,3849,1311
-1,3,14,1,1,1,1,1,1,66,,22988,677,117,3.75,285,2498,1,1,3,22988,22988,22.5,201.333,927.5,5024,9,315520,150,24,54,61,38,2,710,788,4,418,6,6,148,229,98
-1,0,17,,4,,6,,1,1070,,,5541,,18,536,0,1,,0,,,30.5,115.25,666,13183.3,622,383,6,558,410,1425,87,207,3894,4087,4113,71,1497,1435,181,118,6968
-1,0,17,,1,,1,,2,57,,,1050,,18,429,0,1,,0,,,39.3333,220.8,778.6,3184.75,34,149685,3,92,11,17,25,17,120,584,35,580,11,63,1135,11,191
-1,1,16,3,2,0,2,0,2,23586,,5055,4217,8,8.5,1458,1832,2,0,1,13341,1255,26,161.333,751.333,16600,1467,329,28880,199,11,10944,26198,6048,8059,569,6851,8418,331,1027,233,92,1460
-1,0,17,,4,,4,,3,510,,,3002,,18,580,0,1,,0,,,,280.75,910.167,8859.25,19030,3190,3683,2772,142,287,1007,116,159,6,6934,13002,12,70,743,3416,18
-1,3,14,2.66667,1,1,1,0,1,550099,,4752,1289,8,3.75,1062,1033,1,1,3,8542,7524,31.25,356,559,3066.6,29,354215,8579,10996,130578,38763,40560,8417,27,142,50278,14100,108309,2887,53699,31268,1815
-1,4,13,3.25,1,1,1,0,1,158,,36529,4092,330,2.8,478,1079,0,0,4,80526,47248,35,121,685.5,5947.5,10,1300,104,1518,1609,793,473,6995,43,19,1151,177,185,5,492,543,55
-1,8,9,3.625,1,3,1,3,2,173,,24116,2394,70,1.11111,254,677,1,2,8,41054,24684,,261,829,5569.33,0,6311,182,171,1184,111,2963,2838,2722,391,1197,1957,853,5792,6,2898,8506
-1,17,0,1.29412,,1,,1,,,,8587,,18063,0.0555556,0,334,,0,15,12559,6902,,,,,12,118969,12081,35851,8569,3807,460,107,87,1446,10118,1288,10916,199,4930,43053,37363
-1,1,16,1,1,2,1,0,1,280115,,1546,3966,5047,8.5,565,728,0,0,1,1546,1546,39.5,181.4,460.5,12294.6,60504,88953,10,1598,14295,20,7257,28623,3252,14399,31900,2429,40192,203,16,910,6209
-1,1,16,3,2,6,5,0,3,19,,24134,3907,59,8.5,476,1168,1,0,1,69855,1088,63,105,779.2,8318.57,22635,10194,1039,63,9,1693,1406,16,41,31,1419,73,133,144,916,13,144
-1,2,15,1,0,1,1,1,1,32,,174927,947,740,5.33333,250,4575,1,3,2,174927,174927,29.1429,359,905,2867.25,0,247776,1467,19739,1392,44,215,9,179,1578,4169,4425,5288,33180,69,44,12
-1,2,15,1,1,2,1,0,1,16,,231,1514,43,5.33333,518,1310,1,0,2,231,231,37.5,194.667,897,4873.25,191690,11013,3047,740,7828,29,6,10226,63199,183185,19,5,12,8,22,6,53320
-1,13,4,1.15385,0,1,0,1,1,5619,,6826,1788,3018,0.357143,576,801,1,1,12,7157,6498,,,494,5669,31837,11771,7166,4457,1023,1542,96,1581,21,12870,51,1083,25991,3118,1406,252,6761
-1,16,1,2.4375,-2,2,0,4,1,164,,9284,356,13,0.117647,771,815,2,1,16,15177,11099,,356,,,2,3873,26311,13055,1002,5841,164,24506,1676,18374,37245,40734,50429,32840,31653,70557,19136
-1,0,17,,0,,1,,1,45042,,,436,,18,744,0,1,,0,,,17.3333,158.2,1085.5,,1896,18,8,21,60,905,4824,941,11708,1542,11846,15546,14631,74350,1513,48,85
-1,7,10,16.2857,2,54,2,47,1,1227,,11346,17276,10972,1.375,404,440,0,1,7,61400,11815,,,625,19125.8,-41,130,32,4,4122,17,204,1,8,118,5,58,2455,20,5,39,14
-1,1,16,3,3,0,7,0,2,743555,,92754,3306,2,8.5,986,1662,0,0,1,218276,218276,,234.667,796.571,8663.2,244376,25929,1596,2678,61909,37817,140801,3,239149,27202,4628,12918,2765,47585,4,14525,32852
-1,1,16,1,4,1,7,0,2,326769,,40863,3181,2257,8.5,436,952,1,0,1,40863,,29,141,944,6506.86,0,12,350048,50201,109015,392041,64632,131310,146602,11574,92520,218745,2979,18774,2,1,2
-1,5,12,2.2,2,1,3,1,2,140095,,3200,1634,1219,2.16667,316,1089,1,1,5,8172,3367,50,185,1061.8,3469.5,0,865200,259677,170,3910,133,9,107,7198,14010,8652,3,12,3289,6783,25960,5847
-1,0,17,,1,,1,,1,44445,,,2064,,18,489,0,1,,0,,,24,265.667,991.833,4714.83,230,11737,21238,99041,135616,21,4051,241,5302,16,388,66038,9,53291,47832,984,7403
-1,17,0,4.11765,,8,,7,,,,83973,,5,0.0555556,0,229,,1,17,198698,103869,,,,,0,10,5647,185,552,2429,9772,6,96,67,237,1944,801,5892,1251,6048,139
-1,6,11,2,7,3,10,2,2,1791,,24722,2971,11938,1.71429,645,1298,2,1,6,52225,21442,18,321.5,586.333,6053,10,2169,3,39261,23,30384,76228,22813,4270,1783,16880,151509,162,1483,109702,104897,99317
-1,17,0,1.23529,,1,,1,,,,38436,,17,0.0555556,0,757,,1,11,42916,51911,,,,,7,1854,27247,12790,19018,40206,8414,202,5707,5664,50446,1532,1435,21787,14415,24366,17351
-1,7,10,2.28571,0,0,1,0,1,319343,,45350,1237,413,1.375,393,948,0,0,7,104432,118290,26.5,267.4,940,5022,10,11365,14166,4672,1454,8288,10,59027,7338,12931,9927,7429,3521,15,3556,8563,14368
-1,6,11,1.5,2,2,1,1,1,3219,,9838,1604,4452,1.71429,974,1184,2,1,5,12202,9333,35.5,254.5,988.2,6060.5,743820,10107,2884,2674,1816,8443,10538,931,166,1356,13,1911,874,640,1385,57,997
-1,13,4,1.30769,1,1,0,1,1,117305,,4572,2091,57847,0.357143,551,676,1,1,13,4886,5058,5,,1031,6298,249864,459,10202,41771,79,877,12,139,333,1391,236379,4224,1623,1346,4242,1591,1361
-1,11,6,1.72727,3,2,2,2,2,11350,,5905,432,4165,0.583333,729,1960,0,1,10,8848,4831,,302.8,1077,,206063,1027,1900,34616,9478,90811,56,25651,382,11252,2720,194529,4378,348537,107665,1171,6
-1,0,17,,3,,7,,1,55607,,,6901,,18,524,0,1,,0,,,36.5,309.333,1245,10460.8,45,40,6083,5,256,46,34471,786,2911,72648,1185,62,21,36,15,13,20
-1,2,15,0.5,1,2,1,2,1,790,,919,2142,41,5.33333,567,936,2,0,1,919,919,38.5,137,544.5,7346.75,102,2684,139,13,7470,1179,1490,5642,32,1282,81,2769,64,28,1556,6988,345
-1,10,7,3,1,1,1,3,1,8561,,19216,1055,1171,0.727273,638,593,1,4,10,43200,23423,,191.333,690,2715,264,11473,95,3887,243,200,1042,37,1583,71,1296,4,113,184,8,5363,257
-1,5,12,2,1,1,1,1,1,306456,,1637,672,11999,2.16667,827,844,0,2,5,5177,246,20,246.667,890.5,2379,14088,59023,1414,5304,1789,18753,66040,6,322,3834,7675,23956,8853,124,21311,18745,171556
-1,1,16,2,2,2,3,0,2,77516,,5127,11939,121,8.5,312,439,1,1,1,9336,9336,26.4,72,985.286,61307,0,18,211412,324016,160,27,2649,109517,468457,3014,91474,82758,4,3,4,7,4187
-1,10,7,1.5,0,0,0,2,1,46822,,3859,211,5973,0.727273,408,1431,0,1,8,9070,8989,13.75,165,1090,,3,146,390,5813,9946,26,77251,1672,26886,1468,4,6042,5,169,966,369,3920
-1,11,6,4,1,2,1,2,1,6948,,11151,7336,209,0.583333,351,687,1,0,11,34376,1625,,253,1026.5,41203,0,6885,1488,72,1253,1320,2116,843,4842,836,68,212,1248,47,9,16,1926
-1,11,6,1.72727,0,1,1,1,1,17536,,12943,267,1290,0.583333,425,926,1,1,11,23186,4477,4.5,340.667,572,,48,40869,6032,236052,44862,34149,14550,25,2613,1547,6440,28879,3583,15917,21,11,16
-1,4,13,2.75,8,5,12,2,4,3582,,8502,8440,42,2.8,811,710,1,0,4,14615,10578,,,1511.5,9826.2,12,12,35,137,1300,400,3749,1882,2437,335,6,1224,5,270,3860,147,1398
-1,6,11,1.5,1,1,2,0,1,550020,,3646,4691,1334,1.71429,891,2127,0,1,5,5826,7026,40,283.4,882,14856.7,52291,308,52593,11,191673,7063,4559,8859,97408,31707,100777,3624,19759,67591,21994,28399,50282
-1,15,2,1.4,1,1,0,1,2,2330,,12767,203,41459,0.1875,344,558,0,1,14,15856,11044,,202.5,,,201399,26091,28659,8642,4621,26877,43418,52256,8703,42883,80474,102833,17573,22492,4642,1,10863
-1,4,13,2.75,1,8,1,7,1,96067,,17118,1903,32,2.8,1181,1405,1,1,4,37572,4579,38,240,1295.67,4050.4,0,230,47636,19,48,33083,1096,351,15,29,203,1583,12,49,3634,26,22
-1,1,16,1,2,0,2,0,2,18,,36,927,114,8.5,807,2898,2,0,1,36,36,32.3333,210.8,1188.5,3737,9,20,69,14,45,47,52,35,12,6,13,18,18,546,80,2,110
-1,14,3,1.42857,1,1,1,2,2,31,,10022,332,85972,0.266667,815,805,0,1,13,11291,10623,1,349,646,,0,19363,237,200044,69056,71866,107250,5075,42774,13706,408,7591,1853,38910,43880,10850,54
-1,0,17,,1,,1,,1,21,,,1077,,18,305,0,0,,0,,,16.8333,177,755.333,3375.75,125,194,19,1020,5,204,41,1112,383,149,17122,6884,51890,6,17,1534,7062
-1,10,7,5,0,34,1,80,1,196336,,12274,2065,273,0.727273,678,688,0,2,10,42215,25177,,404,560,3233.25,7084,5398,3129,15317,20096,1527,11359,33363,2684,87742,320310,77677,70232,184596,283394,197258,41721
-1,9,8,2,5,2,6,1,4,195549,,12287,3144,60916,0.9,1205,1504,3,1,9,29837,36240,,,1145,3429.43,0,9902,82,35844,65498,5146,10,21805,76,29978,269,4024,4707,99,4102,75,28526
-1,3,14,1.33333,1,3,1,2,1,1233,,35143,1805,4250,3.75,335,1550,1,3,3,37105,328,6,245.5,872.667,3610.83,0,435656,1533,1202,668,710,6,200,16,8854,6,6999,1579,7164,80636,12762,75714
-1,4,13,1.5,1,0,1,0,1,285,,2676,1393,2748,2.8,851,723,2,0,4,3838,3738,10,178.6,724.333,15009,29,32479,62597,7026,6611,890,20,25,489,603,7,96,303,1047,12,1438,2
-1,17,0,2.41176,,0,,0,,,,36464,,109,0.0555556,0,639,,1,17,60399,51404,,,,,0,33,26,713,467,62,1360,35,62,100,695,74,51,84,35,55,26
-1,17,0,1.64706,,0,,1,,,,3637,,12408,0.0555556,0,1265,,1,17,5080,3016,,,,,8,1590,659,21,785,623,98,1322,107,103,545,124,646,1267,1811,220,1416
-1,6,11,2.16667,1,1,2,1,2,29,,28410,4733,4306,1.71429,612,1169,2,0,6,40011,34974,27.3333,207,1342,12220.8,33,3097,26927,20479,272,36833,69,5565,89411,167311,19161,2834,14679,90534,37499,12614,22545
-1,9,8,1.77778,2,1,3,2,1,227,,44707,3277,402,0.9,275,613,1,1,8,46487,44560,12,155,1437,23847,39223,37098,216,4088,4174,242,1319,351,76,23,4473,124791,35785,10279,37173,2945,11782
-1,1,16,1,2,2,2,0,2,65,,465166,511,6,8.5,973,595,1,5,1,465166,465166,14.2727,82,994,5445,50851,37,29,879,103,302,7,42,19,43,20,1292,13,93,33,714,7
-1,8,9,4.25,9,5,23,7,2,886,,14192,10909,150,1.11111,373,1068,1,0,8,52173,43762,,284.5,1155.33,23536.2,0,35,36,4298,6,42,1166,700,17,1168,40,1085,7569,1679,6483,8640,1457
-1,13,4,1.53846,0,1,2,1,2,13,,49270,73,20006,0.357143,308,990,1,1,10,50296,43622,30.5,116,,,254074,5,118336,90710,43350,37847,292201,85001,187192,6798,10424,12509,83,63396,2647,15471,4
-1,0,17,,2,,2,,3,988,,,1552,,18,454,0,1,,0,,,28.25,175.857,1067,4796.2,12349,52223,9651,6394,55,818,3525,10785,31007,36986,1703,38680,121,24704,22741,21791,9759
-1,0,17,,1,,2,,1,169,,,3808,,18,341,0,1,,0,,,30,231,1261.33,9402.5,0,225121,306277,115475,132443,7280,5,1398,80,8423,8,7251,66,21,5590,56360,32719
