#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17,gap18,gap19,gap20
-1,2,18,0,0,0,0,0,1,24558,,,228,,6.33333,212,1071,1,1,0,,,12.2222,281.75,572,,15,212144,1515,15,25856,9,6,56,1139,15,25,4,42,278,5,25,749,6775,3,15
-1,1,19,3,1,3,1,0,1,37386,,4544,1081,3,10,854,713,2,0,1,10456,1106,39.1667,233,781.8,7498.5,56186,20141,21980,3004,2226,685,9418,6015,2630,2750,3805,810,52,280,1082,10869,3476,23870,2328,1656
-1,12,8,2,1,2,1,3,1,50020,,27327,3117,44966,0.692308,395,695,0,0,12,45966,47255,13,290.667,569,11457,9754,1851,2691,18765,1177,46494,12404,18975,3903,471,4300,21698,89456,81761,18,2148,67029,1387,3590,2032
-1,0,20,,2,,2,,1,56578,,,568,,21,589,0,1,,0,,,11.6667,195.667,775.25,2152,5,245,1650,62,8,23,933,13572,1106,156,957,106,94,101,86,101,2966,6812,1585,112
-1,1,19,0,0,0,1,0,1,180053,,,783,,10,511,659,1,3,0,,,23.6,233.5,1058.88,2678,1,246243,14633,4,11774,45955,7089,48976,4,27,1361,5,145,3,1376,1356,17469,5685,17,56591
-1,4,16,2,1,0,1,1,1,49,,4970,1617,42,3.4,1130,812,1,6,4,8271,2162,30.75,213.833,536,4787.2,246,940,556,57,26,12,14,5,1303,181,707,4,6342,1022,297,121,24,1078,204,11
-1,18,2,3.61111,0,6,0,16,1,183,,47151,3060,6,0.157895,368,924,1,2,18,79769,53183,,,,3060,0,155,1089,1215,234,3444,24600,11285,1646,2142,51,20571,5904,1351,2735,53,5584,36799,12432,10164
-1,3,17,1.66667,3,2,4,1,2,456788,,36677,3029,37,4.5,1010,668,0,0,3,54175,54175,11,307.6,1054.2,7444.83,0,78,2948,76488,3,285279,123,2149,5741,3,5,18646,23244,8655,91227,149237,30082,164,53,32808
-1,1,19,1,6,0,11,0,2,314215,,8166,4539,1304,10,570,1917,1,0,1,8166,8166,14.4,,1169.75,8148.7,93,2872,1473,79491,76097,6,3056,59044,115345,110764,139826,9834,629,415398,17,2988,14525,17148,16082,16102
-1,0,20,,1,,1,,1,6664,,,3104,,21,998,0,1,,0,,,5.33333,243.875,730,11440.2,25,12,4365,36904,13,1196,66,8578,33,17252,82,1727,11642,16888,134,20,5713,24,16086,982
-1,20,0,1.2,,0,,1,,,,23236,,65535,0.047619,0,1678,,1,17,27617,29603,,,,,89,240,1706,3787,105,90,1189,46,183,305,88029,1107,21,1227,162,996,143,266,239,829
-1,4,16,2.5,2,1,2,0,1,315044,,4646,5520,1678,3.4,527,695,0,1,4,6206,3024,30.5,429,977,9030,0,11926,1453,78830,26239,92399,384255,29374,398326,16948,186294,18,26,4,1,141,3800,32083,10,781
-1,18,2,1.94444,0,1,0,1,1,11645,,12386,278,6295,0.157895,66,750,0,1,18,24779,19536,,278,,,0,1064,262,310,1472,2883,2499,49,4619,5666,9553,2980,6227,5538,63,2776,2666,215,1361,152
-1,13,7,3.30769,1,5,2,4,1,10913,,44987,4505,43,0.571429,1375,824,2,2,13,70326,60620,,,732.75,9535.33,0,1141,15,28604,57,28425,4583,11809,208,5594,2203,3584,3199,3283,4782,4316,8712,328,167,2736
-1,0,20,,1,,1,,1,919,,,837,,21,613,0,1,,0,,,23.2222,188.667,736.2,4096.67,15,1547,7,34,4449,5,1332,5,1375,1425,16,11561,4,7174,7,21,7244,12,10,13
-1,2,18,2.5,0,1,0,1,1,5188,,17787,631,6,6.33333,379,1110,1,2,2,35076,34753,21.1538,173,1478,3141.67,10,28,3,42,53,193,178,703,19,35,17,57,287,1362,1382,7,4381,1107,6,9
-1,0,20,,2,,5,,2,774,,,3673,,21,555,0,1,,0,,,39,211.5,1188,7410.5,1078,100696,6176,828,3504,1288,1037,46,1423,51,284,1203,2677,6003,9954,7,2658,3,312,435
-1,2,18,3,1,8,2,4,2,5775,,185016,5770,4,6.33333,439,750,0,1,2,465166,239302,64,284.333,939.6,12386.4,3,7,3,5,1073,94,10,23,120,23,18,88,19887,7,1,11,10,5,17,31
-1,5,15,3.6,1,1,2,1,2,1192,,29322,1195,107,2.66667,1158,581,1,1,5,65979,44868,1,258.333,934,2495.8,30870,1306,12766,7304,313,44,68,7026,4235,1100,7252,159,1047,194,120,5635,583,525,947,24489
-1,2,18,3,0,4,1,2,1,138591,,9482,740,5,6.33333,961,1594,1,3,2,17424,,8.42857,121.4,1224.33,2991.33,19938,2444,5125,6332,7272,535,66742,47451,17083,3178,5596,28934,8955,106,1392,70578,2684,24219,5938,1016
-1,11,9,1.72727,1,1,1,1,1,303400,,39952,788,290,0.833333,1500,1704,0,2,11,68270,81739,,192.75,924,1774.5,10,12954,75904,22592,39,13,6006,1486,11498,1624,16298,676,10730,2800,800,5021,10110,23,5075,28902
-1,15,5,2,0,1,0,1,1,22965,,15959,329,18423,0.375,440,495,0,1,15,31226,21909,,329,,,0,63268,41907,80,1179,60671,136,10016,28754,30236,3,15944,165401,116,5602,116874,9834,70729,14469,34258
-1,4,16,1,1,0,4,0,1,3464,,5880,230,1635,3.4,654,373,1,1,4,5880,6116,15.25,224.4,813.333,,26,129404,66471,132346,184451,27,11,7,1387,52,21,10,8,16,3,7,64,10,16,37
-1,4,16,2.75,2,1,2,2,2,67,,42195,2296,21,3.4,565,1788,1,2,4,87684,71452,8,317.75,770.143,7515,72825,93,1048,2957,221568,9864,27,190,1319,125,1599,8944,911,182,1311,348,277,845,688,1271
-1,1,19,1,1,0,1,0,1,152502,,553,656,1053,10,531,274,1,0,1,553,553,17.2857,156.667,1003.8,6378,22,26020,11,4387,22,96,4041,9,29,63,137,215,838,192,2797,7156,8994,1444,38,5613
-1,5,15,4.6,1,4,2,5,1,47,,26036,3965,40,2.66667,290,388,1,0,5,32190,31197,,195.25,1362,6218.33,7,22896,146990,69067,66251,5836,31952,1188,582,755,49,4298,45,1353,73,2829,152,73,420,97
-1,19,1,1.84211,0,1,0,1,1,1448,,16935,344,6598,0.1,272,1214,1,1,17,22863,25099,,344,,,221,9433,5800,316,2813,1448,456,934,4196,1601,1449,40247,18499,1830,9903,22097,1209,4519,9572,625
-1,12,8,2,1,2,1,3,2,103667,,24863,2727,344,0.692308,861,723,1,1,12,32339,31642,60,242.5,1263.5,6248.67,22,12,259,24783,2205,192,4278,57459,1443,302,1297,1573,6249,633,35,174,4943,3466,220,1988
-1,20,0,0.85,,0,,1,,,,6122,,51,0.047619,0,1233,,2,13,6950,6521,,,,,4419,1425,1352,120,264,1119,1058,566,4054,15912,2889,4270,1486,4294,1601,1498,6782,10462,1040,1460
-1,11,9,2.36364,1,2,1,2,1,4006,,18533,283,17,0.833333,246,543,0,1,11,44076,43887,33.75,267.5,625,,47305,43,9,1928,4108,3,2770,8514,1381,371,10736,3581,2627,6141,3987,1790,2810,1005,1659,6074
-1,20,0,1.5,,1,,1,,,,3944,,66581,0.047619,0,775,,1,20,5014,5730,,,,,69031,96,115,1004,249,29,1747,1075,337,5620,1410,154,1316,1416,7048,9041,1384,1358,8461,1274
-1,6,14,5.16667,0,11,1,16,1,4053,,39417,7766,12,2.14286,548,1846,2,1,6,134602,14514,,186,974.333,10872.6,0,20483,49,7154,25715,23,1009,1225,1526,266,7,18,57,1554,1087,117,3158,1445,1030,27
-1,5,15,1.4,1,0,1,0,1,2600,,5424,768,26775,2.66667,248,3087,1,1,5,5442,5442,24.6,226,809.667,2687.33,757,787765,136,173,9,69023,1515,2772,222,4,3,32,18852,7,17,23,724,871,55400,54716
-1,16,4,2.5,-1,1,2,1,1,56785,,34062,2456,146,0.294118,192,911,0,1,16,50280,59587,24,415,,4693,164027,66958,32182,7407,32186,55547,2522,22000,27183,33988,2051,35744,395,71512,66717,7103,33071,6202,8375,3
-1,10,10,2.9,1,3,1,3,1,337418,,37568,4255,20012,1,498,892,1,1,10,67136,50788,38,222.333,700,10877,322323,46013,2921,132439,32107,113997,5494,3,42960,38,7184,159836,44919,1224,43358,97539,29,172675,22906,24459
-1,2,18,1.5,1,0,2,0,2,23315,,5340,7710,3040,6.33333,360,194,0,1,2,6904,3112,,228.667,931.571,16447.4,39144,13530,1,6,1,2514,5895,11625,33737,889,20209,48992,5688,498,926,599,1484,85514,118826,128681
-1,4,16,2,1,1,1,0,1,50353,,3907,558,6,3.4,656,884,1,0,4,5543,5543,20.6667,99.5,976,1772,1,588452,8233,46355,11559,1100,1584,6036,17,186,139,1118,70210,91019,1312,12,152,1308,3171,60
-1,0,20,,3,,2,,2,294,,,491,,21,1152,0,2,,0,,,40.25,250.714,711.875,2210,14453,13,533,832,743,1137,901,1732,1,5,4904,3954,11068,16347,3,2537,1783,3736,6346,18675
-1,18,2,2.33333,1,1,1,1,1,4803,,12519,166,88,0.157895,339,446,0,1,18,23452,7139,,166,,,308101,18613,290,1448,9717,10195,1332,7534,4365,4306,3901,38,1398,6046,112,9847,3202,7022,139,1372
-1,4,16,0.75,1,3,1,1,1,226332,,47100,1665,29255,3.4,483,1149,0,1,3,47100,139408,13.3333,355,801.429,4740.75,126971,292,12,59937,10,14,84866,199,2744,7,26,23018,33169,1145,328315,144070,11657,211573,70673,37560
-1,0,20,,1,,1,,1,251595,,,1100,,21,869,0,0,,0,,,27.4,311.833,897,3281,351543,36210,16,22,50105,7,182,8,1230,3,121,20,16,11,119,1027,90,170,6992,24730
-1,11,9,2.36364,0,2,1,2,1,92262,,38878,1620,17726,0.833333,629,895,1,1,11,90626,29030,27,163.667,,4138.67,157807,163079,13,628,12871,1547,27359,7637,9847,26934,45110,17,27744,10,1043,54,375,15,7,5084
-1,20,0,1.7,,2,,2,,,,69523,,54,0.047619,0,460,,1,19,101551,85019,,,,,0,114,71,21,264,919,33,37690,2602,1723,2807,2667,1548,1641,66,1061,1586,89,10008,289
-1,7,13,2.42857,2,1,3,3,2,16106,,7193,1969,8265,1.75,959,1224,1,0,7,14358,4295,,182.5,900.25,3276.5,0,17,9,2442,6163,1107,4,5744,7202,1515,39,1936,20,877,43,1335,279,2559,1970,3892
-1,3,17,3.33333,0,3,1,2,1,5033,,18368,2637,2565,4.5,739,3787,1,1,3,36296,26146,23.5,427,874.167,4888.75,11188,122,66,95,310,782,776,19,6,545,3317,7598,13,3916,10034,31527,1332,11842,1048,7783
-1,3,17,4.33333,2,3,2,1,2,1136,,20504,5142,332,4.5,640,848,0,0,3,83617,78928,,334.667,1068,7564.91,29,3,117,5,361,606,73,396,73,20,180,11,717,311,18,74,1028,79,31,20
-1,1,19,1,2,2,3,0,1,109904,,130734,3049,8,10,888,810,1,0,1,130734,,23,235.333,1074,13025.5,0,27821,591744,3,1353,225377,101600,633,13873,18753,2898,409,1101,290,1108,153,369,2650,3149,3430
-1,3,17,1,1,1,1,1,1,466,,5647,2811,198998,4.5,383,1128,1,2,3,5647,5647,29.25,271.2,599.5,7519,8,211976,1086,46,18,11,281,8629,148,4,789,5,98,7,3,80,228,10406,41191,134627
-1,16,4,1.9375,7,4,7,6,2,5199,,22963,665,1610,0.294118,436,700,1,1,16,30487,26709,6,,885,,0,24,1096,168317,17785,2300,20143,5891,1866,46228,974,7187,737,5418,5097,4445,47,1780,7115,2523
-1,13,7,2,0,1,1,1,1,224572,,40680,307,5258,0.571429,421,560,0,1,13,43268,40272,11,190.6,1186,,45,131,1390,1367,102463,58758,135593,81404,5876,1572,4013,9396,12548,7232,1744,11085,4875,5061,723,19610
-1,13,7,2.07692,1,1,1,2,1,155777,,8348,2192,49,0.571429,244,3687,1,1,12,10682,8420,,142,1154.25,5293,2,96471,48990,1391,1437,67,1890,103,794,30,89,1337,136,1015,467,5694,5274,189,88,9809
-1,1,19,4,1,0,2,0,2,7641,,3084,5305,414,10,613,5123,1,7,1,6405,,46.5,84,800.4,9555.56,0,28962,468,1089,631,698,866,978,479,40,126,6,11,16,30,4100,1157,1384,305,4292
-1,13,7,1.92308,1,1,1,1,1,125140,,13717,249,333,0.571429,800,771,1,0,13,28099,13479,,129.4,547.5,,37602,500,83775,16119,22695,15872,34,64107,3714,16958,83417,680,2366,12246,2115,148723,161834,1936,815,69776
-1,5,15,3.2,5,13,9,14,2,502,,55935,8291,30,2.66667,695,1465,1,0,5,150408,17676,38.3333,368,892.333,20077,2,5421,98,42,54,88,13,25,64,21,28,10,788,22,11,34,156,33,300,668
-1,10,10,1.2,3,1,3,1,2,39876,,4156,855,41288,1,450,1196,1,2,9,4374,4516,34.6667,,951.833,2733,2,364008,1586,398714,41829,1801,6703,176,5739,9,2942,3417,79981,1469,17208,2959,8,40312,5,100646
-1,18,2,0.833333,1,0,0,1,2,236289,,16425,83,6008,0.157895,127,1197,0,0,13,16452,2164,59,106,,,4905,142233,9080,39060,689,20375,44721,13063,29231,1090,884,16370,1435,14301,27127,17192,667,2683,16899,2108
-1,14,6,1.92857,1,0,1,1,1,3943,,7372,163,1679,0.466667,259,409,0,1,13,15096,6700,,98,485,,5,17499,787,8859,3189,41399,1521,1707,4132,3075,4,11616,7483,18017,1358,8652,54885,14806,4157,21243
-1,10,10,1.8,7,3,14,3,2,7737,,1491,723,31671,1,641,2069,2,1,10,2515,2110,1,249.667,1079.17,,139808,566096,8388,20,70138,90813,71,1588,38595,10298,82,4,11632,11107,6061,2972,393,31149,15767,2997
-1,20,0,1.2,,0,,0,,,,7572,,11266,0.047619,0,445,,2,18,10241,6379,,,,,2373,1132,470,2789,2816,1112,2895,6205,999,315,7232,3996,219,7077,3138,473,591,352,5629,100
-1,1,19,1,0,5,1,0,1,92251,,44839,471,51,10,451,599,1,0,1,44839,44839,27.2222,253.333,506,2228.33,148153,48,99,23,21,8,1230,26,15829,3,1426,8,10,250,15,19,1297,122,1341,24
-1,2,18,3,1,8,2,2,1,1648,,1442,2120,136,6.33333,341,345,2,0,2,2441,2441,11.5,213.75,724,3900.56,61269,8,32,1927,418,150,351,791,77,209,47,24,3,243,16,5,1421,556,10,300
-1,13,7,1.38462,1,2,1,2,2,8279,,26274,527,962,0.571429,305,1783,2,2,11,32301,29702,27.5,316.5,679.5,,572536,1343,161217,260,61987,17327,22104,58324,40419,10582,128,874,5356,16335,7126,11689,9682,11,9963,193
-1,0,20,,1,,1,,1,239581,,,4118,,21,258,0,1,,0,,,13.75,270,538,6886.9,9,6,4,8,3,4,8,5,103684,24,3,10,6,6,15,7,6,4115,452089,634
-1,12,8,1.5,0,1,0,2,1,213,,31538,507,379,0.692308,295,769,0,1,11,43924,48303,45,236.4,790,2041,0,889,1573,6,1463,985,3,9123,177174,6132,1054,197063,126951,1213,57712,13055,2461,151465,27402,106
-1,9,11,1.88889,2,2,2,2,1,162,,13479,766,470,1.2,429,800,2,0,8,19503,14564,14.5,225.5,672,2738.5,400794,28367,78896,9,538,4250,14365,75945,88037,35961,9972,5900,25662,25820,543306,1674,4231,12943,265,756
-1,15,5,2.13333,1,1,2,1,1,96398,,6896,807,8324,0.375,306,1119,0,0,15,11246,7125,,168,784,2749,31,97,9091,2979,5327,1166,23659,8095,439,1305,17380,1107,51992,58929,191434,37841,124095,3976,2,147073
-1,8,12,3.375,5,7,5,11,4,158196,,3792,5521,3761,1.44444,670,2081,1,1,8,7832,4543,31,130,1061.25,12342,7191,183,18,934,747903,6678,103116,287916,2523,145,156,52,3897,12849,1441,135,67346,1751,19736,32134
-1,18,2,3.11111,1,3,0,7,1,490,,54882,4695,20,0.157895,178,753,1,1,18,101814,68283,,80,,9310,5,18837,432,967,79,43,14284,320,120,21526,2726,1864,962,16,216,4,3,1205,10478,1131
-1,15,5,3.73333,1,3,0,3,1,11,,32693,591,56,0.375,538,792,1,3,15,73188,48316,1,230.5,773,1719,23707,1729,37,2685,1554,210,10123,66,28853,6753,7738,878,1795,3816,4742,2278,2896,6121,2529,36
-1,7,13,1.71429,1,1,1,1,1,127249,,11924,7701,10158,1.75,239,1588,1,1,7,38468,37953,11,265.333,982.333,31138.7,12,16014,52274,63,8,49588,52470,179,18,828,4,76046,69130,8,32,376,1177,1258,277,7
-1,13,7,1.53846,2,1,3,2,1,39172,,34009,753,24338,0.571429,598,546,0,0,13,38226,42378,,,540.167,2029,9,85114,26021,11756,96668,134786,394,9476,1600,109891,9826,168,18556,92043,104,24552,7172,6781,57995,53040
-1,7,13,1.14286,2,2,3,2,1,46394,,1869,5000,15050,1.75,500,1605,1,0,7,1875,2024,35.25,137,857.75,20384.7,2650,229,4082,1206,10,53,1409,1831,6,1376,7257,6837,200,3076,28682,2531,4353,16,7231,3037
-1,8,12,1.25,0,1,1,1,1,435,,36682,786,1942,1.44444,416,493,1,2,8,48271,17092,20,236.714,737.5,5489,8,10015,1419,6123,4301,86,5551,12,2669,157,1466,4527,2645,1255,92,205,1302,5962,3889,18835
-1,16,4,2.25,2,2,1,2,1,130528,,22564,1439,90079,0.294118,698,1357,0,1,16,38475,39731,,391,1453,3520,1,71154,5175,39,106,14745,51807,3936,23502,5706,3964,44613,2881,3320,2864,1212,79124,92115,118126,74733
-1,2,18,2.5,1,2,2,2,1,578,,17363,2962,13,6.33333,290,1082,2,0,2,31882,54490,53,417,959,7557.25,94984,189,201736,4,35,36,1543,10,3863,181,82,1301,1297,162,17,1271,7169,1518,1295,465215
-1,3,17,2.66667,3,4,2,1,2,14712,,17468,3447,2082,4.5,526,867,1,1,3,39341,18657,,200.5,1115,5051,10,3073,22043,25,578,18,10,78,57,66781,68874,1172,3293,772,450,4147,4659,380,996,3300
-1,19,1,2,1,0,0,1,4,24,,20699,3863,48005,0.1,742,716,0,1,18,45010,15301,,,,3863,8,1524,4012,3121,4190,101,2977,115,2670,1330,2021,6693,82054,79336,20112,58839,30335,39,38,13060
-1,20,0,1.15,,0,,0,,,,9680,,15865,0.047619,0,735,,1,14,11656,21695,,,,,19,2930,160,7119,1609,1412,1494,4102,40657,1056,1460,299,61924,126,840,4654,5466,259,5574,73630
-1,9,11,6.66667,3,4,1,3,2,6825,,28943,1715,7,1.2,940,982,0,6,9,86961,63258,15,183,1064,4681,0,293,41,175,4914,3392,48,6,24,81,2673,980,5508,2625,2900,3244,1034,1464,1227,1725
-1,19,1,1.63158,0,1,0,1,1,100,,15055,168,11,0.1,120,865,0,2,18,22535,20227,,168,,,2,202,3186,1505,2719,1136,2724,1918,3073,100,7029,9956,69,2887,3007,17144,60547,2888,629,1691
-1,8,12,1.75,1,1,1,1,1,130,,37603,7043,91081,1.44444,562,932,1,0,7,90106,88141,16.75,441,964.75,26718,43,18058,5193,5899,121,3930,14651,2681,216,1290,5785,50,1166,1307,3315,1861,15625,22746,7255,1338
-1,8,12,1.5,0,0,1,3,1,358163,,31966,1971,648,1.44444,397,1137,1,4,7,43324,25053,49,222.5,750,6163.67,211273,154213,67389,131738,2639,31,11,92,29,21,2818,11,671,79,135,9,445,16,61,14
-1,19,1,1.52632,0,1,0,1,1,1677,,10358,198,46791,0.1,1436,566,0,1,17,12414,11705,,198,,,16,22200,10144,68932,31967,5094,2138,269080,83,184172,5053,57021,34506,165122,75220,6751,8974,2894,110856,116281
-1,2,18,3.5,2,0,2,0,2,243,,2228,3844,425,6.33333,504,805,1,0,2,3137,1533,56,317,709.5,6528.44,0,103,217,27,41,36,983,399,22,23,38,1096,1890,115155,29,2280,7,206,22,173
-1,6,14,3,2,4,2,5,2,109,,15400,2437,104,2.14286,1017,1613,1,1,6,32338,9354,51,145.667,703,5329.8,16,7,4,698,396,11,1395,36099,2941,7215,877,368,2508,9,422,2910,1565,2855,1114,163
-1,0,20,,1,,1,,2,-31491,,,14398,,21,472,0,0,,0,,,40,,1011.67,18292.6,18,12439,18504,15,14212,84,109,8,7465,976,5,5,136,8,1374,1533,4254,108,21,1251
-1,4,16,1.75,1,1,2,1,2,237619,,20121,976,101,3.4,1518,1084,1,2,4,39698,31563,19,270.333,1302,4622.5,0,7261,45,174,31556,8512,2906,21728,146819,172521,42175,30289,1148,4201,105,1224,1787,120,1139,7204
-1,9,11,3.44444,3,8,5,9,3,43919,,10781,3554,208,1.2,842,715,1,1,9,28412,13189,,162,1087,5095.67,110560,3523,4,43044,8217,28720,7135,323,28769,4210,24334,71979,40645,386,75,1594,31,15,509,1940
-1,4,16,6,7,27,10,24,3,3159,,7817,10147,9535,3.4,1299,1049,1,1,4,24710,11824,,93.6667,1156,15496.2,17,12,1753,133,83,169,3951,1090,1733,59,1123,8,144,286,5622,21,2615,7377,90,31
-1,0,20,,5,,7,,3,104951,,,26274,,21,960,0,1,,0,,,7.75,190,481,37483.8,0,23638,2971,7033,249,11690,48,1066,26,46,8464,5962,78,30,9143,9280,49321,8,22781,956
-1,0,20,,1,,1,,1,887,,,1895,,21,347,0,1,,0,,,14.6667,162,797.5,5376.67,182938,4,399,77,9557,1282,3,794,12,11206,8582,342471,3,10,7128,12911,166,7022,73,148
-1,1,19,6,3,7,6,0,2,983,,27761,6360,1,10,822,1144,2,0,1,157795,1525,3.5,130,1187.5,8612.46,105648,12,3984,79649,31098,361386,214,1839,511,565,2654,41,547,72,1112,53,284,755,49,93
-1,1,19,1,1,0,1,0,1,58656,,169,152,1552,10,1108,2045,1,2,1,169,169,32,168.4,490,,15,1488,21,28,14,987,5,19,18,37,27,35,410,7,23,481,10,10,13,74
-1,0,20,,4,,6,,2,2799,,,6114,,21,871,0,1,,0,,,54,288.333,949.833,12171.6,0,87,105,154,997,30,101,1296,332,6968,161,1349,1612,1345,337,2294,31,861,642,7
-1,6,14,1.16667,1,0,1,0,1,67764,,7235,2022,243,2.14286,749,2399,1,1,5,7548,7548,3.5,358.5,904.5,3993.33,0,141,1435,31,59,2706,21,87257,85420,81777,115042,66853,79920,9,11831,65,41,560,10459,6301
-1,0,20,,1,,1,,2,35,,,1319,,21,405,0,1,,0,,,16,296.5,758,3366,43,36,1649,13,37,1171,241,38,1290,145,4290,996,3171,5483,2833,112,20,125,19,77
-1,20,0,1.3,,0,,0,,,,23182,,287,0.047619,0,894,,1,18,33147,19422,,,,,11,238,4177,10014,3029,5832,12980,4998,832,2695,1277,15816,2593,1744,9996,1562,37304,13037,29000,5177
-1,0,20,,1,,1,,1,184,,,1873,,21,197,0,1,,0,,,19.7778,128,904.75,5588.33,4144,23,172,1440,47,74,7,1079,10,7,184,71,20,28,82,1010,30,1411,344,4017
-1,1,19,2,1,2,1,0,1,137567,,1116,871,3,10,568,1079,0,0,1,1781,451,11.25,139.8,918.8,2584,11192,43456,3066,2267,688,11,2613,27404,48,76277,31435,5735,18721,4,70,923,8,40,1597,8670
-1,20,0,1.35,,1,,1,,,,38720,,16727,0.047619,0,1444,,1,18,46340,41843,,,,,253301,174484,2343,64,34,2741,21,73,1374,65,161,414,762,255,1266,254,202,1202,47,35
-1,15,5,2.06667,0,1,1,1,1,5819,,20650,593,1557,0.375,615,1455,1,0,15,45883,14209,,331.667,985,,0,11931,11555,1617,2574,8360,6231,165,4330,2427,4192,25005,994,3129,7035,17349,5664,61630,1597,1527
-1,0,20,,0,,1,,1,4315,,,568,,21,1185,0,1,,0,,,23,145.667,946.222,1872,37,40,1120,13124,1523,29,13,24,2855,16,35,1004,306,2628,3,21,1595,35,23,56
-1,7,13,3,2,2,1,1,2,20079,,42656,612,51,1.75,498,954,1,1,7,102883,82665,36.25,157.5,726,3254,38,694,231250,11420,45771,854,652,11470,49,4581,3541,283,116,159,51,100,469,29,18,12
-1,7,13,1.71429,2,1,4,1,2,1121,,32706,5359,8537,1.75,1032,860,3,1,7,34521,6519,24.5,174,873.2,13014.6,141,4043,96,250,1336,27,3216,2498,2857,142,4128,2670,102,40347,8684,8690,701,2076,248,4428
-1,7,13,1,1,0,1,1,1,125979,,18989,293,218,1.75,326,749,0,1,5,27638,129,25,340.6,659.667,,98083,11152,1368,2940,2907,4681,6726,12958,7191,4,5833,237966,2415,17311,10066,3010,40659,18218,10087,80678
-1,8,12,2.375,5,3,13,1,1,222106,,21417,746,44812,1.44444,2392,1469,1,2,8,44778,11626,19.25,358.667,922,2517,161686,1229,5563,425,11019,1831,16283,2744,166,855,21449,131183,48,14296,61,26108,17657,32551,4773,5200
-1,20,0,2.6,,1,,1,,,,12668,,26,0.047619,0,806,,1,20,25482,17618,,,,,3,11321,2501,29092,1574,1561,2511,300,1468,226581,221866,1384,3294,890,13015,82,1532,8411,7250,4606
-1,3,17,2,3,1,3,2,2,10445,,75864,1618,43,4.5,744,1284,3,1,3,151468,120439,17.6667,152,982.714,6653,20583,31154,20256,91,85,32,39,114,24,25,315,14,41,18,80,33,105,27,115,71
-1,13,7,2.07692,0,1,0,1,1,175688,,34206,2151,8,0.571429,512,1489,1,2,13,60079,36897,11,265.333,458,6895.5,9,12899,80375,19,3172,11,9675,10485,453,3793,164,5422,6010,1134,63,2797,28,60650,10203,48018
-1,1,19,1,1,0,1,0,1,16,,534,1348,1883,10,338,2267,1,0,1,534,534,25,248,914.714,3629,213214,38919,1292,1410,41950,7,107,1132,803,5,996,1236,1265,23,110,226,39,1060,32,1731
-1,10,10,2.8,1,3,1,4,1,63564,,39742,878,505,1,443,1338,1,1,10,90334,67043,35.5,275.333,600.333,3042,60460,11916,121924,248326,10,42609,133,132378,54401,26232,9728,26455,33,22834,2883,2530,36712,1406,20077,1518
-1,19,1,1.52632,0,0,0,1,1,46,,21252,3481,17291,0.1,833,2360,0,1,17,29849,6229,,,,3481,11,98,971,1472,4084,194,4297,1258,4509,2690,8698,23,2784,18777,1370,18703,1521,227,11345,5662
-1,2,18,1.5,1,1,1,0,2,12,,2940,675,8,6.33333,169,434,1,0,2,3658,3658,31.4,297.833,1103,2349.5,257970,47515,6,1114,49,97,95,105,247,81,708,84,556,1070,1724,1488,1210,2519,1813,13
-1,8,12,1.625,1,1,1,0,1,58960,,5923,2200,1612,1.44444,598,1485,1,1,8,11182,6439,14,201,,3958.83,0,158486,6,1135,4350,1228,3043,1823,6922,103,148441,210,60,130341,219086,124089,180,847,36,69
-1,2,18,2,2,1,4,0,1,8,,18,1260,106162,6.33333,359,666,1,1,2,29,48,6.5,286.667,923.375,6573,6857,141,100,25,1495,49,3,1199,6,24,26,118,8477,1631,7190,22885,53067,4626,1173,1812
-1,1,19,1,2,1,2,0,2,6,,11965,3449,21,10,345,1160,1,1,1,11965,11965,3.5,187.5,1067.71,7210.5,47389,486,32,14,68,825,97,7,157,295,94,13,22854,5,20207,7264,13096,2,48856,9
-1,15,5,2,0,1,0,1,1,617,,9787,280,59,0.375,214,491,1,1,15,18708,15013,27.5,145.5,1056,,109745,2567,32009,9827,7702,277,5,9557,2988,124,1311,12892,25637,27469,20125,11592,6196,3055,76,113325
-1,15,5,3.13333,1,1,1,2,1,4,,27485,231,4,0.375,194,555,1,2,15,47178,34804,33,171.5,745,,0,760,37986,21,6948,6051,2,5382,5,891,41146,15616,73534,8834,12293,52047,1179,1460,7927,744921
-1,2,18,5.5,1,11,2,2,2,55,,2574,18005,125,6.33333,254,573,1,2,2,10648,2299,,308.25,835,33023.7,0,166974,50435,156,265,4,8,34,163,500,18,208,63,3,42,88,1024,69,1823,331
-1,3,17,2,0,1,1,1,1,622,,11685,742,479,4.5,876,1891,1,2,3,20296,17598,22.5,111.333,834.75,2839.67,19,8760,1352,3,112331,20270,1385,13,17,142424,54,7744,910,10,30,25,395,19850,48,10196
-1,0,20,,5,,7,,2,12,,,5768,,21,217,0,1,,0,,,,99,950,7445.42,191485,2828,14,128,250,909,72,45,470,132,71,2024,440,117,817,494,18,261,658,387
