#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17,gap18,gap19,gap20
-1,19,1,2.57895,0,0,0,1,1,11,,24737,11884,928,0.1,81,422,1,1,18,37315,37103,,,,11884,28592,81,6,124,911,579,950,170,1103,1836,1355,11570,6847,175,5720,13171,1360,15492,1350,10669
-1,8,12,1.625,1,2,1,2,1,8370,,28063,1002,186,1.44444,1807,1609,2,1,8,43063,41662,36.25,182.667,697,4621,21028,114,466,44987,105,7979,1439,417,68,97,118,39,682,3224,2392,11400,3745,72,690,5837
-1,1,19,3,3,1,6,0,3,50438,,534,4935,2851,10,443,1470,1,1,1,1584,,27.75,252.667,1197.6,13662.8,33,17,25,750,1376,75,103,82,1177,742,50,2977,1992,3146,141075,133625,27495,10465,73413,136502
-1,6,14,1.33333,1,4,2,4,2,37753,,2031,1090,35029,2.14286,715,1611,1,1,6,2707,2707,36.5,194.333,1038.86,3664.5,70641,11155,880,2355,4107,298243,29075,32147,15119,14,6,4,42,68,19215,12499,18,32,16,181050
-1,0,20,,2,,3,,2,1778,,,6819,,21,330,0,0,,0,,,,212.25,977,8970.8,0,1659,10,51,1025,64,1378,20,173,356,415,955,317,1515,669,490,105,8,3688,5003
-1,8,12,3.5,1,2,1,1,1,4265,,20736,2309,32163,1.44444,876,1405,1,0,8,49595,47323,17,199.5,,5564.75,0,15753,4198,42,10103,121,34589,92,6,1095,8,1473,213,22,10150,1504,113,1215,106,5490
-1,2,18,2.5,3,3,4,0,2,26255,,80254,6214,1110,6.33333,1171,1455,2,2,2,137117,137117,66,,1228,7973.25,41857,1172,1270,293,11689,188,312,1887,478,53,10089,922,3077,42,9804,7572,519,2447,5478,14761
-1,1,19,1,4,2,5,0,2,12,,325797,3137,22577,10,341,1083,2,2,1,325797,325797,59,215.143,,5490.7,5461,86,130,417,1181,1021,7,39,100,172,8,2,2833,53,3960,617,1030,148,1351,4656
-1,6,14,3.66667,2,12,2,21,1,1293,,21480,3962,61005,2.14286,1236,1510,1,1,6,33718,29834,27,,1180.67,5189.5,24,24,130,1161,28,3319,273,54,2628,219,134,717,1353,9921,1470,7,13177,17399,1621,5445
-1,2,18,4,1,8,2,7,2,894,,28528,3722,32,6.33333,437,2062,1,2,2,51893,,,224.667,827.333,5639.5,11,5,119,7,11,125,9,363,8,0,136,512,84,34,2,447,46,130,5,6
-1,2,18,10.5,6,20,9,10,3,2858,,42507,8481,16,6.33333,687,1442,1,4,2,248538,465166,20,,727.4,12417.2,347,10,87,12,29,11,102,951,23,61,320,33,187,766,2,1,72,22,19,185
-1,0,20,,1,,1,,1,28081,,,1788,,21,913,0,1,,0,,,16,223.8,903.429,9409.67,57,549697,100,96,70,4375,2512,376,2753,8363,20565,10122,21618,55,5270,150,24332,307,4071,309
-1,5,15,2.8,0,1,1,1,1,8648,,15035,1622,3765,2.66667,378,1154,2,2,5,45623,12090,28.6,135,505,3344.71,23,153,169979,60186,40680,934,397,1138,1388,30,173,203,4022,33,32,450,570,1726,146,11
-1,4,16,2.5,1,3,3,2,2,22,,30146,12834,772,3.4,322,695,2,1,4,80883,35563,,174.5,595.8,31472,10,12,6887,293,60,361,961,173,963,60,1556,144,211,1027,286,3164,3880,74,101,1239
-1,0,20,,2,,3,,2,49486,,,2114,,21,582,0,1,,0,,,22.4,236.8,557.333,5615.14,2288,554,126,25,139,2022,112,13,14,13,320,7114,12691,105457,38849,2899,313,960,2761,251
-1,0,20,,1,,2,,1,9011,,,1427,,21,548,0,1,,0,,,23,231.375,1132.25,5166.25,4061,266,1149,4397,9,4219,1891,8,35,287,211,3678,1178,21,52,1427,29,2837,2953,2672
-1,20,0,1.4,,0,,0,,,,8911,,45,0.047619,0,311,,1,20,9549,10068,,,,,1,4851,1218,20,2720,5885,1056,596,4304,18482,216,6737,7354,1689,1220,68,1699,815,95,347
-1,1,19,0,1,1,1,0,1,902,,,551,,10,709,708,2,3,0,,,17.75,199.8,770.778,2460,163104,180483,23,871,1230,64,279,1077,47,107,5911,1339,5,1570,1323,178,8669,3937,870,1322
-1,1,19,1,1,0,1,0,1,129816,,5014,1415,84,10,443,1443,0,0,1,5014,5014,34.8,174.5,878.667,4606.2,24,5,15,10,142,1242,688,15,1206,21,8345,16058,1125,11,132,9821,58,1780,115,35
-1,19,1,6.15789,1,6,0,12,2,19,,14837,676,7,0.1,677,788,0,1,19,46677,24335,,,676,,1358,2920,6104,1053,4708,83,2870,1461,26,1156,2584,88,7156,333,2689,1430,8548,19,497,9661
-1,16,4,3.75,3,7,1,16,2,134,,24048,521,32,0.294118,299,2526,1,5,16,59679,30858,11,274.5,1522,,0,5055,21110,11392,185912,10195,37,115092,4167,11393,28858,24503,6523,4123,10843,42211,4230,243,22570,7127
-1,1,19,2,4,2,9,0,2,24970,,1362,8245,10616,10,675,565,1,0,1,1561,,,376,1087.2,12610.5,31,12,4527,15,5,1160,1710,1777,18,642,39,8,9,57,19,540,2323,1425,13,17
-1,0,20,,1,,1,,1,2305,,,761,,21,344,0,1,,0,,,45,218.571,799,3405,10,26,10034,1800,27,10,9,7,22,6,26,5,12,25,34,34,8,19,13,30
-1,8,12,2.125,2,3,2,2,2,50859,,28579,815,7472,1.44444,369,835,3,2,8,69419,34604,37,182,789.667,3431,11,311,20,853,413,173,310,957,5889,2464,46257,33233,17106,30319,2664,453960,1283,144,20,21492
-1,0,20,,0,,0,,1,14301,,,749,,21,336,0,1,,0,,,18.2,234,728.5,3696.67,128,36,118,9,11,1010,3,59,261,4139,254,1004,7,190,107,6,56,1184,60,5
-1,0,20,,0,,0,,1,21948,,,908,,21,335,0,1,,0,,,15.1429,232.2,994.4,3973.67,28301,20,19,101,144,10,5,56,4,1212,7,173,13,20,6,2853,16,6923,8936,15
-1,0,20,,1,,1,,1,442,,,496,,21,911,0,1,,0,,,20,186.5,1000.5,1982,31571,1658,4,19,107,17,27,73,2527,155,9,4,111,1289,41,9,1299,11093,9277,4174
-1,0,20,,2,,2,,2,850,,,2994,,21,483,0,1,,0,,,,320,1232.38,4670.5,5,596,636,3971,311,2909,11,3713,909,41196,2488,584,208,1456,12162,3422,10244,46,19537,30
-1,5,15,1.8,1,1,2,1,1,99,,45066,985,11,2.66667,461,1336,1,2,5,47342,44933,47.6667,220,982.667,3628,15333,4,8988,47357,3810,15944,1416,34461,20,10102,15913,2801,1579,4089,3181,1292,36,15957,1206,346
-1,20,0,2.45,,0,,1,,,,22937,,368,0.047619,0,756,,2,20,50569,49373,,,,,2,268,8384,38,24,177,1238,243,15864,8614,28350,13220,10056,43206,20143,355,6825,1827,7247,5687
-1,13,7,1.46154,1,0,1,1,2,5,,20631,1656,377,0.571429,419,832,2,2,11,22796,22849,51,162,1126.5,3736,8695,30048,13251,12878,34270,13345,1061,1508,2238,85,723,137,1108,7,274,37,225,1054,1140,344
-1,0,20,,4,,5,,2,549,,,2481,,21,489,0,2,,0,,,7,263.667,1085.25,4199.4,0,869,147,255,886,239,85,179,83,40,31,4,1038,20,1504,145,1015,63,76,32
-1,2,18,1,1,4,1,2,1,19589,,1569,256,263978,6.33333,928,1694,1,0,2,1569,828,18.5,300.333,663.25,,1127,21,51939,15766,18,32,3,5576,87,3697,52445,55,1338,6,13149,14291,9986,56358,30054,4336
-1,3,17,3.33333,5,9,9,5,2,14,,17971,5798,6,4.5,795,542,1,0,3,63180,3414,,247.667,684.333,8997.8,24599,4331,235,2,93109,14808,21530,1441,8,43159,176847,10337,2554,8,7405,11297,4364,83,1554,6845
-1,5,15,2.6,1,2,1,2,1,29213,,21159,1695,2818,2.66667,463,1887,1,0,5,45889,44767,26.8,143.5,1035,3822.33,21648,18352,241,1215,285,17,124,460,4060,159,274,392,753,1571,1628,8824,8061,447,18595,13704
-1,0,20,,2,,3,,2,10777,,,3943,,21,632,0,0,,0,,,30.5,206,1214.4,6837.1,19226,33,557,30,23,11,27,727,44,3002,2347,21,152,6037,2640,63,15,37,2,73
-1,17,3,1.47059,0,1,0,1,1,83517,,23753,3092,64,0.222222,438,2571,0,1,17,26522,22779,,90,,9095,79,2768,51978,4311,1288,43480,1290,93,120,4276,155244,5926,32867,204527,38988,11748,58786,80562,29216,67565
-1,20,0,2.3,,1,,1,,,,21376,,7,0.047619,0,697,,1,17,46115,30015,,,,,0,19277,7262,2711,4332,1077,14485,1412,4637,2849,1619,2341,49005,25993,6204,1126,1551,25889,75255,9448
-1,9,11,1.77778,1,1,1,1,1,6,,18438,60,103,1.2,597,3558,2,3,9,21650,17908,25.2857,122,,,12,12167,16608,7561,25,10,287,2762,10979,166,16252,2,7,35,942,2807,6,7,75,5
-1,5,15,3.2,1,2,1,1,2,14666,,9942,1580,9,2.66667,585,642,1,0,5,22249,11460,27,205.667,930.667,6189.67,0,2438,7644,5386,114,2563,223,16,12,13,4,8,4,4,6,4691,38,705,5,1996
-1,1,19,1,0,0,1,0,1,92974,,6430,569,32,10,439,1269,1,0,1,6430,6430,26.2222,175.8,709.5,2760,2,338523,4154,2044,5493,1480,28,1091,351,5744,1070,372,1023,1667,16,1271,32,1739,2806,1150
-1,0,20,,1,,2,,1,434652,,,2975,,21,710,0,1,,0,,,11,276.333,800,7491.71,10,7,6861,14575,33,57,9845,67,14,17,4,739019,11,9,11366,69382,16,153410,553,87
-1,3,17,1.33333,3,4,6,2,2,13936,,2968,1110,27333,4.5,309,486,1,1,3,3329,3214,10.6667,174,734.125,2920,26325,122100,128416,64830,264,1848,1427,14,80796,79153,28,1516,3149,11134,615,7358,40159,933,4231,7803
-1,14,6,1.35714,1,1,1,1,2,2122,,22261,332,3331,0.466667,717,1455,1,1,11,26588,21472,1,234,1057,,0,1309,14567,4334,257,87479,3650,7797,7458,40406,11322,307,12849,8831,8494,9932,49,49238,266573,39648
-1,1,19,1,5,2,7,0,3,7703,,3621,8756,35,10,2240,2243,3,0,1,3621,3621,33.5,264.5,859.5,18982.4,123,1410,36,1504,2480,289255,160,68,39,82,546,16,440,293,427,6629,162,40,6449,7
-1,0,20,,1,,1,,1,8,,,596,,21,312,0,2,,0,,,20.8571,166.429,908,6076,126,11,20,6,39,1203,66,24,114,75,22,20,1055,206,227,27,3,18,81,740
-1,17,3,2.47059,1,1,0,1,1,275432,,44226,2362,162,0.222222,109,887,0,1,17,53768,47558,,98,583,6406,14,1621,7264,7186,12821,23074,24533,19871,23094,20113,20106,10144,70729,57673,1394,2807,30354,8599,19978,10337
-1,0,20,,1,,1,,2,67,,,796,,21,826,0,1,,0,,,22.25,187.857,679,4357.33,0,10100,53248,37672,17428,2657,9980,63,257,2742,601,5,2288,1499,124,1097,2074,2942,2430,445
-1,16,4,1.4375,1,0,1,1,2,2276,,18404,144,9877,0.294118,428,855,0,1,16,21895,19013,,144,,,0,7211,2312,13689,809,1882,17375,7009,1120,26190,42197,64538,17415,6708,2707,411,66032,56368,1440,5322
-1,1,19,2,1,1,1,0,1,40212,,4027,2677,17,10,325,449,1,0,1,4594,,15.5,207.25,867.6,11402.5,263236,20,207,384,10,12,652,5150,2611,8,2585,8527,8930,298,51173,12243,7,9687,17313,78
-1,18,2,1.38889,4,1,2,1,1,88,,55003,233,191,0.157895,255,596,1,0,17,81293,99252,,233,,,29,103,464,2564,2011,9542,2684,13357,4421,2742,12842,73,20274,1045,2812,7674,1352,9697,3337,48959
-1,14,6,3.78571,0,5,0,12,1,43419,,38091,324,86,0.466667,371,510,0,0,14,69658,41522,,323.667,,,3,80,1635,13,7013,53239,50,73659,61978,22,35531,56391,8721,151056,26,50470,22882,57796,14442,169750
-1,15,5,3,0,2,0,2,1,3150,,15981,322,69,0.375,773,610,1,2,15,40602,20678,16,,781,,7611,733,1326,37,12,425,1071,186,99,7,47,8,1312,330,5762,1024,2041,635,2279,65
-1,1,19,10,1,7,4,0,2,88,,20730,4007,3,10,323,439,1,0,1,85583,49013,16.3333,141.2,1265,9261.14,49,24,10,532,83,154,18,17,600,13,27,526,46,43,129,123,171,348,884,410
-1,0,20,,1,,1,,1,1212,,,1124,,21,508,0,1,,0,,,20.25,213.25,987,9317.5,18,155,6644,33,1699,3322,112,87,893,174,26,1269,3057,4328,407,268,659,853,2306,2996
-1,7,13,4.71429,3,6,5,6,2,134557,,28530,925,543,1.75,588,1497,1,1,7,69318,36952,55,238.25,879,2872,1582,13,1252,6559,25021,8669,49719,126007,18253,85645,186707,2561,83879,40862,65372,32362,11693,19702,82253,814
-1,2,18,3,1,2,2,2,2,10908,,1647,2596,488,6.33333,240,1180,1,1,2,3131,4593,15.5,115,919.857,6652.17,896,1701,36,3,138,968,40,458,25,361,4,2,7656,736,3,2378,434,777,308,2
-1,7,13,2.57143,2,2,2,2,2,40271,,56723,4202,225,1.75,750,700,2,1,7,91403,30931,1,224,604.5,7535.71,43,413,32,307,961,13,1063,8,337,7841,33768,11,53279,149,1371,84758,80656,46367,286487,57401
-1,1,19,2,1,2,2,0,2,1809,,2434,2568,91,10,574,537,1,2,1,4856,4856,37.5,210.667,970.8,6165.86,6578,85478,7549,48736,4840,2321,1960,1401,18189,33064,97250,58458,4538,7577,21108,1226,831,1542,7834,618
-1,12,8,2.91667,1,1,1,1,1,2559,,42849,983,166,0.692308,380,923,1,1,12,94351,75302,1,384,990.333,2062.5,0,67,1307,1628,40,1389,28746,1191,134,7065,3184,15649,1620,2511,230,9807,48,10193,6044,9757
-1,15,5,1.13333,2,1,1,1,3,154989,,12401,1819,33603,0.375,1986,615,1,0,14,13876,18313,1,,813.333,6655,0,112300,905,5942,9181,38127,17891,23830,59780,159153,175696,30233,69138,112,8550,8574,33578,38428,49584,3959
-1,17,3,2.35294,1,2,0,3,1,152,,8907,356,7297,0.222222,594,1437,1,1,17,21764,17579,,356,,,0,9276,42,8,5313,96,51803,4655,16582,7312,4268,4539,231,25832,9941,183,133254,4742,7544,20020
-1,2,18,1.5,1,2,1,1,1,91451,,10168,455,228,6.33333,770,854,0,3,2,15044,5292,31,215.625,610,2241,84961,2249,20,4,944,5,4465,3033,12,83,18,627,224,6249,51524,109335,45,58,2650,17924
-1,6,14,3.83333,1,3,1,4,1,140753,,22400,7190,176,2.14286,1050,678,1,1,6,50675,46266,33.25,207,674,18408.2,0,14515,39127,1024,102987,79967,654,6731,2720,8068,329,57,7167,6132,55971,20160,80798,31322,170158,12845
-1,20,0,3.3,,0,,1,,,,30887,,6961,0.047619,0,332,,1,20,58106,32572,,,,,1,25876,11017,68,4331,4635,1191,158,1583,16815,1444,1936,22824,5851,9703,3388,1450,1033,2833,2990
-1,4,16,2,1,0,1,0,1,51,,21463,697,8,3.4,625,910,2,1,4,38322,31237,23,234.667,761.5,4037.5,1,1542,1739,2559,1157,127,8726,2663,7,16,308,6872,108,126,1207,282,4499,5532,218,1105
-1,0,20,,2,,2,,2,546,,,588,,21,526,0,2,,0,,,13,135.375,905.429,4293,3,197,29,51,13,13,14,15,7,55,144,582,108,28,37,26,28,8,89,171
-1,0,20,,5,,15,,2,72373,,,2328,,21,429,0,1,,0,,,33,169.25,1062.86,6391.17,9227,986,8,4,13,130,155,1573,1151,12,94,48,84,17,56,18,24,807,145,4
-1,20,0,3,,2,,2,,,,16049,,5718,0.047619,0,644,,3,18,37752,29748,,,,,21,328,9855,13461,29426,11646,35725,1139,1720,41340,2826,2157,8210,10595,2579,16577,3195,7744,977,999
-1,3,17,2.66667,2,3,2,2,2,19966,,27447,889,62,4.5,222,1382,1,1,3,73472,9138,23.4286,97.5,1036,4266,1,186304,106578,154340,54018,95665,99389,3,2,9,22,7,9,4,6,20491,489,5,6,3
-1,17,3,1.11765,1,0,0,0,1,7574,,71123,49,1697,0.222222,1078,1076,0,2,14,71359,92816,49,,,,4,13054,1294,4194,55,7367,5713,129,379,9424,121,1290,3,40498,5839,7152,6010,4500,2400,248
-1,0,20,,4,,8,,2,34112,,,3192,,21,373,0,1,,0,,,33.5,204.5,970.556,8572.33,1436,901,10633,14995,865,77417,5637,5715,67357,10,748,4444,7,542,1766,9258,10,5439,4594,5
-1,5,15,1.8,1,1,1,1,1,24806,,6704,1172,1097,2.66667,1368,801,1,0,5,9513,3895,22,203.5,646,3748.5,0,2885,125319,25,452,414,961,122,458,1896,9,4697,132169,919,4394,1902,919,356,3085,1678
-1,19,1,1.89474,0,0,0,1,1,1275,,10128,93,12,0.1,174,1242,0,1,17,17424,5334,,93,,,20,8815,1275,346,1201,12897,5734,271,4352,25742,1553,11485,11511,37483,1369,18493,1415,8728,332,2733
-1,5,15,4.8,0,7,1,5,1,3822,,22719,5314,57,2.66667,448,571,0,1,5,46863,20142,61,126,734.667,8336.88,4,47622,4,1546,2,11,5,881,44989,122577,35560,1972,11165,125,10,57,1290,5,6,4
-1,17,3,1.29412,1,0,1,1,1,581,,6258,144,423,0.222222,771,1161,0,3,17,7541,7993,10.5,412,,,169418,3016,4233,8,4833,3969,27,3977,54,262,44,1105,232,116,4157,46,1688,3500,44,1294
-1,1,19,3,3,1,4,0,2,406288,,4964,4394,1146,10,1426,937,1,4,1,12906,12906,16,200.5,854.5,7358.73,0,54691,23665,109463,211206,414931,7140,38849,22,38660,130,27317,38708,6026,31931,41404,1379,153095,848,17283
-1,0,20,,1,,1,,2,3376,,,2664,,21,837,0,2,,0,,,44.3333,387.5,878.25,7115,26,43,1408,1336,424,4227,1679,7218,14094,1193,18729,1833,8221,6079,12666,1745,8589,2911,2587,1449
-1,2,18,2,2,4,2,0,1,333,,21584,354,108,6.33333,658,527,1,1,2,38059,36514,35.1667,132.75,631.5,1916,5,2474,2841,4225,52332,48823,11686,74964,77317,78234,29591,24855,222,84938,71424,5526,10192,23689,41763,94980
-1,2,18,9.5,38,17,134,15,11,1778,,7807,10147,3,6.33333,772,633,1,0,2,41490,,,251,988,12076.7,61,9,39,13,29,3,122,25,42,7,1279,17,25,21,99,29,1170,145,21,10
-1,16,4,2.3125,0,0,0,1,1,80821,,5903,38,36,0.294118,683,1366,1,1,16,8526,8224,37.75,,,,25,109,1328,147,1362,76,2828,68,15718,2842,131,2642,3328,4500,12547,1351,1461,557,12,85
-1,18,2,1.94444,1,2,0,3,2,10503,,35513,500,75,0.157895,753,850,2,1,17,55718,46337,,,500,,6221,20924,48,7437,7203,1568,17240,1291,33,5813,4175,5878,1436,2899,15562,4287,1361,89,5734,14753
-1,17,3,1.41176,0,0,0,2,1,4389,,8439,33,36,0.222222,358,635,0,1,14,11404,5600,32.6667,,,,21068,12212,703,7739,4,66,8614,18436,446,2547,6949,1528,1549,20049,13162,5353,14735,3950,25206,2629
-1,5,15,1.6,1,2,1,2,1,34176,,33617,1727,277,2.66667,460,792,1,0,5,61498,54921,20.6667,200,734.25,4462.2,0,33,2804,7,32,64,1208,13,6830,37327,3444,58,4554,1434,4123,2916,1112,11477,43,215
-1,18,2,3,0,6,0,16,1,84,,21467,662,47,0.157895,411,400,0,2,18,53526,25330,,,661.5,,117960,111,214,49,50,2198,579,109,1092,58,8975,241574,19008,7105,21953,8455,5854,5264,1976,17738
-1,0,20,,1,,1,,1,25620,,,30253,,21,850,0,1,,0,,,28,358,1085.5,59897.3,6,1610,10,671,691,58,89,381,18,42,820,307,482,1006,105,1211,25,2680,88,10308
-1,0,20,,2,,2,,2,37139,,,8093,,21,622,0,0,,0,,,,153,1367,11300.4,0,3,49,34490,40,105,1009,1,3,5883,30233,160,2862,61,1276,5,4,123,14,6
-1,0,20,,1,,2,,1,10978,,,738,,21,222,0,1,,0,,,13.25,213.889,867.75,3102.33,2,347,12710,78,8,41,165,18,5344,1369,228,434500,55722,62566,60854,1391,844,408,10205,7623
-1,0,20,,1,,2,,1,25,,,1194,,21,375,0,2,,0,,,19.2,197.6,1142,3418.2,29,9868,4,3,34,7,5,112,22,207,1245,1197,54,15,35,98,1181,41,64,14
-1,18,2,1.44444,1,1,0,1,1,17139,,11829,221,6810,0.157895,458,998,0,0,17,22901,26198,,221,,,11,41066,6466,11116,7066,20247,30360,21,9855,1401,1632,7190,29788,554,316,2332,13530,9266,10079,8
-1,20,0,1.65,,1,,1,,,,12768,,19391,0.047619,0,797,,1,17,18279,16327,,,,,17829,24068,39039,47333,107041,16881,29157,603,1780,15484,13476,7017,47454,224,2712,2951,15561,20839,909,9901
-1,1,19,11,4,6,8,0,3,2926,,5021,5906,2,10,291,313,1,1,1,14502,217,13,188.333,953.5,10191.3,2933,2493,169,3173,13,1617,1027,147,19,17,21,916,5,386,63,120,1129,119,76,1539
-1,15,5,2.86667,1,1,1,1,1,1573,,35373,689,68,0.375,263,383,1,2,15,93865,33566,,320.667,1240.5,,4,41386,5973,1821,1088,3955,6599,5038,4661,6417,1932,968,490,1204,10709,8,26157,123,9979,1122
-1,9,11,1.22222,1,2,2,2,1,179,,59088,770,23114,1.2,476,788,1,0,9,64368,60448,10,201.667,768.2,2006,20,88991,30309,1569,17377,351461,24296,4265,1833,824,7448,1618,2433,1556,238,4279,5532,7413,1413,60
-1,6,14,2.33333,1,4,1,2,1,84210,,11198,2905,33,2.14286,852,1527,1,1,6,25539,14348,49,276.5,1071.5,5111.43,38,632,5331,1795,750,1476,1674,5412,318,1299,555,139,622,142,6,134,118,39,43,1192
-1,13,7,1.92308,2,2,1,1,2,95265,,13615,485,47,0.571429,527,1067,1,1,13,24586,11313,34.5,208.333,1352,,0,20,1305,60508,5306,1421,20696,34,65502,55990,425,12789,67884,23042,598,25023,3056,189951,43843,40
-1,20,0,1.2,,1,,1,,,,17037,,9266,0.047619,0,1385,,1,16,20383,29149,,,,,11,1650,109404,2404,4793,4031,1192,17329,11640,1260,11466,1442,4636,1042,1862,1561,910,1971,58,1249
-1,14,6,1.64286,2,1,4,1,2,61705,,6633,112,26,0.466667,415,1134,3,2,9,12940,8790,48.5,144.25,,,0,50322,207,77,1195,18972,1418,126727,11323,224,8762,21404,119366,134,8646,13208,7015,11342,83724,58998
-1,15,5,1.8,1,0,0,1,1,575,,11323,371,282,0.375,675,613,1,0,15,39932,42194,35,191,1560,,75,85,5948,108,43,2545,1466,109,11330,4312,27,18,2885,7043,21778,132485,7228,3116,1167,6130
-1,0,20,,1,,1,,2,30754,,,1863,,21,501,0,0,,0,,,12,208,848,3503.33,0,9891,1499,5887,11309,24659,13,5571,422,39967,65184,5310,14520,8699,5576,2850,153,2864,8495,25917
-1,1,19,1,1,0,1,0,1,76301,,2392,776,199584,10,792,4570,1,0,1,2392,2392,28.1667,196.333,758.857,2892.67,200130,376,6,6,9,3,3,5,11043,121,3,61,3017,6,3,6,3,8648,2518,7526
-1,0,20,,0,,1,,1,136659,,,588,,21,399,0,1,,0,,,14.6667,204,668.375,2750.5,90,57406,1360,135,170,51,1066,1444,10,7,18,14,28,57,14,11,10,13,44,6
-1,18,2,2.22222,5,1,4,2,2,42,,48926,1135,31,0.157895,1298,1075,3,1,18,89223,63407,,,1135,,9,1133,28453,21732,38929,5549,1411,28735,67,9046,3951,49063,1304,4893,25341,2761,3673,5425,4536,10021
-1,19,1,1.78947,1,0,0,1,2,4,,72036,31,22084,0.1,416,1454,1,3,17,96775,75845,31,,,,36,936,11801,425,2792,110930,25,14339,11848,96,19816,3778,276,1489,19644,1408,6455,5,40955,1424
-1,2,18,2.5,6,3,13,0,1,10305,,6609,1743,10,6.33333,475,571,1,1,2,11291,9198,7,175.667,844.333,4647.4,7994,31,1368,4933,2492,64,9850,732,653,361,4609,16,24330,1403,77,1104,27,1728,3923,320
-1,2,18,4.5,1,1,1,1,1,12,,28010,604,6,6.33333,265,426,1,4,2,70521,70521,23,168.6,769.667,3768,0,32,226,1347,1517,98,3711,1641,2273,547,63,2005,402,281,1347,19,19,1680,91,27
-1,10,10,1.4,7,2,18,2,1,507396,,7210,774,8438,1,673,878,1,1,9,10476,6550,10.25,318.5,921,2611,5603,5980,24522,21264,105218,34748,1615,1123,10310,21406,9929,59126,1682,4210,15682,30679,5221,11586,180777,107457
-1,0,20,,1,,1,,1,25,,,466,,21,881,0,1,,0,,,18.875,149.75,1377.67,3828,1,84,662,70,58,473,8,164,14,1463,3887,1089,35,3577,38,10972,345,2336,6280,41
-1,0,20,,1,,1,,2,53673,,,1605,,21,538,0,1,,0,,,19.75,153.75,1037.67,7357,0,11,31480,67,17,30,8,31578,8,25,1402,5,7436,1158,279,1087,329,1202,28,52
-1,5,15,1.2,2,0,1,2,1,63736,,3869,2025,870,2.66667,888,2102,2,1,4,5438,7156,24.5,219.8,797,8929,387694,1549,228505,180055,29,8,2852,4347,448,2771,8814,17225,2790,16928,13095,5959,22467,12981,88074,4219
-1,2,18,2,1,1,1,0,1,1032,,2355,689,32,6.33333,375,863,1,3,2,4953,441,15,312.8,720,2148,27,3,27047,17661,6762,24,7216,1710,5681,7011,113,6338,20864,9902,4549,4426,42121,18311,89811,3794
-1,12,8,1.58333,2,3,1,4,2,10418,,44023,237,138,0.692308,874,522,1,1,12,60338,60100,51,171.4,493,,21,2746,116,990,10221,11275,18730,41,190333,161011,90753,37411,2265,11456,71652,9,192633,67654,136,2737
-1,0,20,,3,,3,,1,10403,,,2010,,21,1031,0,0,,0,,,20.2,165.5,932,5541.17,24,15,13,4,9,317,6777,27,1513,2749,10181,153,1218,7,6292,10101,6801,13,1716,1328
-1,10,10,3.2,0,1,1,2,1,14744,,9588,1078,513,1,518,1197,1,1,10,23305,12663,,445,1148.78,,4023,39,252,4293,15,12,97,11,11454,6,3930,3159,2821,107,8293,145,48818,29254,20039,76
-1,3,17,1.33333,1,1,2,1,2,151,,14921,2004,71,4.5,460,725,1,0,3,14927,14927,16.2,264,661.667,5202.67,140981,14982,188331,6097,27286,2767,18,4,1320,923,104,1465,101326,10176,87908,224333,154076,4077,24857,97397
-1,13,7,5.15385,1,6,1,7,2,563,,30427,3518,57,0.571429,519,741,1,3,13,83427,48814,,119,1148.67,8770.5,13,19193,33,1508,697,70,73392,31827,12063,6545,3119,19997,9210,8583,1515,1340,68,25335,3417,17357
-1,9,11,2.55556,2,3,4,2,2,65613,,13917,3582,2986,1.2,458,830,1,1,9,40444,2588,6,123,669.333,11751.7,209661,2202,3513,15913,11820,1756,19954,78750,1457,10117,13241,9,68165,1314,11513,95878,129555,303970,86185,2922
-1,7,13,2.42857,0,1,1,1,1,2504,,4549,396,598,1.75,436,2257,2,1,7,8084,8025,11.6,211,786.5,2464,5,3595,7,309,1027,191,72,344,4,3,6,601,203,307,247,377,842,43,2528,1522
-1,18,2,1.55556,0,0,0,0,1,15707,,9431,54,2151,0.157895,464,699,2,2,16,15257,13336,54,,,,11,9425,460,43704,953,2489,151194,1522,28924,122505,27143,21,473,41253,15076,10108,23836,33710,4256,10224
-1,2,18,2,1,1,2,0,1,20,,43737,1973,79,6.33333,816,777,1,0,2,44069,43568,3.33333,214.8,899.75,5772.2,26338,27,3,51,1367,78,4,8422,5,20033,60,4435,89,10456,171,9807,156,6,36972,11687
-1,0,20,,1,,1,,1,2866,,,250,,21,742,0,0,,0,,,29.7143,201,637.2,,0,17468,1639,4227,3359,11,147,2996,9413,7658,15755,1388,6593,28610,3079,143798,26,2935,489,10301
-1,19,1,1.78947,1,0,0,1,1,42,,11642,68,11359,0.1,691,1171,0,2,18,17122,9113,,68,,,0,29686,42,2605,328079,34115,30557,37428,11125,142919,24829,83513,1521,1044,28522,148,11767,18346,66362,27872
